receiver_player_id,receiver_player_name,team,posteam,season,player_position,numGames,myRankNum,myRank,wrTier,tier,totalEPA,totalTD,tgt_share,numYards,numRec,conversion,explosive_rate,avg_separation,avg_intended_air_yards,catch_percentage,yac_above_expected,third_down_rate,EPA_rank,td_rank,tgt_rank,YPG_rank,conversion_rank,explosive_rank,sep_rank,intended_air_rank,catch_rank,third_down_rank,yacOE_rank,EPA_rank_num,td_rank_num,tgt_rank_num,YPG_rank_num,conversion_rank_num,explosive_rank_num,sep_rank_num,intended_air_rank_num,catch_rank_num,third_down_rank_num,yacOE_rank_num
00-0034521,A.Lazard,GB,GB,2022,WR,15,28,0.6431,7,7,11.31,7,0.1939,788,60,0.263,0.198,2.63,12.32,62.172,0.28,0.581,0.5234899328859061,0.8636363636363636,0.7454545454545455,0.7181818181818181,0.6857142857142857,0.5625,0.3221476510067114,0.697986577181208,0.4563758389261745,0.8791946308724832,0.4429530201342282,72,16,29,32,45,64,102,46,82,19,84
00-0030279,K.Allen,LAC,LAC,2021,WR,16,29,0.7099,8,8,30.7,6,0.2327,1138,106,0.231,0.165,3.13,8.55,67.714,-0.37,0.521,0.8273809523809523,0.7248322147651006,0.9060402684563759,0.912751677852349,0.5403726708074534,0.42038216560509556,0.6369047619047619,0.25,0.7142857142857143,0.7321428571428571,0.19047619047619047,30,33,15,14,74,92,62,127,49,46,137
00-0027793,A.Brown,TB,TB,2020,WR,8,29,0.6958,8,8,24.55,4,0.1896,483,45,0.167,0.161,3.2,8.89,75.153,0.11,0.647,0.703030303030303,0.8590604026845637,0.7583892617449665,0.7986577181208053,0.36363636363636365,0.310126582278481,0.6909090909090909,0.2787878787878788,0.8727272727272727,0.9212121212121213,0.43636363636363634,50,18,37,31,92,110,52,120,22,14,94
00-0031381,D.Adams,LV,LV,2023,WR,17,29,0.6936,8,8,13.48,9,0.2931,1149,103,0.2,0.154,2.47,10.62,55.647,0.19,0.39,0.6027397260273972,0.9214285714285714,0.9928571428571429,0.8714285714285714,0.45185185185185184,0.35714285714285715,0.21232876712328766,0.4794520547945205,0.2876712328767123,0.45517241379310347,0.4206896551724138,59,12,2,19,73,91,116,77,105,80,85
00-0035719,D.Samuel,SF,SF,2019,WR,15,29,0.6883,8,8,30.7,3,0.166,804,57,0.056,0.28,3.2,7.56,67.854,1.14,0.421,0.8284023668639053,0.46616541353383456,0.631578947368421,0.6917293233082706,0.2679738562091503,0.9119496855345912,0.7869822485207101,0.1301775147928994,0.7928994082840237,0.4583333333333333,0.7964071856287425,30,68,50,42,113,15,37,148,36,92,35
00-0037247,G.Pickens,PIT,PIT,2024,WR,14,29,0.6787,8,8,27.92,4,0.2234,896,59,0.188,0.214,2.41,13.56,59.916,1.14,0.395,0.7697368421052632,0.5572519083969466,0.8396946564885496,0.816793893129771,0.4068965517241379,0.6573426573426573,0.17105263157894737,0.8618421052631579,0.34210526315789475,0.40789473684210525,0.756578947368421,36,59,22,25,86,50,127,22,101,91,38
00-0032385,S.Shepard,NYG,NYG,2017,WR,11,29,0.6731,8,8,29.8,2,0.1732,731,59,0,0.143,2.31,8.62,72.129,2.47,0.542,0.8609271523178808,0.45614035087719296,0.6578947368421053,0.8771929824561403,0,0.2887323943661972,0.2847682119205298,0.23178807947019867,0.8940397350993378,0.8675496688741722,0.9668874172185431,22,61,40,15,108,100,109,117,17,21,6
00-0033871,C.Davis,TEN,TEN,2018,WR,16,29,0.6713,8,8,30.05,4,0.2309,891,65,0.133,0.25,3.16,9.45,58.286,0.05,0.444,0.80625,0.45454545454545453,0.9008264462809917,0.7520661157024794,0.25165562913907286,0.8012820512820513,0.75625,0.34375,0.33125,0.59375,0.3522012578616352,32,61,13,31,114,32,40,106,108,64,104
00-0030035,A.Thielen,MIN,MIN,2016,WR,16,29,0.6606,8,8,50.34,5,0.1467,967,69,0.3,0.293,2.71,11.92,74.973,-1.04,0.483,0.9483870967741935,0.6698113207547169,0.4716981132075472,0.7735849056603774,0.7074829931972789,0.9662162162162162,0.5741935483870968,0.5032258064516129,0.9096774193548387,0.7012987012987013,0.2129032258064516,9,34,57,25,44,6,67,78,15,47,123
00-0033009,T.Boyd,CIN,CIN,2022,WR,16,29,0.6411,8,8,28.99,6,0.1292,764,58,0.214,0.2,2.62,10.18,71.675,1.55,0.577,0.8120805369127517,0.7545454545454545,0.4636363636363636,0.6363636363636364,0.5428571428571428,0.5694444444444444,0.31543624161073824,0.4563758389261745,0.8120805369127517,0.8657718120805369,0.8456375838926175,29,28,60,41,62,59,103,82,29,21,24
00-0036613,J.Waddle,MIA,MIA,2021,WR,16,30,0.7058,8,8,20.22,6,0.2229,1015,104,0.4,0.121,3.31,6.95,72.544,0.38,0.523,0.7083333333333334,0.7248322147651006,0.8859060402684564,0.8590604026845637,0.8198757763975155,0.17197452229299362,0.7440476190476191,0.125,0.8630952380952381,0.7380952380952381,0.5357142857142857,50,36,18,22,30,131,44,148,24,45,79
00-0034348,C.Sutton,DEN,DEN,2023,WR,16,30,0.6923,8,8,22.05,10,0.1717,772,59,0.421,0.209,2.92,12.8,69.251,0.1,0.5,0.7191780821917808,0.9642857142857143,0.7214285714285714,0.6857142857142857,0.8592592592592593,0.6428571428571429,0.5547945205479452,0.7123287671232876,0.7876712328767124,0.7379310344827587,0.3793103448275862,42,6,40,45,20,51,66,43,32,30,91
00-0031549,N.Agholor,LV,LV,2020,WR,16,30,0.6921,8,8,36.94,8,0.1426,896,48,0.231,0.256,2.6,14.78,61.168,1.09,0.435,0.8545454545454545,0.8590604026845637,0.5637583892617449,0.738255033557047,0.5064935064935064,0.8354430379746836,0.3090909090909091,0.8727272727272727,0.3696969696969697,0.43636363636363634,0.7818181818181819,25,19,66,40,76,27,115,22,105,94,37
00-0027150,J.Edelman,NE,NE,2019,WR,16,30,0.6858,8,8,18.46,8,0.2369,1119,100,0.217,0.149,2.82,9.09,63.646,-0.48,0.406,0.6982248520710059,0.849624060150376,0.9624060150375939,0.8571428571428571,0.5620915032679739,0.3018867924528302,0.5621301775147929,0.26627218934911245,0.621301775147929,0.4166666666666667,0.1497005988023952,52,14,6,20,68,112,75,125,65,99,143
00-0037261,K.Shakir,BUF,BUF,2024,WR,15,30,0.6738,8,8,44.18,4,0.2123,821,76,0.2,0.15,4.19,5.42,77.951,0.97,0.5,0.9078947368421053,0.5114503816793893,0.7633587786259542,0.7022900763358778,0.4206896551724138,0.27972027972027974,0.9539473684210527,0.046052631578947366,0.9210526315789473,0.7105263157894737,0.6644736842105263,15,65,32,40,84,104,8,146,13,34,52
00-0032009,A.Humphries,TB,TB,2018,WR,16,30,0.671,8,8,38.97,6,0.1584,816,76,0.2,0.16,3.64,5.61,72.404,0.61,0.5,0.88125,0.6776859504132231,0.6363636363636364,0.6942148760330579,0.3509933774834437,0.3974358974358974,0.9375,0.0625,0.825,0.6875,0.6226415094339622,20,38,45,38,90,95,11,151,29,43,61
00-0031408,M.Evans,TB,TB,2017,WR,15,30,0.6681,8,8,23.1,5,0.2259,1006,71,0.143,0.188,2.08,14.31,51.233,-0.3,0.429,0.7880794701986755,0.7105263157894737,0.8771929824561403,0.8859649122807017,0.375886524822695,0.6126760563380281,0.11258278145695365,0.8543046357615894,0.26490066225165565,0.5827814569536424,0.2847682119205298,33,31,15,14,86,56,135,23,112,64,109
00-0026901,M.Wallace,BAL,BAL,2016,WR,16,30,0.6562,8,8,34.29,4,0.1636,1017,72,0.2,0.172,2.7,12.68,60.014,1.3,0.361,0.8580645161290322,0.49056603773584906,0.5849056603773585,0.8113207547169812,0.46258503401360546,0.5337837837837838,0.567741935483871,0.5741935483870968,0.5483870967741935,0.33766233766233766,0.9032258064516129,23,47,45,21,77,70,68,67,71,102,16
00-0033891,Z.Jones,JAX,JAX,2022,WR,16,30,0.6379,8,8,41.48,5,0.203,836,82,0.2,0.139,3.57,8.72,68.205,-0.49,0.516,0.8993288590604027,0.7,0.7909090909090909,0.7,0.4928571428571429,0.2569444444444444,0.8523489932885906,0.28187919463087246,0.7046979865771812,0.7718120805369127,0.15436241610738255,16,33,24,34,68,108,23,108,45,35,127
00-0033009,T.Boyd,CIN,CIN,2021,WR,16,31,0.7057,8,8,19.3,6,0.1649,828,67,0.375,0.211,3.09,7.58,72.726,0.88,0.593,0.6964285714285714,0.7248322147651006,0.6912751677852349,0.7315436241610739,0.8074534161490683,0.6815286624203821,0.6130952380952381,0.18452380952380953,0.8690476190476191,0.8809523809523809,0.7083333333333334,52,38,47,41,32,51,66,138,23,20,50
00-0039146,J.Reed,GB,GB,2023,WR,16,31,0.6912,8,8,34.35,8,0.163,795,64,0.278,0.2,3.46,10.52,65.714,0.2,0.419,0.8356164383561644,0.8785714285714286,0.7,0.6928571428571428,0.6444444444444445,0.5857142857142857,0.8356164383561644,0.4452054794520548,0.636986301369863,0.5448275862068965,0.4413793103448276,25,17,43,44,49,57,25,82,54,67,82
00-0029000,C.Beasley,BUF,BUF,2020,WR,15,31,0.685,8,8,59.44,4,0.1846,967,82,0.273,0.185,3.36,7.68,77.56,-0.48,0.714,0.9636363636363636,0.5704697986577181,0.738255033557047,0.8523489932885906,0.6038961038961039,0.45569620253164556,0.7757575757575758,0.15757575757575756,0.9212121212121213,0.9575757575757575,0.18787878787878787,7,64,40,23,62,86,38,140,14,8,135
00-0028002,R.Cobb,DAL,DAL,2019,WR,15,31,0.6802,8,8,28.76,3,0.1434,828,55,0.125,0.301,3.19,9.28,65.721,2,0.452,0.8106508875739645,0.46616541353383456,0.5037593984962406,0.706766917293233,0.3137254901960784,0.9748427672955975,0.7751479289940828,0.3136094674556213,0.7100591715976331,0.5297619047619048,0.9281437125748503,33,67,67,40,106,5,39,117,50,80,13
00-0034960,J.Meyers,LV,LV,2024,WR,15,31,0.6716,8,8,32.4,4,0.2185,1029,87,0.188,0.215,2.72,9.6,66.621,0.31,0.455,0.8026315789473685,0.5114503816793893,0.7862595419847328,0.8625954198473282,0.4068965517241379,0.6643356643356644,0.40131578947368424,0.3223684210526316,0.6052631578947368,0.5986842105263158,0.45394736842105265,31,63,29,19,87,49,92,104,61,62,84
00-0031325,S.Watkins,KC,KC,2018,WR,10,31,0.6579,8,8,31.16,3,0.1459,519,40,0.3,0.218,3.45,9.11,72.697,0.74,0.333,0.81875,0.5371900826446281,0.5454545454545454,0.7107438016528925,0.6556291390728477,0.717948717948718,0.8875,0.30625,0.83125,0.25,0.6981132075471698,30,57,56,36,53,45,19,112,28,115,49
00-0027681,B.LaFell,CIN,CIN,2016,WR,16,31,0.6502,8,8,30.64,6,0.1777,862,64,0.235,0.159,2.72,11.53,58.256,0.03,0.333,0.832258064516129,0.78301886792452835,0.6698113207547169,0.6886792452830188,0.5578231292517006,0.40540540540540543,0.6193548387096774,0.4774193548387097,0.4774193548387097,0.24025974025974026,0.6580645161290323,27,23,36,34,66,89,60,82,82,111,54
00-0027902,D.Bryant,DAL,DAL,2017,WR,16,31,0.6381,8,8,-10.81,7,0.251,838,69,0.3,0.152,2.31,11.95,53.099,1.93,0.342,0.09271523178807947,0.8070175438596491,0.9298245614035088,0.7017543859649122,0.723404255319149,0.4014084507042254,0.2781456953642384,0.5695364238410596,0.32450331125827814,0.3509933774834437,0.9403973509933775,138,23,9,35,39,86,110,66,103,99,10
00-0036165,I.Hodgins,NYG,NYG,2022,WR,8,31,0.6357,8,8,10.22,4,0.1552,353,33,0.571,0.204,2.83,8.64,75.615,0.47,0.4,0.5033557046979866,0.9181818181818182,0.6181818181818182,0.6,0.9785714285714285,0.6180555555555556,0.4899328859060403,0.26174496644295303,0.8791946308724832,0.4161073825503356,0.5369127516778524,75,9,43,45,2,55,76,110,18,85,69
00-0036912,D.Smith,PHI,PHI,2021,WR,17,32,0.7045,8,8,29.67,6,0.1992,918,64,0.333,0.238,2.39,14.93,60.922,0.84,0.444,0.8154761904761905,0.6912751677852349,0.825503355704698,0.7583892617449665,0.7080745341614907,0.8089171974522293,0.16666666666666666,0.8630952380952381,0.47619047619047616,0.5654761904761905,0.6726190476190477,32,44,27,37,40,31,141,24,89,73,56
00-0032688,R.Anderson,CAR,CAR,2020,WR,16,32,0.6845,8,8,28.14,3,0.2338,1098,95,0.062,0.168,2.86,9.94,69.535,0.75,0.31,0.7696969696969697,0.40268456375838924,0.959731543624161,0.8791946308724832,0.2597402597402597,0.33544303797468356,0.49696969696969695,0.4303030303030303,0.7151515151515152,0.1696969696969697,0.696969696969697,39,85,7,19,115,106,84,95,48,138,51
00-0033921,C.Godwin,TB,TB,2023,WR,17,32,0.6783,8,8,45.05,2,0.2144,1026,83,0.059,0.198,2.92,9.45,65.401,0.59,0.543,0.9041095890410958,0.34285714285714286,0.8642857142857143,0.8071428571428572,0.2518518518518518,0.5785714285714286,0.5616438356164384,0.3219178082191781,0.6232876712328768,0.8620689655172413,0.5793103448275863,15,84,20,28,102,60,65,100,56,21,62
00-0029000,C.Beasley,BUF,BUF,2019,WR,15,32,0.6718,8,8,15.96,7,0.2114,782,67,0.455,0.148,3.26,7.28,59.743,0.62,0.417,0.650887573964497,0.8345864661654135,0.849624060150376,0.6691729323308271,0.8758169934640523,0.2893081761006289,0.834319526627219,0.11834319526627218,0.40828402366863903,0.42857142857142855,0.6586826347305389,60,23,21,45,20,114,29,150,101,97,58
00-0038994,J.Addison,MIN,MIN,2024,WR,15,32,0.6662,8,8,35.26,9,0.1866,875,63,0.316,0.2,2.88,13.35,59.254,0.22,0.385,0.8223684210526315,0.9312977099236641,0.6793893129770993,0.7404580152671756,0.6551724137931034,0.5524475524475524,0.506578947368421,0.8355263157894737,0.32894736842105265,0.3881578947368421,0.4407894736842105,28,10,43,35,51,63,76,26,103,93,86
00-0032385,S.Shepard,NYG,NYG,2018,WR,16,32,0.6549,8,8,35.71,4,0.1703,874,66,0.2,0.194,3.09,10.46,60.692,0.74,0.486,0.8625,0.45454545454545453,0.7024793388429752,0.743801652892562,0.3509933774834437,0.6025641025641025,0.725,0.45,0.4375,0.68125,0.6855345911949685,23,62,37,32,93,63,45,89,91,52,51
00-0028002,R.Cobb,GB,GB,2016,WR,13,32,0.6352,8,8,27.27,4,0.1585,610,60,0.286,0.143,3.42,8.48,71.496,0.69,0.621,0.7741935483870968,0.660377358490566,0.5377358490566038,0.5943396226415094,0.6666666666666666,0.2905405405405405,0.8903225806451613,0.2129032258064516,0.8774193548387097,0.935064935064935,0.8387096774193549,36,37,50,44,45,102,18,123,20,11,26
00-0030085,K.Stills,MIA,MIA,2017,WR,16,32,0.6343,8,8,14.64,7,0.1654,847,58,0.2,0.21,2.69,15.62,51.38,-0.32,0.464,0.6754966887417219,0.8070175438596491,0.6403508771929824,0.7368421052631579,0.46808510638297873,0.7323943661971831,0.6490066225165563,0.9271523178807947,0.271523178807947,0.7284768211920529,0.2781456953642384,50,22,42,31,72,39,54,12,111,42,110
00-0036252,M.Pittman,IND,IND,2022,WR,16,32,0.6227,8,8,20.61,4,0.2247,925,99,0.267,0.162,2.78,7.48,69.202,-0.07,0.364,0.7046979865771812,0.5545454545454546,0.8636363636363636,0.7636363636363637,0.6928571428571428,0.375,0.4161073825503356,0.18120805369127516,0.7516778523489933,0.3288590604026846,0.2953020134228188,45,50,16,27,44,91,88,123,38,101,106
00-0034775,C.Kirk,ARI,ARI,2021,WR,17,33,0.6834,8,8,51.1,5,0.1627,998,77,0.2,0.223,3.45,11.12,74.861,-0.72,0.524,0.9345238095238095,0.6241610738255033,0.6845637583892618,0.8187919463087249,0.453416149068323,0.7515923566878981,0.8035714285714286,0.5535714285714286,0.9047619047619048,0.7440476190476191,0.08928571428571429,12,53,48,28,84,40,34,76,17,44,154
00-0031544,A.Cooper,DAL,DAL,2020,WR,16,33,0.6803,8,8,38.78,5,0.1906,1114,92,0.25,0.123,2.51,9.3,70.787,1.09,0.391,0.8787878787878788,0.6577181208053692,0.7651006711409396,0.8859060402684564,0.525974025974026,0.15822784810126583,0.23030303030303031,0.3575757575757576,0.7575757575757576,0.32727272727272727,0.7878787878787878,21,47,36,18,68,134,128,107,41,111,36
00-0038393,D.Wicks,GB,GB,2023,WR,15,33,0.677,8,8,29.16,4,0.1064,581,39,0.25,0.31,3.07,9.74,66.445,2.85,0.65,0.8013698630136986,0.6642857142857143,0.45714285714285713,0.5714285714285714,0.5111111111111111,0.9571428571428572,0.6917808219178082,0.3493150684931507,0.6712328767123288,0.9793103448275862,0.9517241379310345,30,48,77,61,57,7,46,96,49,4,8
00-0029608,T.Hilton,IND,IND,2019,WR,10,33,0.6645,8,8,22.33,5,0.2173,501,45,0.625,0.176,2.98,10.57,60.507,-0,0.368,0.7514792899408284,0.849624060150376,0.8947368421052632,0.6390977443609023,0.954248366013072,0.4276729559748428,0.6568047337278107,0.42011834319526625,0.47928994082840237,0.3333333333333333,0.3712574850299401,43,19,15,49,7,91,59,99,89,113,106
00-0038997,J.Downs,IND,IND,2024,WR,14,33,0.6638,8,8,25.6,6,0.2296,803,72,0.143,0.14,3.28,6.93,67.279,0.11,0.457,0.7368421052631579,0.7633587786259542,0.8854961832061069,0.7251908396946565,0.2827586206896552,0.23076923076923078,0.7236842105263158,0.1118421052631579,0.6513157894736842,0.6052631578947368,0.3881578947368421,41,32,16,37,100,111,43,136,54,61,94
00-0033839,D.Westbrook,JAX,JAX,2018,WR,16,33,0.6487,8,8,22.03,5,0.1743,715,66,0.2,0.165,3.57,8.3,63.2,1.16,0.576,0.73125,0.5619834710743802,0.71900826446281,0.628099173553719,0.3509933774834437,0.4166666666666667,0.91875,0.2125,0.5125,0.9125,0.7987421383647799,44,50,35,45,92,92,14,127,79,15,33
00-0031547,D.Parker,MIA,MIA,2016,WR,15,33,0.6303,8,8,19.47,4,0.1843,744,56,0.222,0.184,2.38,12.39,64.698,0.48,0.381,0.6838709677419355,0.5943396226415094,0.7075471698113207,0.6226415094339622,0.5374149659863946,0.6216216216216216,0.2967741935483871,0.5548387096774193,0.6387096774193548,0.38961038961038963,0.7870967741935484,50,41,32,41,68,57,110,70,57,92,34
00-0028237,C.Hogan,NE,NE,2017,WR,9,33,0.6261,8,8,17.68,5,0.1569,439,34,0.333,0.203,2.82,13.57,58.901,-0.52,0.4,0.7350993377483444,0.9210526315789473,0.5701754385964912,0.6578947368421053,0.7659574468085106,0.6901408450704225,0.6821192052980133,0.7483443708609272,0.5562913907284768,0.4304635761589404,0.17880794701986755,41,10,50,40,25,45,49,39,68,80,125
00-0036309,D.Mooney,CHI,CHI,2022,WR,12,33,0.6221,8,8,14.5,2,0.2067,493,40,0.25,0.258,3.66,12.06,66.082,0.18,0.562,0.6174496644295302,0.36363636363636365,0.8090909090909091,0.5636363636363636,0.6071428571428571,0.8472222222222222,0.9060402684563759,0.6711409395973155,0.6577181208053692,0.8523489932885906,0.40268456375838924,58,70,22,49,53,23,15,50,52,23,90
00-0031544,A.Cooper,DAL,DAL,2021,WR,15,34,0.6833,8,8,48.27,8,0.1769,865,68,0.263,0.212,2.48,11.15,58.865,-0.15,0.36,0.9226190476190477,0.8926174496644296,0.7449664429530202,0.8120805369127517,0.6273291925465838,0.6878980891719745,0.2261904761904762,0.5595238095238095,0.36904761904761907,0.39285714285714285,0.2916666666666667,14,16,39,29,61,50,131,75,107,103,120
00-0031051,J.Brown,BUF,BUF,2020,WR,9,34,0.6784,8,8,27.63,3,0.1543,458,33,0.125,0.25,3.42,11.25,70.083,0.56,0.533,0.7515151515151515,0.697986577181208,0.610738255033557,0.6442953020134228,0.3116883116883117,0.7848101265822784,0.8242424242424242,0.5333333333333333,0.7393939393939394,0.7575757575757576,0.6424242424242425,42,44,59,54,106,32,30,78,44,41,60
00-0033307,K.Bourne,NE,NE,2023,WR,8,34,0.6745,8,8,-9.54,6,0.1852,406,37,0.5,0.218,2.86,10.78,66.127,1.8,0.308,0.0821917808219178,0.9857142857142858,0.75,0.7071428571428572,0.8962962962962963,0.6785714285714286,0.5136986301369864,0.5136986301369864,0.6506849315068494,0.25517241379310346,0.8551724137931035,135,3,36,42,6,46,72,72,52,109,22
00-0033908,C.Kupp,LA,LA,2024,WR,12,34,0.6631,8,8,3.87,6,0.2421,710,67,0.4,0.16,3.31,8.47,68.915,0.61,0.241,0.34868421052631576,0.8091603053435115,0.9236641221374046,0.7480916030534351,0.7724137931034483,0.3146853146853147,0.7631578947368421,0.23684210526315788,0.7105263157894737,0.1118421052631579,0.5526315789473685,100,23,11,34,32,99,37,117,45,136,69
00-0033009,T.Boyd,CIN,CIN,2019,WR,16,34,0.6617,8,8,8.12,6,0.2246,1046,90,0.273,0.162,2.62,9.15,61.679,0.43,0.45,0.4970414201183432,0.6917293233082706,0.9097744360902256,0.7894736842105263,0.6601307189542484,0.3836477987421384,0.4319526627218935,0.28994082840236685,0.5443786982248521,0.5178571428571429,0.5868263473053892,86,35,13,29,53,99,97,121,78,82,70
00-0034860,D.Pettis,SF,SF,2018,WR,11,34,0.6386,8,8,17.54,5,0.1061,467,27,0.6,0.311,3.47,11.64,62.262,1.97,0.385,0.68125,0.7768595041322314,0.3140495867768595,0.5867768595041323,0.9536423841059603,0.9487179487179487,0.89375,0.61875,0.4625,0.4375,0.9182389937106918,52,28,84,51,8,9,18,62,87,89,14
00-0031941,J.Crowder,WAS,WAS,2017,WR,15,34,0.6247,8,8,-4.75,4,0.1893,789,66,0.214,0.204,3.14,7.26,62.791,0.19,0.333,0.18543046357615894,0.6403508771929824,0.7543859649122807,0.7280701754385965,0.5035460992907801,0.704225352112676,0.8543046357615894,0.12582781456953643,0.695364238410596,0.304635761589404,0.4900662251655629,124,39,29,32,71,43,23,133,47,100,78
00-0030085,K.Stills,MIA,MIA,2016,WR,16,34,0.6226,8,8,13.2,10,0.1601,726,42,0.167,0.21,2.5,14.94,55.605,0.12,0.407,0.5741935483870968,0.9245283018867925,0.5660377358490566,0.5754716981132075,0.3877551020408163,0.7297297297297297,0.4,0.8451612903225807,0.3419354838709677,0.4675324675324675,0.6774193548387096,67,9,47,46,88,41,94,25,103,83,51
00-0035719,D.Samuel,SF,SF,2022,WR,13,34,0.6193,8,8,8.94,2,0.2201,632,56,0.077,0.16,3.59,4.65,59.445,3.25,0.421,0.4697986577181208,0.34545454545454546,0.8545454545454545,0.6636363636363637,0.3,0.3541666666666667,0.87248322147651,0.03355704697986577,0.348993288590604,0.48322147651006714,0.9932885906040269,80,72,17,38,99,94,20,145,98,77,2
00-0033857,J.Smith-Schuster,PIT,PIT,2020,WR,16,35,0.6754,8,8,25.03,10,0.1911,833,97,0.3,0.124,3.21,5.92,77.486,0.24,0.545,0.7090909090909091,0.9328859060402684,0.7785234899328859,0.6711409395973155,0.6363636363636364,0.16455696202531644,0.696969696969697,0.06666666666666667,0.9151515151515152,0.7878787878787878,0.503030303030303,49,11,34,50,54,133,51,155,15,35,83
00-0035659,T.McLaurin,WAS,WAS,2021,WR,17,35,0.6741,8,8,12.18,5,0.2189,1053,77,0.333,0.208,2.53,12.95,59.759,0.88,0.242,0.5714285714285714,0.6241610738255033,0.8791946308724832,0.8322147651006712,0.7080745341614907,0.6624203821656051,0.2619047619047619,0.75,0.3869047619047619,0.17857142857142858,0.7023809523809523,73,52,19,26,41,54,125,43,104,139,51
00-0030564,D.Hopkins,TEN,TEN,2023,WR,17,35,0.6724,8,8,19.17,7,0.2468,1057,75,0.222,0.212,2.28,14.26,56.437,0.01,0.355,0.6712328767123288,0.7714285714285715,0.9285714285714286,0.8285714285714286,0.48148148148148145,0.65,0.1232876712328767,0.863013698630137,0.3082191780821918,0.36551724137931035,0.33793103448275863,49,31,11,25,70,50,129,21,102,93,97
00-0035535,D.Slayton,NYG,NYG,2019,WR,14,35,0.6555,8,8,32.98,8,0.1521,746,48,0.25,0.212,1.93,15.42,57.206,1.03,0.4,0.8402366863905325,0.9398496240601504,0.5639097744360902,0.6766917293233082,0.6013071895424836,0.6415094339622641,0.07692307692307693,0.9349112426035503,0.33136094674556216,0.39285714285714285,0.7784431137724551,28,9,59,44,57,58,157,12,114,103,38
00-0038544,Q.Johnston,LAC,LAC,2024,WR,15,35,0.651,8,8,34.91,8,0.1904,724,55,0.333,0.187,2.97,12.24,50.428,1.07,0.467,0.8092105263157895,0.8778625954198473,0.6946564885496184,0.6335877862595419,0.6620689655172414,0.45454545454545453,0.5328947368421053,0.7039473684210527,0.1513157894736842,0.6513157894736842,0.6973684210526315,30,17,41,49,42,79,72,46,130,54,47
00-0029632,M.Sanu,ATL,ATL,2018,WR,16,35,0.637,8,8,46.01,4,0.1446,840,66,0.125,0.188,2.97,7.73,66.417,1.17,0.615,0.89375,0.45454545454545453,0.5289256198347108,0.71900826446281,0.2185430463576159,0.5769230769230769,0.61875,0.15625,0.6,0.95625,0.8050314465408805,18,63,58,35,115,67,62,136,65,8,32
00-0029293,M.Jones Jr.,DET,DET,2017,WR,16,35,0.6199,8,8,6.9,1,0.1739,1101,61,0.25,0.259,2.12,15.68,55.49,1.06,0.552,0.5364238410596026,0.13157894736842105,0.6666666666666666,0.9122807017543859,0.5390070921985816,0.9084507042253521,0.1390728476821192,0.9337748344370861,0.423841059602649,0.8807947019867549,0.8410596026490066,71,94,39,11,63,14,131,11,88,19,25
00-0031299,J.Matthews,PHI,PHI,2016,WR,14,35,0.6076,8,8,28.02,3,0.2216,804,73,0.214,0.16,2.92,11.29,57.557,-1.11,0.5,0.7935483870967742,0.4528301886792453,0.8490566037735849,0.7264150943396226,0.5238095238095238,0.41216216216216217,0.7290322580645161,0.44516129032258067,0.4645161290322581,0.7207792207792207,0.1935483870967742,33,59,17,30,71,88,43,87,84,37,126
00-0035140,M.Hardman,KC,KC,2022,WR,8,35,0.6076,8,8,18.59,4,0.0966,297,25,0.4,0.176,3.78,11.04,65.556,2.3,0.583,0.6778523489932886,0.9181818181818182,0.2909090909090909,0.509090909090909,0.8857142857142857,0.4375,0.9194630872483222,0.5570469798657718,0.6375838926174496,0.8859060402684564,0.912751677852349,49,10,79,55,13,80,13,67,55,17,14
00-0036309,D.Mooney,CHI,CHI,2021,WR,17,36,0.6716,8,8,0.54,5,0.2346,1055,81,0.25,0.206,2.88,11.6,58.582,1.01,0.324,0.26785714285714285,0.6241610738255033,0.9194630872483222,0.8456375838926175,0.5652173913043478,0.6560509554140127,0.5119047619047619,0.5892857142857143,0.3392857142857143,0.2916666666666667,0.7380952380952381,124,51,13,24,63,55,83,70,112,120,45
00-0031547,D.Parker,MIA,MIA,2020,WR,14,36,0.6706,8,8,18.37,5,0.1973,793,63,0.2,0.25,1.71,10.3,62.054,0.67,0.375,0.6060606060606061,0.7315436241610739,0.8053691275167785,0.7583892617449665,0.43506493506493504,0.7848101265822784,0.01818181818181818,0.4666666666666667,0.41818181818181815,0.28484848484848485,0.6848484848484848,66,40,30,37,83,30,163,89,97,116,53
00-0036410,T.Higgins,CIN,CIN,2023,WR,12,36,0.6703,8,8,26.47,5,0.16,656,42,0.25,0.184,2.23,13.29,53.957,2.19,0.6,0.7602739726027398,0.7928571428571428,0.6857142857142857,0.7428571428571429,0.5111111111111111,0.5214285714285715,0.0958904109589041,0.7671232876712328,0.2328767123287671,0.9310344827586207,0.9103448275862069,36,30,45,37,55,68,133,35,113,10,14
00-0033127,W.Fuller,HOU,HOU,2019,WR,11,36,0.6537,8,8,26.96,3,0.1859,670,49,0.143,0.183,2.73,13.63,65.356,0.39,0.579,0.7810650887573964,0.6015037593984962,0.7293233082706767,0.7443609022556391,0.3202614379084967,0.4716981132075472,0.514792899408284,0.7928994082840237,0.6863905325443787,0.8869047619047619,0.5449101796407185,38,53,37,35,101,85,83,36,54,20,77
