receiver_player_id,receiver_player_name,team,posteam,season,player_position,numGames,myRankNum,myRank,wrTier,tier,totalEPA,totalTD,tgt_share,numYards,numRec,conversion,explosive_rate,avg_separation,avg_intended_air_yards,catch_percentage,yac_above_expected,third_down_rate,EPA_rank,td_rank,tgt_rank,YPG_rank,conversion_rank,explosive_rank,sep_rank,intended_air_rank,catch_rank,third_down_rank,yacOE_rank,EPA_rank_num,td_rank_num,tgt_rank_num,YPG_rank_num,conversion_rank_num,explosive_rank_num,sep_rank_num,intended_air_rank_num,catch_rank_num,third_down_rank_num,yacOE_rank_num
00-0033908,C.Kupp,LA,LA,2021,WR,17,1,0.9365,1,1,112.94,17,0.2995,1949,145,0.333,0.224,3.64,8.58,76.84,1.63,0.619,1,1,1,1,0.7080745341614907,0.7579617834394905,0.8869047619047619,0.2619047619047619,0.9226190476190477,0.9285714285714286,0.8928571428571429,1,1,1,1,36,39,20,125,14,13,19
00-0033040,T.Hill,MIA,MIA,2023,WR,16,1,0.9205,1,1,91.75,14,0.3028,1799,119,0.154,0.308,3.25,11.08,69.557,0.86,0.63,0.9931506849315068,1,1,1,0.37777777777777777,0.95,0.773972602739726,0.5616438356164384,0.7945205479452054,0.9586206896551724,0.6620689655172414,2,1,1,1,85,8,34,65,31,7,50
00-0036900,J.Chase,CIN,CIN,2024,WR,17,1,0.8947,1,1,77.01,18,0.2496,1708,127,0.222,0.206,3.2,8.67,74.166,2.87,0.472,0.993421052631579,1,0.9465648854961832,1,0.4689655172413793,0.5804195804195804,0.6842105263157895,0.2565789473684211,0.868421052631579,0.6644736842105263,0.9671052631578947,2,1,8,1,74,61,49,114,21,52,6
00-0027793,A.Brown,PIT,PIT,2017,WR,14,1,0.8912,1,1,42.92,11,0.2978,1535,101,0.261,0.224,2.69,13.7,61.586,1.01,0.463,0.9403973509933775,0.9824561403508771,0.9912280701754386,1,0.6737588652482269,0.8169014084507042,0.6357615894039735,0.7615894039735099,0.6556291390728477,0.7218543046357616,0.8211920529801324,10,3,2,1,47,27,56,37,53,43,28
00-0033921,C.Godwin,TB,TB,2019,WR,14,1,0.8861,1,1,85.91,9,0.2027,1335,86,0.333,0.279,2.71,10.56,69.267,2.53,0.531,0.9940828402366864,0.9849624060150376,0.8120300751879699,0.9924812030075187,0.7254901960784313,0.9056603773584906,0.4970414201183432,0.41420118343195267,0.8165680473372781,0.7857142857142857,0.9520958083832335,2,3,26,2,34,16,86,100,32,36,9
00-0033040,T.Hill,KC,KC,2020,WR,15,1,0.8821,1,1,75.19,15,0.2167,1276,87,0.421,0.237,3.46,13.7,66.168,1.67,0.515,0.9878787878787879,0.9932885906040269,0.8993288590604027,0.959731543624161,0.8571428571428571,0.740506329113924,0.8424242424242424,0.793939393939394,0.5696969696969697,0.696969696969697,0.9212121212121213,3,2,16,7,23,42,27,35,72,51,14
00-0036358,C.Lamb,DAL,DAL,2022,WR,17,1,0.8764,1,1,61.8,9,0.2676,1359,107,0.333,0.269,3.22,9.93,70.49,0.89,0.452,0.9731543624161074,0.9363636363636364,0.9727272727272728,0.9363636363636364,0.7928571428571428,0.8888888888888888,0.7315436241610739,0.40268456375838924,0.7919463087248322,0.6174496644295302,0.6912751677852349,5,7,4,8,21,16,41,90,32,58,47
00-0033040,T.Hill,KC,KC,2018,WR,16,1,0.8737,1,1,81.79,12,0.225,1479,87,0.312,0.263,3.14,15.44,62.284,1.39,0.5,0.99375,0.9669421487603306,0.8925619834710744,0.9669421487603306,0.6821192052980133,0.8653846153846154,0.75,0.89375,0.46875,0.6875,0.8490566037735849,2,4,14,5,49,22,41,18,86,48,25
00-0027793,A.Brown,PIT,PIT,2016,WR,15,1,0.8528,1,1,48.74,12,0.2702,1284,106,0.222,0.217,2.92,11.48,68.145,-0.36,0.41,0.9419354838709677,0.9905660377358491,0.9716981132075472,0.9716981132075472,0.5374149659863946,0.75,0.7354838709677419,0.45806451612903226,0.7612903225806451,0.4805194805194805,0.5096774193548387,10,2,4,4,67,38,42,85,38,81,77
00-0033921,C.Godwin,TB,TB,2024,WR,7,2,0.886,1,1,35.51,5,0.2412,585,50,0.429,0.226,3.29,5.72,80.901,1.98,0.667,0.8289473684210527,0.9618320610687023,0.916030534351145,0.9694656488549618,0.8,0.7272727272727273,0.743421052631579,0.06578947368421052,0.9671052631578947,0.9671052631578947,0.9013157894736842,27,6,12,5,29,40,40,143,6,5,16
00-0036554,N.Collins,HOU,HOU,2023,WR,15,2,0.8801,1,1,72.16,8,0.196,1297,80,0.375,0.321,3.09,11.37,72.208,2.3,0.512,0.9794520547945206,0.9285714285714286,0.7857142857142857,0.9571428571428572,0.8148148148148148,0.9714285714285714,0.7123287671232876,0.5958904109589042,0.8698630136986302,0.8275862068965517,0.9241379310344827,4,11,31,7,25,5,43,60,20,26,12
00-0031381,D.Adams,GB,GB,2021,WR,16,2,0.8778,1,1,71.97,11,0.2879,1553,123,0.357,0.237,3.07,8.87,75.407,0.56,0.489,0.9880952380952381,0.959731543624161,0.9932885906040269,0.9932885906040269,0.7950310559006211,0.802547770700637,0.5892857142857143,0.27380952380952384,0.9166666666666666,0.6845238095238095,0.5773809523809523,3,7,2,2,34,32,70,123,15,54,72
00-0032765,M.Thomas,NO,NO,2019,WR,16,2,0.869,1,1,99,9,0.3073,1725,149,0.308,0.227,2.57,8.08,80.753,0.53,0.561,1,0.9323308270676691,1,1,0.7058823529411765,0.7044025157232704,0.378698224852071,0.1834319526627219,0.9644970414201184,0.8571428571428571,0.6347305389221557,1,10,1,1,45,48,106,139,7,25,62
00-0036322,J.Jefferson,MIN,MIN,2022,WR,17,2,0.8678,1,1,75.37,8,0.2569,1821,128,0.194,0.259,3.17,10.09,68.08,0.68,0.556,0.9932885906040269,0.8818181818181818,0.9454545454545454,1,0.4857142857142857,0.8611111111111112,0.7046979865771812,0.436241610738255,0.697986577181208,0.8389261744966443,0.6308724832214765,2,11,7,1,73,21,45,85,46,24,56
00-0036322,J.Jefferson,MIN,MIN,2020,WR,16,2,0.8568,1,1,66.18,7,0.229,1404,88,0.267,0.273,2.56,12.21,68.967,1.86,0.406,0.9757575757575757,0.8456375838926175,0.9395973154362416,0.9731543624161074,0.5844155844155844,0.879746835443038,0.2606060606060606,0.6606060606060606,0.6909090909090909,0.3939393939393939,0.9393939393939394,5,23,10,5,64,20,123,57,52,101,11
00-0027944,J.Jones,ATL,ATL,2018,WR,16,2,0.8492,1,1,68.96,8,0.256,1677,113,0.294,0.282,2.43,14.2,66.812,0.95,0.533,0.9625,0.8099173553719008,0.9669421487603306,1,0.6423841059602649,0.8910256410256411,0.29375,0.8375,0.63125,0.76875,0.7610062893081762,7,19,5,1,54,18,114,27,60,38,39
00-0027944,Ju.Jones,ATL,ATL,2017,WR,16,2,0.8395,1,1,57.43,4,0.2686,1444,88,0.053,0.297,2.51,13.41,60.273,1.3,0.486,0.9867549668874173,0.5614035087719298,0.9736842105263158,0.9824561403508771,0.2765957446808511,0.9929577464788732,0.45695364238410596,0.7218543046357616,0.6158940397350994,0.7880794701986755,0.8807947019867549,3,43,4,3,103,2,83,43,59,33,19
00-0027944,J.Jones,ATL,ATL,2016,WR,14,2,0.834,1,1,61.02,6,0.2495,1409,83,0.182,0.346,2.21,13.61,64.4,-0.12,0.45,0.9806451612903225,0.8490566037735849,0.9339622641509434,1,0.42857142857142855,0.9797297297297297,0.2064516129032258,0.7032258064516129,0.6193548387096774,0.6298701298701299,0.6,4,17,8,1,82,4,124,47,60,58,63
00-0035676,A.Brown,PHI,PHI,2024,WR,13,3,0.878,1,1,61.81,7,0.2845,1079,67,0.364,0.34,2.09,12.68,68.112,2.17,0.517,0.9671052631578947,0.8931297709923665,0.9923664122137404,0.9618320610687023,0.7379310344827587,1,0.06578947368421052,0.7368421052631579,0.6907894736842105,0.8026315789473685,0.9276315789473685,6,15,2,6,39,1,143,41,48,31,12
00-0036322,J.Jefferson,MIN,MIN,2021,WR,17,3,0.8726,1,1,77.73,10,0.269,1616,108,0.28,0.259,2.95,12.53,65.679,0.81,0.574,0.9940476190476191,0.9261744966442953,0.9798657718120806,0.9865771812080537,0.6521739130434783,0.8726114649681529,0.5476190476190477,0.7023809523809523,0.6309523809523809,0.8452380952380952,0.6607142857142857,2,9,4,3,56,21,77,51,63,27,58
00-0036963,A.St. Brown,DET,DET,2023,WR,16,3,0.8696,1,1,71.34,11,0.2714,1515,119,0.231,0.212,3.17,8.04,70.389,1.12,0.487,0.9726027397260274,0.9714285714285714,0.9642857142857143,0.9714285714285714,0.5037037037037037,0.6571428571428571,0.7328767123287672,0.18493150684931506,0.8356164383561644,0.7241379310344828,0.7103448275862069,5,5,6,5,68,49,40,120,25,41,43
00-0035676,A.Brown,TEN,TEN,2020,WR,14,3,0.8563,1,1,65.57,12,0.2366,1075,70,0.667,0.226,2.43,11.15,66.487,2.78,0.531,0.9696969696969697,0.9798657718120806,0.9664429530201343,0.9261744966442953,0.9675324675324676,0.7025316455696202,0.18787878787878787,0.5151515151515151,0.5878787878787879,0.7515151515151515,0.9818181818181818,6,4,6,12,3,48,135,81,69,42,4
00-0031588,S.Diggs,BUF,BUF,2022,WR,16,3,0.8562,1,1,75.1,11,0.2537,1429,108,0.292,0.247,2.81,12.53,68.523,0.72,0.552,0.9865771812080537,0.9636363636363636,0.9272727272727272,0.9727272727272728,0.75,0.8125,0.44966442953020136,0.7516778523489933,0.7181208053691275,0.8322147651006712,0.6577181208053692,3,5,9,4,35,28,83,38,43,26,52
00-0031381,D.Adams,GB,GB,2018,WR,15,3,0.8471,1,1,81.61,13,0.2611,1388,111,0.375,0.194,2.97,11.49,66.01,0.67,0.463,0.9875,0.9917355371900827,0.9834710743801653,0.9752066115702479,0.8013245033112583,0.5961538461538461,0.625,0.6,0.56875,0.6375,0.6540880503144654,3,2,3,4,28,64,61,65,70,59,56
00-0033908,C.Kupp,LA,LA,2019,WR,16,3,0.8396,1,1,66.46,10,0.2061,1161,94,0.318,0.185,3.37,6.99,72.46,1.38,0.569,0.9881656804733728,0.9699248120300752,0.8421052631578947,0.8872180451127819,0.7189542483660131,0.48427672955974843,0.8698224852071006,0.10059171597633136,0.8816568047337278,0.875,0.8502994011976048,3,5,22,16,44,82,23,153,21,22,26
00-0031588,S.Diggs,MIN,MIN,2017,WR,14,3,0.8343,1,1,47.16,8,0.1955,849,64,0.5,0.232,2.92,11.01,68.101,1.1,0.536,0.9536423841059603,0.9473684210526315,0.7894736842105263,0.8157894736842105,0.9148936170212766,0.8309859154929577,0.7483443708609272,0.5033112582781457,0.8344370860927153,0.8609271523178808,0.8675496688741722,8,7,25,22,9,25,39,76,26,22,21
00-0026176,J.Nelson,GB,GB,2016,WR,16,3,0.8268,1,1,72.27,14,0.2321,1257,97,0.344,0.178,2.68,12.75,67.04,-0.06,0.545,1,1,0.8962264150943396,0.9433962264150944,0.8435374149659864,0.5608108108108109,0.5483870967741935,0.5870967741935483,0.7354838709677419,0.8766233766233766,0.6129032258064516,1,1,12,7,24,65,71,65,42,20,61
00-0035719,D.Samuel,SF,SF,2021,WR,16,4,0.8705,1,1,55.31,6,0.235,1397,77,0.222,0.298,3.41,7.76,65.333,5.44,0.387,0.9523809523809523,0.7248322147651006,0.9328859060402684,0.9798657718120806,0.515527950310559,0.9554140127388535,0.7857142857142857,0.19047619047619047,0.6190476190476191,0.44047619047619047,0.9880952380952381,9,32,11,4,76,8,37,137,65,95,3
00-0036358,C.Lamb,DAL,DAL,2023,WR,17,4,0.8667,1,1,103.52,12,0.277,1751,135,0.273,0.253,2.66,9.9,72.064,0.49,0.63,1,0.9785714285714285,0.9785714285714285,0.9857142857142858,0.6222222222222222,0.8142857142857143,0.3493150684931507,0.3767123287671233,0.8561643835616438,0.9586206896551724,0.5379310344827586,1,4,4,3,50,27,96,92,22,6,68
00-0036963,A.St. Brown,DET,DET,2024,WR,17,4,0.86240000000000006,1,1,96.38,14,0.2423,1354,115,0.281,0.241,3.11,7.96,82.008,0.54,0.634,1,0.9847328244274809,0.9312977099236641,0.9389312977099237,0.6206896551724138,0.7902097902097902,0.6052631578947368,0.17763157894736842,0.9802631578947368,0.9473684210526315,0.506578947368421,1,3,10,9,56,31,61,126,4,9,76
00-0033127,W.Fuller,HOU,HOU,2020,WR,11,4,0.849,1,1,58.2,8,0.1908,879,53,0.375,0.28,3.02,12.15,72.195,0.84,0.733,0.9515151515151515,0.959731543624161,0.7718120805369127,0.9463087248322147,0.8116883116883117,0.9050632911392406,0.5636363636363636,0.6545454545454545,0.7878787878787878,0.9636363636363636,0.7151515151515152,9,7,35,9,28,16,73,58,36,7,48
00-0035676,A.Brown,PHI,PHI,2022,WR,17,4,0.8485,1,1,55.87,12,0.25,1496,88,0.25,0.241,2.71,11.87,61.451,1.98,0.5,0.9530201342281879,0.9727272727272728,0.9181818181818182,0.9545454545454546,0.6071428571428571,0.7986111111111112,0.35570469798657717,0.6510067114093959,0.42953020134228187,0.6778523489932886,0.8859060402684564,8,4,10,6,46,30,97,53,86,41,18
00-0032765,M.Thomas,NO,NO,2018,WR,16,4,0.8443,1,1,84.23,9,0.2736,1405,125,0.233,0.182,2.68,7.93,80.725,0.75,0.622,1,0.8760330578512396,0.9917355371900827,0.9504132231404959,0.4768211920529801,0.5448717948717948,0.4125,0.16875,0.94375,0.9625,0.710691823899371,1,14,2,7,80,72,95,134,10,7,47
00-0027944,J.Jones,ATL,ATL,2019,WR,15,4,0.8275,1,1,65.68,6,0.2324,1394,99,0.278,0.253,2.14,12.58,62.608,0.88,0.6,0.9822485207100592,0.7669172932330827,0.9473684210526315,0.9849624060150376,0.6666666666666666,0.8679245283018868,0.13609467455621302,0.6627218934911243,0.5621301775147929,0.9107142857142857,0.7604790419161677,4,29,8,3,52,22,147,58,75,15,41
00-0030279,K.Allen,LAC,LAC,2017,WR,16,4,0.826,1,1,61.42,6,0.265,1393,102,0.167,0.252,2.69,9.57,63.462,0.11,0.508,0.9933774834437086,0.7456140350877193,0.9649122807017544,0.9736842105263158,0.40425531914893614,0.8943661971830986,0.6225165562913907,0.32450331125827814,0.7218543046357616,0.8410596026490066,0.4503311258278146,2,26,5,4,79,16,58,103,43,25,84
00-0031235,O.Beckham,NYG,NYG,2016,WR,16,4,0.8216,1,1,38.21,10,0.2726,1367,101,0.217,0.172,2.71,11.48,58.795,0.51,0.354,0.896774193548387,0.9245283018867925,0.9811320754716981,0.9622641509433962,0.5306122448979592,0.527027027027027,0.5935483870967742,0.45161290322580644,0.5032258064516129,0.3246753246753247,0.7935483870967742,17,7,3,5,70,71,64,86,78,105,33
00-0036900,J.Chase,CIN,CIN,2021,WR,17,5,0.8649,2,2,65.34,14,0.2098,1455,81,0.4,0.289,2.47,12.45,66.205,3.33,0.432,0.9702380952380952,0.9865771812080537,0.8523489932885906,0.9731543624161074,0.8198757763975155,0.9363057324840764,0.22023809523809523,0.6904761904761905,0.6428571428571429,0.5416666666666666,0.9642857142857143,6,3,23,5,28,11,132,53,61,78,7
00-0036261,B.Aiyuk,SF,SF,2023,WR,16,5,0.861,2,2,81.79,7,0.2178,1342,75,0.5,0.39,2.83,13.94,67.624,1.75,0.667,0.9863013698630136,0.8,0.8785714285714286,0.9428571428571428,0.8962962962962963,1,0.4863013698630137,0.821917808219178,0.7123287671232876,0.9862068965517241,0.8482758620689655,3,26,18,9,7,1,76,27,43,2,23
00-0036322,J.Jefferson,MIN,MIN,2024,WR,17,5,0.8527,2,2,64.19,10,0.258,1533,103,0.231,0.279,3.07,11.62,67.449,0.58,0.439,0.9736842105263158,0.9083969465648855,0.9618320610687023,0.9923664122137404,0.503448275862069,0.9020979020979021,0.5921052631578947,0.6118421052631579,0.6644736842105263,0.5592105263157895,0.5328947368421053,5,11,6,2,73,15,63,60,52,68,72
00-0031381,D.Adams,GB,GB,2020,WR,14,5,0.8415,2,2,77.43,19,0.3124,1374,115,0.5,0.188,3.15,8.6,76.492,0.01,0.571,0.9939393939393939,1,1,1,0.8831168831168831,0.47468354430379744,0.6545454545454545,0.2545454545454545,0.9030303030303031,0.8424242424242424,0.38181818181818183,2,1,1,1,12,84,58,124,17,24,103
00-0036613,J.Waddle,MIA,MIA,2022,WR,17,5,0.8379,2,2,75.96,8,0.1903,1356,75,0.444,0.314,2.95,12.81,64.002,2.55,0.514,1,0.8818181818181818,0.7363636363636363,0.9272727272727272,0.9285714285714286,0.9652777777777778,0.5436241610738255,0.7651006711409396,0.5637583892617449,0.7651006711409396,0.9530201342281879,1,12,30,9,11,6,69,36,66,36,8
00-0030564,D.Hopkins,HOU,HOU,2018,WR,16,5,0.8246,2,2,76.19,11,0.2895,1572,115,0.32,0.245,2.51,11.99,69.788,-0.03,0.5,0.98125,0.9504132231404959,1,0.9917355371900827,0.695364238410596,0.7884615384615384,0.3125,0.65,0.73125,0.6875,0.29559748427672955,4,7,1,2,47,34,111,57,44,44,113
00-0032765,M.Thomas,NO,NO,2017,WR,16,5,0.8215,2,2,62.14,5,0.2694,1245,104,0.312,0.201,2.52,9.28,70.55,0.61,0.477,1,0.7017543859649122,0.9824561403508771,0.9473684210526315,0.7446808510638298,0.6830985915492958,0.46357615894039733,0.2913907284768212,0.8543046357615894,0.7615894039735099,0.7218543046357616,1,35,3,7,36,46,82,108,23,37,43
00-0033040,T.Hill,KC,KC,2019,WR,12,5,0.8197,2,2,50.07,7,0.2055,860,58,0.429,0.202,3.29,11.91,67.923,0.55,0.704,0.9408284023668639,0.9473684210526315,0.8345864661654135,0.8721804511278195,0.8235294117647058,0.5974842767295597,0.8520710059171598,0.5798816568047337,0.7988165680473372,0.9642857142857143,0.6467065868263473,11,8,23,18,22,65,26,72,35,7,60
00-0032765,M.Thomas,NO,NO,2016,WR,15,5,0.8103,2,2,27.32,10,0.185,1137,92,0.421,0.256,2.56,8.29,78.54,0.31,0.481,0.7806451612903226,0.9528301886792453,0.71698113207547165,0.9339622641509434,0.891156462585034,0.9121621621621622,0.43870967741935485,0.2064516129032258,0.9548387096774194,0.6948051948051948,0.7419354838709677,35,6,31,8,17,14,88,124,8,48,41
00-0039075,P.Nacua,LA,LA,2024,WR,11,6,0.8383,2,2,52.35,3,0.2808,990,79,0.214,0.28,3.17,7.59,71.504,1.54,0.5,0.9407894736842105,0.5343511450381679,0.9847328244274809,0.9847328244274809,0.45517241379310347,0.9090909090909091,0.6447368421052632,0.17105263157894737,0.8092105263157895,0.7105263157894737,0.8157894736842105,10,60,3,3,79,14,55,127,30,36,29
00-0036410,T.Higgins,CIN,CIN,2021,WR,14,6,0.8359,2,2,58.08,6,0.2114,1093,74,0.286,0.261,2.36,12.29,67.186,1.91,0.56,0.9583333333333334,0.8389261744966443,0.8590604026845637,0.959731543624161,0.6645962732919255,0.89171974522293,0.1488095238095238,0.6726190476190477,0.6964285714285714,0.8095238095238095,0.9107142857142857,8,24,22,7,53,18,144,56,52,33,16
00-0030564,D.Hopkins,ARI,ARI,2020,WR,16,6,0.8358,2,2,52.76,6,0.2692,1407,115,0.158,0.193,3.11,9.15,70.47,1.65,0.5,0.9212121212121213,0.7516778523489933,0.9932885906040269,0.9798657718120806,0.35714285714285715,0.5126582278481012,0.6242424242424243,0.3333333333333333,0.7454545454545455,0.5818181818181818,0.9151515151515152,14,32,2,4,100,78,63,111,43,60,15
00-0033040,T.Hill,MIA,MIA,2022,WR,17,6,0.8348,2,2,64.06,7,0.2742,1710,119,0.273,0.282,3.25,12.46,68.542,0.09,0.404,0.9798657718120806,0.8090909090909091,0.9818181818181818,0.990909090909091,0.7,0.9027777777777778,0.738255033557047,0.7315436241610739,0.7315436241610739,0.4429530201342282,0.3691275167785235,4,20,3,2,41,15,40,41,41,84,95
00-0039075,P.Nacua,LA,LA,2023,WR,17,6,0.8333,2,2,67.81,6,0.2585,1486,105,0.188,0.238,2.81,9,65.236,2.14,0.488,0.9657534246575342,0.75,0.9428571428571428,0.9642857142857143,0.4222222222222222,0.7428571428571429,0.4657534246575342,0.2808219178082192,0.6095890410958904,0.7310344827586207,0.903448275862069,6,36,9,6,78,37,79,106,58,40,15
00-0033908,C.Kupp,LA,LA,2018,WR,8,6,0.8235,2,2,35.69,6,0.1903,566,40,0.273,0.2,3.61,8.28,75.325,2.06,0.571,0.85625,0.9669421487603306,0.768595041322314,0.8264462809917356,0.5960264900662252,0.6217948717948718,0.925,0.20625,0.875,0.8875,0.9308176100628931,24,5,29,22,60,56,13,128,21,16,12
00-0031381,D.Adams,GB,GB,2019,WR,12,6,0.8187,2,2,49.37,5,0.2759,999,83,0.167,0.156,3.28,10.2,65.852,0.67,0.643,0.9289940828402367,0.7969924812030075,0.9849624060150376,0.9699248120300752,0.38562091503267976,0.36477987421383645,0.8461538461538461,0.3905325443786982,0.7218934911242604,0.9464285714285714,0.6826347305389222,13,28,3,5,85,102,27,104,48,10,54
00-0033857,J.Smith-Schuster,PIT,PIT,2017,WR,14,6,0.7986,2,2,53.24,7,0.158,917,58,0.333,0.266,2.41,9.32,70.96,2.04,0.556,0.9735099337748344,0.8771929824561403,0.5877192982456141,0.868421052631579,0.7659574468085106,0.9436619718309859,0.3576158940397351,0.2980132450331126,0.8609271523178808,0.9006622516556292,0.9536423841059603,5,13,48,16,26,9,98,107,22,15,8
00-0029608,T.Hilton,IND,IND,2016,WR,16,6,0.7891,2,2,60.23,6,0.2504,1450,91,0.125,0.255,2.58,13.54,57.302,-0.9,0.525,0.9741935483870968,0.78301886792452835,0.9433962264150944,0.9811320754716981,0.3197278911564626,0.9054054054054054,0.45161290322580644,0.6774193548387096,0.44516129032258067,0.8571428571428571,0.27741935483870966,5,21,7,3,99,15,86,51,87,23,113
00-0035676,A.Brown,PHI,PHI,2023,WR,17,7,0.8328,2,2,65.87,8,0.262,1456,106,0.222,0.215,2.52,12.14,69.085,1.66,0.564,0.958904109589041,0.8428571428571429,0.95,0.95,0.48148148148148145,0.6714285714285714,0.2534246575342466,0.6506849315068494,0.7808219178082192,0.903448275862069,0.8344827586206897,7,19,8,8,69,47,110,52,33,15,25
00-0033908,C.Kupp,LA,LA,2022,WR,9,7,0.8325,2,2,16.34,8,0.2761,812,75,0.364,0.163,3.16,7.51,75.518,1.2,0.579,0.6375838926174496,1,0.990909090909091,0.9818181818181818,0.8642857142857143,0.3888888888888889,0.697986577181208,0.18791946308724833,0.87248322147651,0.87248322147651,0.7785234899328859,55,1,2,3,19,89,46,122,20,20,34
00-0031588,S.Diggs,BUF,BUF,2020,WR,16,7,0.8304,2,2,84.83,8,0.266,1535,127,0.312,0.217,2.93,10.98,75.505,0.2,0.463,1,0.8590604026845637,0.9865771812080537,0.9932885906040269,0.6883116883116883,0.6455696202531646,0.5272727272727272,0.509090909090909,0.8848484848484849,0.5333333333333333,0.4727272727272727,1,17,3,2,49,57,79,82,20,78,88
00-0027793,A.Brown,TB,TB,2021,WR,7,7,0.8271,2,2,33.95,4,0.2053,545,42,0.333,0.21,3.42,10.72,69.458,0.85,0.611,0.8630952380952381,0.9194630872483222,0.8389261744966443,0.9530201342281879,0.7080745341614907,0.6751592356687898,0.7916666666666666,0.5059523809523809,0.7797619047619048,0.9166666666666666,0.6785714285714286,24,13,25,8,37,52,36,84,38,14,55
00-0039067,R.Rice,KC,KC,2024,WR,4,7,0.8261,2,2,16.47,2,0.2248,288,24,0.5,0.241,4.24,5.06,82.275,2.11,0.6,0.5657894736842105,0.8091603053435115,0.8625954198473282,0.8854961832061069,0.8413793103448276,0.7972027972027972,0.9605263157894737,0.039473684210526314,0.9868421052631579,0.9210526315789473,0.9144736842105263,67,21,19,16,20,29,7,147,3,11,14
00-0033127,W.Fuller,HOU,HOU,2018,WR,7,7,0.8193,2,2,31.37,4,0.1822,503,32,0.4,0.333,3.44,14.42,73.965,0.77,0.571,0.825,0.9008264462809917,0.743801652892562,0.8512396694214877,0.8278145695364238,0.9615384615384616,0.86875,0.85,0.85625,0.8875,0.71698113207547165,29,12,32,19,26,6,22,25,24,17,46
00-0031408,M.Evans,TB,TB,2019,WR,13,7,0.8026,2,2,28.76,9,0.2133,1159,67,0.263,0.269,2.53,15.48,56.658,0.4,0.464,0.8047337278106509,1,0.8872180451127819,0.9774436090225563,0.6405228758169934,0.8805031446540881,0.33136094674556216,0.9467455621301775,0.3136094674556213,0.5892857142857143,0.5568862275449101,34,1,16,4,56,20,114,10,117,70,75
00-0030564,D.Hopkins,HOU,HOU,2017,WR,15,7,0.7941,2,2,36.82,14,0.3152,1378,96,0.368,0.201,2.16,13.61,56.996,-0.14,0.42,0.8940397350993378,1,1,0.9912280701754386,0.8368794326241135,0.676056338028169,0.16556291390728478,0.7549668874172185,0.46357615894039733,0.5629139072847682,0.36423841059602646,17,1,1,2,23,47,127,38,82,67,97
00-0031408,M.Evans,TB,TB,2016,WR,16,7,0.7843,2,2,64.29,12,0.2827,1325,96,0.333,0.177,2.13,15.51,57.152,-0.72,0.519,0.9935483870967742,0.9622641509433962,1,0.9528301886792453,0.7210884353741497,0.5540540540540541,0.1935483870967742,0.8903225806451613,0.432258064516129,0.8376623376623377,0.3741935483870968,2,4,1,6,25,67,126,18,89,26,98
00-0036322,J.Jefferson,MIN,MIN,2023,WR,10,8,0.8313,2,2,42.82,5,0.2398,1074,68,0.091,0.3,2.69,12.48,66.384,0.7,0.4,0.8835616438356164,0.8785714285714286,0.9142857142857143,0.9928571428571429,0.25925925925925924,0.9357142857142857,0.3767123287671233,0.684931506849315,0.6643835616438356,0.47586206896551725,0.6413793103448275,18,13,13,2,97,10,92,47,50,77,53
00-0035640,D.Metcalf,SEA,SEA,2020,WR,16,8,0.8254,2,2,59.35,10,0.2108,1303,83,0.312,0.24,2.68,13.66,62.444,1.75,0.405,0.9575757575757575,0.9328859060402684,0.8523489932885906,0.9530201342281879,0.6883116883116883,0.7531645569620253,0.3696969696969697,0.7878787878787878,0.43636363636363634,0.3878787878787879,0.9272727272727272,8,8,23,8,48,40,105,36,94,102,13
00-0036900,J.Chase,CIN,CIN,2022,WR,12,8,0.8181,2,2,30.3,10,0.2648,1046,87,0.192,0.172,2.86,9.74,66.593,1.53,0.459,0.825503355704698,0.9818181818181818,0.9545454545454546,0.9454545454545454,0.4785714285714286,0.4236111111111111,0.5167785234899329,0.3825503355704698,0.6644295302013423,0.6375838926174496,0.8389261744966443,27,3,6,7,74,84,73,93,51,55,25
00-0036554,N.Collins,HOU,HOU,2024,WR,12,8,0.8181,2,2,42.83,7,0.2205,1006,68,0.385,0.283,2.85,11.49,68.984,0.63,0.552,0.8881578947368421,0.9007633587786259,0.816793893129771,0.9770992366412213,0.7655172413793103,0.9230769230769231,0.47368421052631576,0.5855263157894737,0.7171052631578947,0.875,0.5592105263157895,18,14,25,4,35,12,81,64,44,20,68
00-0033921,C.Godwin,TB,TB,2021,WR,14,8,0.8169,2,2,36.06,6,0.2013,1103,98,0.192,0.213,3.3,7.4,78.884,0.86,0.433,0.875,0.8389261744966443,0.8322147651006712,0.9664429530201343,0.4409937888198758,0.7006369426751592,0.7380952380952381,0.15476190476190477,0.9345238095238095,0.5476190476190477,0.6845238095238095,22,23,26,6,91,48,45,143,12,77,54
00-0030035,A.Thielen,MIN,MIN,2018,WR,16,8,0.8088,2,2,57.17,9,0.2377,1375,113,0.286,0.188,2.83,9.76,74.017,0.68,0.477,0.93125,0.8760330578512396,0.9173553719008265,0.9173553719008265,0.6225165562913907,0.5833333333333334,0.50625,0.3875,0.8625,0.66875,0.6666666666666666,12,15,11,11,56,66,80,99,23,54,54
