receiver_player_id,receiver_player_name,team,posteam,season,player_position,numGames,myRankNum,myRank,qbTier,tier,TE_tier,totalEPA,totalTD,tgt_share,numYards,numRec,conversion,explosive_rate,avg_separation,avg_intended_air_yards,catch_percentage,yac_above_expected,third_down_rate,EPA_rank,td_rank,tgt_rank,YPG_rank,conversion_rank,explosive_rank,sep_rank,intended_air_rank,catch_rank,third_down_rank,yacOE_rank,EPA_rank_num,td_rank_num,tgt_rank_num,YPG_rank_num,conversion_rank_num,explosive_rank_num,sep_rank_num,intended_air_rank_num,catch_rank_num,third_down_rank_num,yacOE_rank_num
00-0030061,Z.Ertz,ARI,ARI,2022,TE,10,17,0.6186,5,5,5,8.38,4,0.1647,410,47,0.235,0.056,3.15,7.62,71.668,-0.39,0.312,0.676923076923077,0.8297872340425532,0.8085106382978723,0.8085106382978723,0.45161290322580644,0.03278688524590164,0.3076923076923077,0.6615384615384615,0.6923076923076923,0.34375,0.23076923076923078,22,7,10,10,35,60,46,23,21,43,51
00-0022943,B.Watson,BAL,BAL,2017,TE,16,17,0.614,5,5,5,11.26,4,0.1349,522,61,0.214,0.125,3.25,5.03,79.876,-0.28,0.467,0.7049180327868853,0.6226415094339622,0.71698113207547165,0.6792452830188679,0.4576271186440678,0.36666666666666664,0.7377049180327869,0.08196721311475409,0.8852459016393442,0.65,0.26229508196721313,19,18,16,18,33,38,17,57,8,22,46
00-0035229,T.Hockenson,MIN,MIN,2024,TE,10,17,0.607,5,5,5,9.46,0,0.161,455,41,0,0.145,3.16,8.5,68.256,0.28,0.5,0.44642857142857145,0,0.7692307692307693,0.8653846153846154,0,0.5925925925925926,0.14285714285714285,0.8571428571428571,0.19642857142857142,0.6481481481481481,0.44642857142857145,32,46,13,8,46,23,49,9,46,20,32
00-0027061,J.Cook,GB,GB,2016,TE,10,17,0.5902,5,5,5,15.42,1,0.1413,377,30,0.1,0.196,2.8,11.23,59.274,-0.74,0.625,0.6333333333333333,0.22916666666666666,0.6666666666666666,0.625,0.08620689655172414,0.75,0.45,0.9166666666666666,0.25,0.85,0.38333333333333336,23,36,17,19,54,15,34,6,46,10,38
00-0033858,J.Smith,TEN,TEN,2019,TE,16,17,0.551,5,5,5,16.13,3,0.088,439,35,0.333,0.273,3.79,5.58,78.385,2.2,0.2,0.7419354838709677,0.37037037037037035,0.37037037037037035,0.5185185185185185,0.6379310344827587,0.9180327868852459,0.7903225806451613,0.20967741935483872,0.8225806451612904,0.14516129032258066,0.9354838709677419,17,31,35,27,19,6,14,50,12,54,5
00-0037838,I.Likely,BAL,BAL,2023,TE,17,18,0.6298,5,5,5,32.19,5,0.0748,411,30,0.286,0.25,4.99,4.22,73.81,1.92,0.333,0.8983050847457628,0.7857142857142857,0.44642857142857145,0.5178571428571429,0.631578947368421,0.9824561403508771,0.9152542372881356,0.11864406779661017,0.6101694915254238,0.21052631578947367,0.864406779661017,7,13,32,28,21,2,6,53,24,43,9
00-0033895,G.Everett,SEA,SEA,2021,TE,15,18,0.6224,5,5,5,10.86,4,0.131,478,48,0.375,0.127,4.73,4.98,76.916,0.19,0.5,0.671875,0.6842105263157895,0.6842105263157895,0.6140350877192983,0.7258064516129032,0.35,0.96875,0.25,0.78125,0.6557377049180327,0.46875,22,18,19,23,17,39,3,49,15,18,35
00-0035689,D.Knox,BUF,BUF,2022,TE,15,18,0.6185,5,5,5,20.46,6,0.1138,517,48,0.455,0.185,3.72,8.94,69.408,0.13,0.333,0.8461538461538461,0.8297872340425532,0.5531914893617021,0.7021276595744681,0.7258064516129032,0.6885245901639344,0.6,0.8615384615384616,0.6461538461538462,0.359375,0.38461538461538464,11,6,22,15,17,20,27,10,24,38,41
00-0027696,J.Graham,GB,GB,2018,TE,16,18,0.6141,5,5,5,13.99,2,0.1284,636,55,0.222,0.157,3.03,9.39,61.318,0.57,0.45,0.6140350877192983,0.24489795918367346,0.7346938775510204,0.7346938775510204,0.42857142857142855,0.47368421052631576,0.38596491228070173,0.7894736842105263,0.19298245614035087,0.6071428571428571,0.543859649122807,23,38,14,14,32,31,36,13,47,23,27
00-0034970,I.Smith,MIN,MIN,2020,TE,13,18,0.6022,5,5,5,28.84,5,0.103,367,30,0.385,0.182,3.1,8.06,74.109,0.36,0.556,0.896551724137931,0.8035714285714286,0.5535714285714286,0.5357142857142857,0.7017543859649122,0.6140350877192983,0.5172413793103449,0.603448275862069,0.7586206896551724,0.7017543859649122,0.43103448275862066,7,12,26,27,18,22,29,24,15,17,34
00-0027675,E.Dickson,CAR,CAR,2017,TE,16,18,0.5931,5,5,5,16.34,1,0.0914,437,30,0.167,0.184,3.24,9.75,68.75,0.79,0.5,0.8032786885245902,0.07547169811320754,0.4528301886792453,0.6037735849056604,0.2711864406779661,0.7333333333333333,0.7213114754098361,0.7704918032786885,0.6721311475409836,0.7,0.819672131147541,13,44,30,22,42,17,18,15,21,17,12
00-0031302,C.Fiedorowicz,HOU,HOU,2016,TE,15,18,0.5864,5,5,5,12.17,4,0.1575,559,54,0.25,0.135,2.33,8,61.511,-0.28,0.364,0.6166666666666667,0.625,0.7291666666666666,0.6041666666666666,0.4827586206896552,0.39285714285714285,0.13333333333333333,0.5333333333333333,0.3,0.25,0.6666666666666666,24,19,14,20,26,35,53,29,43,46,21
00-0035644,N.Fant,SEA,SEA,2024,TE,14,18,0.581,5,5,5,6.51,1,0.1196,500,48,0.2,0.172,4.36,5.37,75.884,1.5,0.438,0.35714285714285715,0.28846153846153844,0.5384615384615384,0.6730769230769231,0.41818181818181815,0.6851851851851852,0.8214285714285714,0.3392857142857143,0.5892857142857143,0.5555555555555556,0.9107142857142857,37,38,25,18,29,18,11,38,24,24,6
00-0027981,K.Rudolph,MIN,MIN,2019,TE,16,18,0.5479,5,5,5,23.5,6,0.0986,369,39,0.417,0.184,2.42,9.64,75.485,0.62,0.562,0.8225806451612904,0.8148148148148148,0.5370370370370371,0.42592592592592593,0.7758620689655172,0.6065573770491803,0.0967741935483871,0.7741935483870968,0.7258064516129032,0.8548387096774194,0.5161290322580645,12,10,26,32,14,25,57,15,18,10,31
00-0034830,H.Hurst,CIN,CIN,2022,TE,13,19,0.6138,5,5,5,20.73,2,0.129,414,52,0.222,0.088,4.05,4.95,77.071,-0.36,0.636,0.8615384615384616,0.44680851063829785,0.7021276595744681,0.6170212765957447,0.3870967741935484,0.09836065573770492,0.7846153846153846,0.16923076923076924,0.8,0.90625,0.24615384615384617,10,26,15,19,39,56,15,55,14,7,50
00-0034270,T.Conklin,MIN,MIN,2021,TE,17,19,0.6104,5,5,5,11.34,3,0.1377,593,61,0.188,0.172,3.5,5.16,70.047,0.26,0.227,0.6875,0.43859649122807015,0.7368421052631579,0.6491228070175439,0.3387096774193548,0.65,0.640625,0.296875,0.625,0.18032786885245902,0.515625,21,33,16,21,42,22,24,46,25,51,32
00-0030549,T.Eifert,CIN,CIN,2018,TE,4,19,0.5994,5,5,5,9.79,1,0.1159,179,15,0.5,0.211,1.89,12.35,75,0.4,0.25,0.49122807017543857,0.5918367346938775,0.6938775510204082,0.8571428571428571,0.7678571428571429,0.6842105263157895,0,0.9649122807017544,0.7719298245614035,0.17857142857142858,0.49122807017543857,30,20,16,8,8,19,58,3,13,45,30
00-0034830,H.Hurst,ATL,ATL,2020,TE,16,19,0.5952,5,5,5,14.65,6,0.1326,571,56,0.25,0.124,3.43,7.1,67.565,-0.41,0.294,0.6551724137931034,0.75,0.7321428571428571,0.7142857142857143,0.3333333333333333,0.38596491228070173,0.6379310344827587,0.3620689655172414,0.5344827586206896,0.12280701754385964,0.1724137931034483,21,13,16,17,37,36,22,38,28,51,49
00-0039066,M.Mayer,LV,LV,2023,TE,14,19,0.5906,5,5,5,17.78,2,0.0835,306,27,0.25,0.171,3.65,4.94,75.833,1.2,0.588,0.7796610169491526,0.5,0.5,0.48214285714285715,0.45614035087719296,0.6491228070175439,0.6101694915254238,0.23728813559322035,0.7457627118644068,0.8947368421052632,0.8135593220338984,14,28,29,30,28,21,24,46,16,7,12
00-0029697,C.Fleener,NO,NO,2017,TE,11,19,0.5826,5,5,5,18.24,2,0.0783,295,22,0.5,0.267,2.59,9.06,91.667,0.62,0.714,0.8852459016393442,0.4716981132075472,0.37735849056603776,0.5471698113207547,0.847457627118644,0.9333333333333333,0.26229508196721313,0.6721311475409836,0.9836065573770492,0.9833333333333333,0.639344262295082,8,29,34,25,6,5,46,21,2,2,23
00-0030470,V.McDonald,SF,SF,2016,TE,11,19,0.5745,5,5,5,16.49,4,0.121,391,24,0.333,0.178,2.5,10.93,47.778,1.59,0.25,0.6833333333333333,0.75,0.5416666666666666,0.5208333333333334,0.6379310344827587,0.6607142857142857,0.25,0.8833333333333333,0.1,0.06666666666666667,0.9833333333333333,20,13,23,24,17,20,46,8,55,57,2
00-0034829,M.Gesicki,CIN,CIN,2024,TE,17,19,0.5648,5,5,5,33.77,2,0.1184,665,65,0.1,0.145,3,7.98,79.411,-0.45,0.5,0.8928571428571429,0.34615384615384615,0.5192307692307693,0.7307692307692307,0.21818181818181817,0.5740740740740741,0.125,0.8214285714285714,0.6964285714285714,0.6481481481481481,0.16071428571428573,7,31,26,15,44,24,50,11,18,17,48
00-0034364,J.Akins,HOU,HOU,2019,TE,16,19,0.5455,5,5,5,13.21,2,0.0945,418,36,0.167,0.182,3.73,7.97,56.266,1.81,0.455,0.6935483870967742,0.18518518518518517,0.4444444444444444,0.48148148148148145,0.25862068965517243,0.5901639344262295,0.7419354838709677,0.5483870967741935,0.1935483870967742,0.5645161290322581,0.8870967741935484,20,40,31,29,42,26,17,29,51,28,8
00-0027061,J.Cook,LAC,LAC,2021,TE,16,20,0.6069,5,5,5,6.28,6,0.1248,568,48,0.267,0.176,2.6,8.86,55.266,0.81,0.407,0.515625,0.8070175438596491,0.6491228070175439,0.7017543859649122,0.532258064516129,0.6833333333333333,0.09375,0.75,0.125,0.5081967213114754,0.71875,32,12,21,18,30,19,59,17,57,31,19
00-0034766,C.Herndon,NYJ,NYJ,2018,TE,16,20,0.5928,5,5,5,13.95,4,0.1,502,39,0.375,0.286,3.52,9.22,66.667,1.16,0.25,0.5964912280701754,0.5918367346938775,0.5510204081632653,0.6122448979591837,0.6607142857142857,0.8947368421052632,0.7543859649122807,0.7719298245614035,0.49122807017543857,0.17857142857142858,0.7543859649122807,24,18,23,20,20,6,15,14,29,46,15
00-0033881,E.Engram,NYG,NYG,2020,TE,16,20,0.5854,5,5,5,-21.59,1,0.1916,654,63,0.077,0.101,2.98,7.07,57.654,0.92,0.303,0,0.05357142857142857,0.9285714285714286,0.8214285714285714,0.07017543859649122,0.2631578947368421,0.41379310344827586,0.3448275862068966,0.1724137931034483,0.15789473684210525,0.8103448275862069,59,54,5,11,54,43,35,39,49,49,12
00-0034270,T.Conklin,NYJ,NYJ,2022,TE,17,20,0.581,5,5,5,2.42,3,0.13,552,58,0.75,0.126,4.12,6.77,66.821,0.24,0.424,0.4,0.5106382978723404,0.723404255319149,0.6595744680851063,0.9193548387096774,0.36065573770491804,0.8,0.49230769230769234,0.5538461538461539,0.59375,0.49230769230769234,40,23,14,17,5,40,14,34,30,27,34
00-0033090,H.Henry,NE,NE,2023,TE,14,20,0.5803,5,5,5,18.47,6,0.1208,419,42,0.833,0.082,2.18,8.35,70.293,-0.11,0.562,0.8135593220338984,0.9464285714285714,0.6428571428571429,0.6428571428571429,0.9824561403508771,0.10526315789473684,0.01694915254237288,0.8813559322033898,0.4745762711864407,0.8070175438596491,0.2711864406779661,12,4,21,21,2,52,59,8,32,12,44
00-0032392,A.Hooper,ATL,ATL,2017,TE,16,20,0.579,5,5,5,3.77,3,0.118,526,49,0.222,0.123,3.74,6.32,70.157,0.03,0.4,0.47540983606557374,0.49056603773584906,0.6415094339622641,0.71698113207547165,0.4745762711864407,0.35,0.8688524590163934,0.26229508196721313,0.7704918032786885,0.5166666666666667,0.4262295081967213,33,28,20,16,32,40,9,46,15,30,36
00-0026281,G.Barnidge,CLE,CLE,2016,TE,16,20,0.5727,5,5,5,29.42,2,0.1307,614,55,0.333,0.108,2.81,7.72,71.512,-0.78,0.429,0.85,0.3125,0.6041666666666666,0.6458333333333334,0.6379310344827587,0.26785714285714285,0.48333333333333334,0.48333333333333334,0.7333333333333333,0.38333333333333336,0.36666666666666664,10,29,20,18,16,42,32,32,17,38,39
00-0034159,W.Dissly,LAC,LAC,2024,TE,15,20,0.5635,5,5,5,15.46,2,0.1325,481,50,0.125,0.188,2.94,5.34,71.952,0.72,0.333,0.625,0.5,0.6346153846153846,0.5769230769230769,0.2909090909090909,0.7962962962962963,0.08928571428571429,0.30357142857142855,0.39285714285714285,0.2222222222222222,0.6428571428571429,22,27,20,23,39,12,52,40,35,42,21
00-0033387,J.Hollister,SEA,SEA,2019,TE,11,20,0.5427,5,5,5,-3.58,4,0.1494,349,41,0.25,0.119,3.26,6.03,69.388,0.12,0.273,0.08064516129032258,0.7962962962962963,0.8703703703703703,0.6666666666666666,0.41379310344827586,0.22950819672131148,0.5806451612903226,0.27419354838709675,0.5645161290322581,0.2903225806451613,0.3870967741935484,58,12,8,19,31,48,27,46,28,45,39
00-0033885,D.Njoku,CLE,CLE,2021,TE,16,21,0.5902,6,6,6,21.51,4,0.0987,475,36,0.333,0.17,2.57,10.95,69.585,2.83,0.333,0.84375,0.631578947368421,0.49122807017543857,0.5614035087719298,0.5967741935483871,0.6333333333333333,0.078125,0.953125,0.59375,0.2459016393442623,1,11,20,30,26,22,23,60,4,27,42,1
00-0031387,E.Ebron,PIT,PIT,2020,TE,15,21,0.584,6,6,6,2.63,5,0.1463,560,56,0.25,0.141,3.08,7.19,62.437,0.14,0.345,0.27586206896551724,0.7142857142857143,0.7857142857142857,0.7678571428571429,0.3333333333333333,0.45614035087719296,0.5,0.4482758620689655,0.27586206896551724,0.2807017543859649,0.3620689655172414,43,17,13,14,36,32,30,33,43,42,38
00-0039144,L.Musgrave,GB,GB,2023,TE,11,21,0.5783,6,6,6,12.03,1,0.1162,352,34,0.167,0.152,4.21,5.16,76.259,-0.19,0.5,0.6271186440677966,0.3392857142857143,0.5892857142857143,0.6964285714285714,0.24561403508771928,0.5263157894736842,0.8813559322033898,0.2711864406779661,0.7627118644067796,0.6140350877192983,0.2542372881355932,23,37,24,18,41,28,8,44,15,19,45
00-0035644,N.Fant,SEA,SEA,2022,TE,17,21,0.5765,6,6,6,19.09,4,0.1016,486,50,0.444,0.19,3.66,6.64,78.624,0.67,0.231,0.8307692307692308,0.5957446808510638,0.48936170212765956,0.5531914893617021,0.7096774193548387,0.7377049180327869,0.5846153846153846,0.47692307692307695,0.8461538461538461,0.234375,0.7230769230769231,12,19,25,22,19,17,28,35,11,50,19
00-0027696,J.Graham,SEA,SEA,2017,TE,16,21,0.5724,6,6,6,0.73,10,0.1636,522,57,0.357,0.102,2.44,7.78,60.415,0.66,0.25,0.26229508196721313,1,0.8113207547169812,0.6792452830188679,0.7457627118644068,0.21666666666666667,0.14754098360655737,0.4918032786885246,0.39344262295081966,0.23333333333333334,0.6721311475409836,46,1,11,17,16,48,53,32,38,47,21
00-0032135,J.James,PIT,PIT,2018,TE,16,21,0.5648,6,6,6,22.46,2,0.0559,423,30,0.167,0.2,3.54,8.87,77.143,1.68,1,0.8245614035087719,0.24489795918367346,0.12244897959183673,0.5510204081632653,0.30357142857142855,0.6491228070175439,0.7719298245614035,0.7192982456140351,0.8070175438596491,0.9642857142857143,0.8947368421052632,11,35,44,23,37,21,14,17,12,3,7
00-0030181,J.Doyle,IND,IND,2016,TE,16,21,0.5635,6,6,6,16.15,5,0.1196,584,59,0.308,0.173,3.39,6.26,74.873,-0.5,0.438,0.65,0.7083333333333334,0.5,0.5625,0.6206896551724138,0.625,0.8333333333333334,0.21666666666666667,0.85,0.43333333333333335,0.48333333333333334,22,15,25,22,23,22,11,48,10,35,32
00-0033881,E.Engram,JAX,JAX,2024,TE,9,21,0.5596,6,6,6,-0.88,1,0.2351,367,47,0.143,0.075,3.87,5.14,77.146,-0.57,0.467,0.08928571428571429,0.3269230769230769,0.9807692307692307,0.7692307692307693,0.34545454545454546,0.1111111111111111,0.5892857142857143,0.2857142857142857,0.6428571428571429,0.5925925925925926,0.10714285714285714,52,36,2,13,37,49,24,41,21,23,51
00-0033895,G.Everett,LA,LA,2019,TE,12,21,0.5424,6,6,6,5.87,2,0.1147,408,37,0.25,0.15,2.93,8.91,55.745,1.16,0.167,0.46774193548387094,0.3333333333333333,0.5740740740740741,0.7222222222222222,0.41379310344827586,0.4262295081967213,0.3548387096774194,0.6774193548387096,0.16129032258064516,0.0967741935483871,0.7580645161290323,34,37,24,16,30,36,41,21,53,56,16
00-0034364,J.Akins,HOU,HOU,2020,TE,13,22,0.582,6,6,6,16.16,1,0.1021,403,37,0.125,0.184,4.07,7.13,78.435,0.56,0.4,0.7068965517241379,0.16071428571428573,0.5357142857142857,0.6428571428571429,0.12280701754385964,0.6491228070175439,0.8793103448275862,0.39655172413793105,0.8275862068965517,0.3508771929824561,0.5689655172413793,18,48,27,21,50,21,8,36,11,34,26
00-0033110,T.Higbee,LA,LA,2021,TE,15,22,0.575,6,6,6,4.09,7,0.1478,560,61,0.25,0.118,3.08,5.53,69.981,-1.43,0.524,0.4375,0.8771929824561403,0.7719298245614035,0.7368421052631579,0.4838709677419355,0.25,0.28125,0.40625,0.609375,0.8032786885245902,0.09375,37,8,14,16,32,46,47,39,26,13,59
00-0035329,D.Parham,LAC,LAC,2023,TE,14,22,0.5644,6,6,6,18.29,4,0.0727,285,27,0.4,0.171,3.4,7.02,76.667,1.81,0.538,0.7966101694915254,0.75,0.42857142857142855,0.42857142857142855,0.8245614035087719,0.6491228070175439,0.4406779661016949,0.6610169491525424,0.7796610169491526,0.7543859649122807,0.847457627118644,13,14,33,33,11,19,34,21,14,15,10
00-0034981,F.Moreau,LV,LV,2022,TE,15,22,0.5637,6,6,6,8.42,2,0.0971,420,33,0.4,0.222,3.2,8.18,54.127,0.95,0.5,0.6923076923076923,0.40425531914893614,0.44680851063829785,0.5319148936170213,0.6774193548387096,0.8524590163934426,0.35384615384615387,0.7692307692307693,0.13846153846153847,0.75,0.8461538461538461,21,29,27,23,21,10,43,16,57,16,11
00-0036970,K.Pitts,ATL,ATL,2024,TE,17,22,0.5594,6,6,6,6.94,4,0.1256,602,47,0.154,0.122,3.46,10.03,63.569,2.52,0.13,0.375,0.6923076923076923,0.6153846153846154,0.6538461538461539,0.36363636363636365,0.3888888888888889,0.375,0.9464285714285714,0.125,0.09259259259259259,1,36,17,21,19,36,34,36,4,50,50,1
00-0032134,C.Uzomah,CIN,CIN,2018,TE,16,22,0.5414,6,6,6,16.92,3,0.1103,439,43,0.5,0.141,2.31,8.49,63.748,0.78,0.273,0.6666666666666666,0.40816326530612246,0.6530612244897959,0.5918367346938775,0.7678571428571429,0.3333333333333333,0.05263157894736842,0.631578947368421,0.2807017543859649,0.25,0.631578947368421,20,29,18,21,10,39,55,22,42,43,22
00-0032214,T.Kroft,CIN,CIN,2017,TE,16,22,0.5406,6,6,6,17.17,7,0.1129,404,42,0.583,0.145,2.58,8.87,61.208,-0.45,0.316,0.8360655737704918,0.9056603773584906,0.6226415094339622,0.5094339622641509,0.9830508474576272,0.5333333333333333,0.2459016393442623,0.6229508196721312,0.4262295081967213,0.35,0.16393442622950818,11,6,21,27,2,29,47,24,36,40,52
00-0034829,M.Gesicki,MIA,MIA,2019,TE,16,22,0.5395,6,6,6,0.86,5,0.132,570,51,0.364,0.135,2.69,10.71,53.466,0.02,0.333,0.24193548387096775,0.6666666666666666,0.7222222222222222,0.7777777777777778,0.7241379310344828,0.3114754098360656,0.20967741935483872,0.9032258064516129,0.11290322580645161,0.3709677419354839,0.3548387096774194,48,19,16,13,17,43,50,7,56,40,41
00-0029689,D.Allen,IND,IND,2016,TE,14,22,0.5343,6,6,6,25.09,6,0.0972,408,35,0.4,0.189,2.84,9.33,75.462,-0.74,0.583,0.8166666666666667,0.8541666666666666,0.375,0.4583333333333333,0.7931034482758621,0.7142857142857143,0.5333333333333333,0.7166666666666667,0.8666666666666667,0.7666666666666667,0.4,12,8,31,27,13,17,29,18,9,15,37
00-0031384,R.Rodgers,PHI,PHI,2020,TE,12,23,0.5745,6,6,6,21.61,2,0.0542,345,24,0.25,0.375,3.68,9.65,68.333,0.61,1,0.7758620689655172,0.39285714285714285,0.19642857142857142,0.5714285714285714,0.3333333333333333,1,0.7241379310344828,0.8448275862068966,0.5517241379310345,0.9824561403508771,0.603448275862069,14,35,46,25,39,1,17,10,27,2,24
00-0031260,L.Thomas,WAS,WAS,2021,TE,6,23,0.5719,6,6,6,4.57,3,0.1282,196,18,0.6,0.12,3.12,11.19,60.476,0.61,0.4,0.453125,0.8947368421052632,0.6666666666666666,0.631578947368421,0.9354838709677419,0.26666666666666666,0.34375,0.96875,0.328125,0.45901639344262296,0.640625,36,7,20,22,5,43,43,3,44,34,24
00-0036556,B.Jordan,HOU,HOU,2023,TE,13,23,0.5596,6,6,6,17.5,2,0.0401,219,17,1,0.238,5.02,6.02,60,3.16,1,0.7457627118644068,0.5357142857142857,0.14285714285714285,0.375,1,0.9649122807017544,0.9322033898305084,0.4745762711864407,0.15254237288135594,1,0.9661016949152542,16,27,49,36,1,3,5,32,47,1,3
00-0032392,A.Hooper,TEN,TEN,2022,TE,17,23,0.5487,6,6,6,26.15,2,0.1188,444,41,0.286,0.2,2.4,7.73,56.071,-0.1,0.524,0.9384615384615385,0.2553191489361702,0.5957446808510638,0.48936170212765956,0.5,0.7540983606557377,0.06153846153846154,0.676923076923077,0.16923076923076924,0.859375,0.3076923076923077,5,32,20,25,28,16,62,22,55,10,46
00-0030181,J.Doyle,IND,IND,2019,TE,16,23,0.5392,6,6,6,2.51,5,0.1342,448,43,0.267,0.137,3.44,8.39,53.943,-0.33,0.615,0.3064516129032258,0.6666666666666666,0.7592592592592593,0.5555555555555556,0.5344827586206896,0.36065573770491804,0.6774193548387096,0.5967741935483871,0.12903225806451613,0.9032258064516129,0.1774193548387097,44,18,14,25,28,40,21,26,55,7,52
00-0036040,J.Johnson,NO,NO,2024,TE,17,23,0.5362,6,6,6,16.87,3,0.1151,548,50,0.375,0.25,3.45,7.4,74.7,0.16,0.438,0.6607142857142857,0.5576923076923077,0.4807692307692308,0.5961538461538461,0.7090909090909091,0.9074074074074074,0.3392857142857143,0.7678571428571429,0.5178571428571429,0.5555555555555556,0.3392857142857143,20,21,28,22,17,6,38,14,28,25,38
00-0024243,M.Lewis,JAX,JAX,2017,TE,16,23,0.5271,6,6,6,10.73,5,0.0883,320,24,0.364,0.184,3.77,8.87,60,0.77,0.333,0.6885245901639344,0.71698113207547165,0.4339622641509434,0.33962264150943394,0.7627118644067796,0.7333333333333333,0.8852459016393442,0.6065573770491803,0.3442622950819672,0.4,0.8032786885245902,20,15,31,36,15,16,8,25,40,36,13
00-0032141,G.Swaim,DAL,DAL,2018,TE,9,23,0.5245,6,6,6,5.7,1,0.1056,242,26,0.25,0.125,3.7,5.75,70.476,1.19,0.286,0.40350877192982454,0.22448979591836735,0.5918367346938775,0.5714285714285714,0.4642857142857143,0.22807017543859648,0.8596491228070176,0.22807017543859648,0.6666666666666666,0.2857142857142857,0.7894736842105263,35,39,21,22,30,44,9,45,20,40,13
00-0024221,V.Davis,WAS,WAS,2016,TE,16,23,0.5172,6,6,6,11.45,3,0.0938,581,44,0.143,0.254,3.23,8.32,81.969,-0.54,0.571,0.5833333333333334,0.5,0.3333333333333333,0.5416666666666666,0.1724137931034483,0.8928571428571429,0.7833333333333333,0.55,0.9166666666666666,0.7333333333333333,0.45,26,23,33,23,47,7,14,28,6,16,34
00-0036423,A.Okwuegbunam,DEN,DEN,2020,TE,4,24,0.5729,6,6,6,7.52,1,0.0938,121,11,0.25,0.2,3.11,9.57,66.667,2.77,0.667,0.41379310344827586,0.5,0.44642857142857145,0.6071428571428571,0.3333333333333333,0.6842105263157895,0.5344827586206896,0.8275862068965517,0.4482758620689655,0.8421052631578947,0.9482758620689655,35,28,32,23,38,19,28,11,31,8,4
00-0033757,R.Tonyan,GB,GB,2021,TE,8,24,0.5635,6,6,6,10.81,2,0.1036,204,18,0.167,0.207,3.22,9.7,54.286,0.33,0.556,0.65625,0.631578947368421,0.5087719298245614,0.5263157894736842,0.3064516129032258,0.8666666666666667,0.421875,0.859375,0.109375,0.8360655737704918,0.546875,23,22,29,28,44,9,38,10,58,11,30
00-0034798,D.Smythe,MIA,MIA,2023,TE,16,24,0.5549,6,6,6,21.99,0,0.0772,366,35,0,0.209,3.56,7.34,71.429,0.78,0.4,0.847457627118644,0,0.48214285714285715,0.5,0,0.9298245614035088,0.5254237288135594,0.7288135593220338,0.5084745762711864,0.3684210526315789,0.6949152542372882,10,47,30,29,50,5,29,17,30,36,19
00-0033090,H.Henry,NE,NE,2022,TE,17,24,0.5444,6,6,6,13.66,2,0.1012,509,41,0,0.186,3.82,7.11,67.955,0.41,0.25,0.8,0.2553191489361702,0.46808510638297873,0.574468085106383,0,0.7049180327868853,0.6461538461538462,0.5384615384615384,0.6,0.25,0.5846153846153846,14,33,26,21,53,19,24,31,27,48,28
00-0024389,De.Walker,TEN,TEN,2019,TE,7,24,0.5364,6,6,6,4.26,2,0.1325,215,21,0.4,0.161,3.19,8.23,69.444,-0.22,0.273,0.4032258064516129,0.6296296296296297,0.7407407407407407,0.6296296296296297,0.7586206896551724,0.5245901639344263,0.5161290322580645,0.5806451612903226,0.5806451612903226,0.2903225806451613,0.22580645161290322,38,21,15,21,15,30,31,27,27,44,49
00-0032135,J.James,PIT,PIT,2017,TE,16,24,0.5254,6,6,6,11.94,3,0.1026,372,43,0.25,0.127,2.98,6.89,67.012,-0.14,0.529,0.7377049180327869,0.49056603773584906,0.5660377358490566,0.4339622641509434,0.4915254237288136,0.43333333333333335,0.6229508196721312,0.3442622950819672,0.6229508196721312,0.7833333333333333,0.3442622950819672,17,25,24,31,26,35,24,41,24,14,41
00-0036637,N.Gray,KC,KC,2024,TE,17,24,0.5205,6,6,6,23.18,5,0.0764,437,40,0.4,0.163,3.72,6.17,69.66,0.24,0.8,0.7678571428571429,0.7884615384615384,0.3269230769230769,0.4230769230769231,0.8,0.6296296296296297,0.5178571428571429,0.5178571428571429,0.25,0.9814814814814815,0.4107142857142857,14,11,36,31,10,21,28,28,43,2,34
00-0027714,D.Pitta,BAL,BAL,2016,TE,16,24,0.5162,6,6,6,-16.21,2,0.1707,729,86,0.154,0.074,2.83,6.09,70.848,-0.56,0.381,0,0.3125,0.8125,0.75,0.2413793103448276,0.05357142857142857,0.5166666666666667,0.2,0.6833333333333333,0.3,0.43333333333333335,61,34,10,13,45,54,30,49,20,43,35
00-0024221,V.Davis,WAS,WAS,2018,TE,14,24,0.475,6,6,6,18.98,2,0.0747,369,25,0,0.243,2.38,10.28,71.429,0.31,0.417,0.7192982456140351,0.3673469387755102,0.3469387755102041,0.5306122448979592,0,0.8070175438596491,0.07017543859649122,0.8947368421052632,0.7192982456140351,0.5357142857142857,0.43859649122807015,17,32,33,24,44,12,54,7,17,27,33
00-0036423,A.Okwuegbunam,DEN,DEN,2021,TE,14,25,0.5577,7,7,7,13.6,2,0.0883,330,33,0.4,0.15,3.67,1.51,90,1.74,0.3,0.734375,0.3508771929824561,0.45614035087719296,0.5087719298245614,0.7741935483870968,0.5666666666666667,0.703125,0.015625,0.96875,0.21311475409836064,0.953125,18,36,32,29,15,27,20,64,3,49,4
