receiver_player_id,receiver_player_name,team,posteam,season,player_position,numGames,myRankNum,myRank,qbTier,tier,TE_tier,totalEPA,totalTD,tgt_share,numYards,numRec,conversion,explosive_rate,avg_separation,avg_intended_air_yards,catch_percentage,yac_above_expected,third_down_rate,EPA_rank,td_rank,tgt_rank,YPG_rank,conversion_rank,explosive_rank,sep_rank,intended_air_rank,catch_rank,third_down_rank,yacOE_rank,EPA_rank_num,td_rank_num,tgt_rank_num,YPG_rank_num,conversion_rank_num,explosive_rank_num,sep_rank_num,intended_air_rank_num,catch_rank_num,third_down_rank_num,yacOE_rank_num
00-0031609,A.Derby,DEN,DEN,2016,TE,6,32,0.4041,8,8,8,3.82,0,0.0803,160,16,0,0.1,3.64,7.67,83.333,0.14,0.5,0.31666666666666665,0,0.2708333333333333,0.4166666666666667,0,0.17857142857142858,0.8833333333333333,0.4666666666666667,0.95,0.5,0.8166666666666667,42,48,36,29,55,47,8,33,4,24,12
00-0036876,K.Granson,IND,IND,2022,TE,13,32,0.3863,8,8,8,-0.72,1,0.0758,302,31,0,0.225,3.59,6.12,54.762,-0.74,0.364,0.27692307692307694,0.2127659574468085,0.3829787234042553,0.46808510638297873,0,0.8688524590163934,0.5538461538461539,0.36923076923076925,0.15384615384615385,0.5,0.13846153846153847,48,38,30,26,54,9,30,42,56,33,57
00-0035644,N.Fant,SEA,SEA,2023,TE,17,33,0.4739,8,8,8,11.72,0,0.0703,414,32,0,0.209,4.08,6.48,74.444,-0.1,0.273,0.6101694915254238,0,0.4107142857142857,0.5357142857142857,0,0.9298245614035088,0.864406779661017,0.5084745762711864,0.6949152542372882,0.12280701754385964,0.288135593220339,24,48,34,27,49,4,9,30,19,50,43
00-0034830,H.Hurst,BAL,BAL,2019,TE,16,33,0.4563,8,8,8,24.19,2,0.0835,349,30,0.143,0.154,2.61,14.94,53.333,0.71,0.5,0.8387096774193549,0.18518518518518517,0.35185185185185186,0.37037037037037035,0.20689655172413793,0.47540983606557374,0.1774193548387097,1,0.0967741935483871,0.6612903225806451,0.5806451612903226,11,39,36,35,47,33,52,1,57,22,27
00-0028067,J.Thomas,MIA,MIA,2017,TE,14,33,0.4406,8,8,8,-4.36,3,0.1125,388,41,0.273,0.129,2.88,8.18,64.077,-0.6,0.25,0.14754098360655737,0.5660377358490566,0.6037735849056604,0.6226415094339622,0.6440677966101694,0.4666666666666667,0.47540983606557374,0.5573770491803278,0.5245901639344263,0.23333333333333334,0.11475409836065574,53,24,22,21,21,33,33,28,30,46,55
00-0035689,D.Knox,BUF,BUF,2020,TE,12,33,0.4338,8,8,8,-0.17,3,0.0887,288,24,0.3,0.182,3.86,7.73,52.922,0.7,0.25,0.1896551724137931,0.5,0.42857142857142855,0.42857142857142855,0.5087719298245614,0.6140350877192983,0.7931034482758621,0.5517241379310345,0.08620689655172414,0.05263157894736842,0.7068965517241379,48,29,33,33,29,23,13,27,54,55,18
00-0039847,T.Johnson,NYG,NYG,2024,TE,12,33,0.4315,8,8,8,4.54,1,0.0945,331,29,0,0.186,4.35,6.35,73.333,0.66,0.222,0.25,0.3076923076923077,0.4423076923076923,0.4423076923076923,0,0.7592592592592593,0.7678571428571429,0.5535714285714286,0.44642857142857145,0.12962962962962962,0.5892857142857143,43,37,30,30,48,14,14,26,32,48,24
00-0034798,D.Smythe,MIA,MIA,2021,TE,17,33,0.4117,8,8,8,14.97,0,0.0625,357,34,0,0.268,3.67,6.14,87.778,-1.56,0.5,0.75,0,0.17543859649122806,0.45614035087719296,0,0.9833333333333333,0.71875,0.46875,0.953125,0.6557377049180327,0.0625,17,51,48,32,54,2,19,35,4,14,61
00-0033858,J.Smith,TEN,TEN,2018,TE,13,33,0.4,8,8,8,6.42,3,0.0739,258,20,0.4,0.133,5.34,5.51,75,0.22,0.333,0.43859649122807015,0.5306122448979592,0.32653061224489793,0.3673469387755102,0.6964285714285714,0.2631578947368421,0.9824561403508771,0.21052631578947367,0.7719298245614035,0.3392857142857143,0.38596491228070173,33,23,34,32,18,43,2,46,14,37,36
00-0032134,C.Uzomah,NYJ,NYJ,2022,TE,15,33,0.3733,8,8,8,11.25,2,0.0458,232,21,1,0.148,3.36,8.49,42.857,-0.51,0.5,0.7846153846153846,0.40425531914893614,0.1702127659574468,0.3191489361702128,0.9516129032258065,0.4918032786885246,0.4,0.8,0.03076923076923077,0.75,0.18461538461538463,15,28,40,33,1,32,40,14,64,17,54
00-0030108,R.Griffin,HOU,HOU,2016,TE,16,33,0.3718,8,8,8,-0.33,2,0.1209,442,50,0.25,0.095,3.09,7.63,64.757,-1.18,0.353,0.15,0.3125,0.5208333333333334,0.4375,0.4827586206896552,0.14285714285714285,0.7,0.43333333333333335,0.4166666666666667,0.23333333333333334,0.16666666666666666,52,32,24,28,27,49,19,35,36,47,51
00-0036637,N.Gray,KC,KC,2023,TE,17,34,0.4399,8,8,8,5.18,2,0.062,298,28,0.333,0.171,3.37,6.66,50,2.83,0.333,0.3389830508474576,0.39285714285714285,0.3392857142857143,0.4107142857142857,0.7192982456140351,0.6491228070175439,0.423728813559322,0.559322033898305,0.03389830508474576,0.21052631578947367,0.9491525423728814,40,34,38,34,16,20,35,27,57,46,4
00-0035689,D.Knox,BUF,BUF,2019,TE,15,34,0.4398,8,8,8,7.83,2,0.0978,388,28,0.167,0.24,2.76,8.69,50.667,-0.19,0.286,0.5,0.3148148148148148,0.5,0.46296296296296297,0.25862068965517243,0.8360655737704918,0.27419354838709675,0.6451612903225806,0.08064516129032258,0.3225806451612903,0.24193548387096775,32,38,28,30,43,11,46,23,58,43,48
00-0037809,C.Okonkwo,TEN,TEN,2024,TE,17,34,0.4291,8,8,8,-7.34,3,0.122,485,52,0.167,0.099,3.89,6.61,66.255,0.41,0.368,0.03571428571428571,0.5576923076923077,0.5576923076923077,0.5192307692307693,0.38181818181818183,0.25925925925925924,0.6071428571428571,0.6071428571428571,0.14285714285714285,0.35185185185185186,0.4642857142857143,55,24,24,26,34,41,23,23,49,36,31
00-0029738,D.Fells,HOU,HOU,2020,TE,16,34,0.4193,8,8,8,22.77,4,0.0468,312,21,0.5,0.321,4.34,7.31,85.714,0.69,0,0.8103448275862069,0.5,0.10714285714285714,0.3392857142857143,0.8245614035087719,0.9649122807017544,0.9137931034482759,0.5,0.9482758620689655,0,0.6724137931034483,12,26,51,38,8,3,6,30,4,58,20
00-0027873,J.Gresham,ARI,ARI,2017,TE,14,34,0.4171,8,8,8,1.15,2,0.0813,322,33,0.182,0.152,2.73,5.96,66.241,0.7,0.333,0.2786885245901639,0.39622641509433965,0.39622641509433965,0.41509433962264153,0.3559322033898305,0.5666666666666667,0.3442622950819672,0.18032786885245902,0.5737704918032787,0.4,0.7377049180327869,45,32,33,32,39,27,41,51,27,35,17
00-0033455,A.Firkser,TEN,TEN,2021,TE,15,34,0.4038,8,8,8,10.05,2,0.0841,291,34,0.333,0.07,2.94,5.87,70.476,0.1,0.4,0.640625,0.3333333333333333,0.42105263157894735,0.38596491228070173,0.5967741935483871,0.03333333333333333,0.234375,0.453125,0.640625,0.45901639344262296,0.359375,24,39,34,36,23,59,50,36,24,33,42
00-0034365,I.Thomas,CAR,CAR,2018,TE,15,34,0.3925,8,8,8,-1.02,2,0.0824,333,36,0.286,0.143,3.51,7.29,73.817,0.1,0.417,0.22807017543859648,0.32653061224489793,0.40816326530612246,0.4489795918367347,0.5357142857142857,0.3508771929824561,0.7368421052631579,0.43859649122807015,0.7543859649122807,0.5357142857142857,0.3157894736842105,45,33,30,28,27,38,16,33,15,26,40
00-0030422,D.Sims,MIA,MIA,2016,TE,14,34,0.3711,8,8,8,11.38,4,0.078,256,26,0.571,0.2,1.95,5.96,100,-0.53,0.455,0.55,0.6666666666666666,0.25,0.22916666666666666,0.9482758620689655,0.7678571428571429,0.1,0.16666666666666666,0.9666666666666667,0.45,0.4666666666666667,28,17,37,38,4,13,55,51,2,32,33
00-0031585,M.Pruitt,ATL,ATL,2022,TE,13,34,0.36,8,8,8,8.15,4,0.0609,150,16,0.5,0.143,3.45,8.5,60,-1.23,0.4,0.6615384615384615,0.7446808510638298,0.2978723404255319,0.23404255319148937,0.7580645161290323,0.4426229508196721,0.47692307692307695,0.8153846153846154,0.2153846153846154,0.53125,0.046153846153846156,23,13,34,37,10,34,35,13,48,31,63
00-0031598,N.Boyle,BAL,BAL,2019,TE,16,35,0.4353,8,8,8,12.21,2,0.0942,321,31,0.286,0.136,4.3,4.95,84.031,0.37,0.2,0.6774193548387096,0.18518518518518517,0.42592592592592593,0.35185185185185186,0.5689655172413793,0.32786885245901637,0.9032258064516129,0.11290322580645161,0.9516129032258065,0.14516129032258066,0.4838709677419355,21,41,32,36,26,41,7,56,4,51,33
00-0032392,A.Hooper,LV,LV,2023,TE,17,35,0.421,8,8,8,10.41,0,0.0536,234,25,0,0.094,3.9,3.85,80,2.38,0.667,0.559322033898305,0,0.23214285714285715,0.2857142857142857,0,0.19298245614035087,0.7966101694915254,0.0847457627118644,0.864406779661017,0.9649122807017544,0.9152542372881356,27,50,44,41,53,47,13,55,8,2,6
00-0033217,M.Alie-Cox,IND,IND,2020,TE,15,35,0.4146,8,8,8,12.75,2,0.074,394,31,0.4,0.256,1.92,8.99,71.667,-0.32,0.4,0.603448275862069,0.30357142857142855,0.32142857142857145,0.48214285714285715,0.7192982456140351,0.9122807017543859,0.034482758620689655,0.7413793103448276,0.6379310344827587,0.3508771929824561,0.20689655172413793,24,39,39,30,16,6,57,16,22,36,47
00-0033110,T.Higbee,LA,LA,2017,TE,16,35,0.414,8,8,8,1.24,1,0.0827,295,25,0.2,0.133,2.18,11.57,43.889,1.83,0.625,0.3114754098360656,0.07547169811320754,0.41509433962264153,0.3018867924528302,0.3898305084745763,0.5,0.03278688524590164,0.9508196721311475,0.06557377049180328,0.8666666666666667,0.9508196721311475,43,47,32,38,36,31,60,4,58,9,4
00-0033357,T.Hill,NO,NO,2024,TE,8,35,0.4068,8,8,8,1.21,0,0.1225,187,23,0,0.097,3.77,2.9,77.143,0.92,0.333,0.14285714285714285,0,0.5769230769230769,0.36538461538461536,0,0.24074074074074073,0.5535714285714286,0.08928571428571429,0.625,0.2222222222222222,0.7678571428571429,49,49,23,34,49,42,26,52,22,40,14
00-0034981,F.Moreau,LV,LV,2021,TE,17,35,0.3977,8,8,8,-0.87,4,0.0659,373,30,0.5,0.205,3.99,4.28,61.944,0.16,0.375,0.234375,0.5789473684210527,0.21052631578947367,0.49122807017543857,0.8709677419354839,0.85,0.8125,0.171875,0.375,0.36065573770491804,0.375,50,24,46,30,7,10,13,54,41,40,41
00-0032394,N.Vannett,SEA,SEA,2018,TE,15,35,0.3838,8,8,8,10.57,3,0.0962,269,29,0.5,0.07,3.36,7.08,70.61,-0.52,0.462,0.5087719298245614,0.4897959183673469,0.5306122448979592,0.24489795918367346,0.7678571428571429,0.03508771929824561,0.6491228070175439,0.42105263157894735,0.7017543859649122,0.6428571428571429,0.08771929824561403,29,25,24,38,13,56,21,34,18,21,53
00-0028142,V.Green,DEN,DEN,2016,TE,12,35,0.368,8,8,8,8.28,1,0.0813,237,22,0.25,0.135,2.59,5.64,60,-0.46,0.556,0.48333333333333334,0.20833333333333334,0.2916666666666667,0.2708333333333333,0.4827586206896552,0.4107142857142857,0.3333333333333333,0.11666666666666667,0.26666666666666666,0.6833333333333333,0.5166666666666667,32,39,35,36,28,34,41,54,45,20,30
00-0036556,B.Jordan,HOU,HOU,2022,TE,11,35,0.313,8,8,8,-13.69,1,0.0702,128,14,0,0.143,4.65,3.24,60,0.26,0.333,0,0.23404255319148937,0.3404255319148936,0.2553191489361702,0,0.4426229508196721,0.9230769230769231,0.07692307692307693,0.2153846153846154,0.359375,0.5076923076923077,66,37,32,36,57,35,6,61,52,40,33
00-0034970,I.Smith,MIN,MIN,2019,TE,16,36,0.4195,8,8,8,11.66,2,0.0946,311,36,0.2,0.128,3.32,6.11,77.482,-0.19,0.5,0.6612903225806451,0.18518518518518517,0.46296296296296297,0.2962962962962963,0.3448275862068966,0.2786885245901639,0.6290322580645161,0.3064516129032258,0.8064516129032258,0.6612903225806451,0.25806451612903225,22,42,30,38,37,45,24,44,13,14,47
00-0030470,V.McDonald,PIT,PIT,2017,TE,10,36,0.409,8,8,8,3.34,1,0.0635,188,14,0.25,0.208,2.78,4.68,69.722,1.49,0.333,0.4262295081967213,0.2641509433962264,0.2641509433962264,0.32075471698113206,0.4915254237288136,0.8166666666666667,0.39344262295081966,0.06557377049180328,0.7377049180327869,0.4,0.9180327868852459,36,40,40,37,27,12,38,58,17,33,6
00-0039793,A.Barner,SEA,SEA,2024,TE,17,36,0.4037,8,8,8,11.09,4,0.0586,245,30,0.571,0.053,4.1,1.1,78.571,1.36,0.75,0.5178571428571429,0.6923076923076923,0.19230769230769232,0.17307692307692307,0.9454545454545454,0.037037037037037035,0.7142857142857143,0,0.6785714285714286,0.9629629629629629,0.875,28,16,43,44,4,53,17,57,19,3,8
00-0038394,W.Mallory,IND,IND,2023,TE,12,36,0.3989,8,8,8,11.68,0,0.0584,207,18,0,0.192,3.53,4.78,100,-0.75,0.556,0.5932203389830508,0,0.30357142857142855,0.39285714285714285,0,0.8596491228070176,0.5084745762711864,0.1694915254237288,1,0.7719298245614035,0.11864406779661017,25,49,40,35,51,9,30,50,1,13,53
00-0033885,D.Njoku,CLE,CLE,2020,TE,13,36,0.3886,8,8,8,11.38,2,0.0655,213,19,0.333,0.207,1.67,7.04,60,0.59,0.667,0.5517241379310345,0.35714285714285715,0.26785714285714285,0.23214285714285715,0.543859649122807,0.7368421052631579,0.017241379310344827,0.3275862068965517,0.22413793103448276,0.8421052631578947,0.5862068965517241,27,36,42,44,26,16,58,40,46,9,25
00-0032214,T.Kroft,NYJ,NYJ,2021,TE,9,36,0.3868,8,8,8,5.4,1,0.0725,173,16,0.5,0.12,3.13,3.88,60,1.17,0.25,0.46875,0.24561403508771928,0.2982456140350877,0.3684210526315789,0.8709677419354839,0.26666666666666666,0.359375,0.140625,0.21875,0.19672131147540983,0.8125,35,44,41,37,8,44,42,56,49,50,13
00-0031558,M.Williams,BAL,BAL,2018,TE,13,36,0.3798,8,8,8,11.71,1,0.0355,143,16,0.25,0.235,5.77,1.75,100,1.73,1,0.5263157894736842,0.16326530612244897,0,0.04081632653061224,0.4642857142857143,0.7894736842105263,1,0,1,0.9642857142857143,0.9298245614035088,28,41,50,48,31,13,1,58,1,1,5
00-0032392,A.Hooper,ATL,ATL,2016,TE,14,36,0.3606,8,8,8,16.33,3,0.0556,271,19,0.333,0.214,2.5,10.17,66.667,-1.04,0.556,0.6666666666666666,0.5833333333333334,0.14583333333333334,0.25,0.6379310344827587,0.8392857142857143,0.26666666666666666,0.7833333333333333,0.5,0.6833333333333333,0.21666666666666667,21,21,42,37,19,10,45,14,30,19,48
00-0033217,M.Alie-Cox,IND,IND,2022,TE,17,36,0.3071,8,8,8,-1.59,4,0.042,189,19,0.75,0.071,4.2,5.26,100,4.58,0.167,0.2153846153846154,0.5957446808510638,0.14893617021276595,0.19148936170212766,0.9193548387096774,0.04918032786885246,0.8153846153846154,0.2,0.9692307692307692,0.109375,1,52,20,41,39,6,59,13,53,2,52,1
00-0035308,T.Sweeney,BUF,BUF,2019,TE,6,37,0.4161,8,8,8,5.2,0,0.056,114,8,0,0.308,4.35,9.66,100,0.36,1,0.45161290322580644,0,0.14814814814814814,0.2777777777777778,0,0.9836065573770492,0.9193548387096774,0.7903225806451613,1,1,0.46774193548387094,35,52,47,40,54,2,6,14,1,1,34
00-0031302,C.Fiedorowicz,HOU,HOU,2017,TE,5,37,0.4035,8,8,8,-4.75,0,0.1053,127,14,0,0.091,2.57,8.54,45,0.56,0.333,0.09836065573770492,0,0.5849056603773585,0.5283018867924528,0,0.11666666666666667,0.21311475409836064,0.5901639344262295,0.08196721311475409,0.4,0.6065573770491803,56,54,23,26,53,54,49,26,57,37,25
00-0037086,G.Calcaterra,PHI,PHI,2024,TE,17,37,0.4028,8,8,8,15.89,1,0.0609,298,24,0.5,0.267,5.46,1.54,100,0.24,0.429,0.6428571428571429,0.15384615384615385,0.21153846153846154,0.2692307692307692,0.9090909090909091,0.9629629629629629,0.9642857142857143,0.03571428571428571,1,0.5370370370370371,0.39285714285714285,21,41,42,39,6,3,3,55,1,26,35
00-0031273,C.Brate,TB,TB,2020,TE,16,37,0.3874,8,8,8,23.42,2,0.0526,282,28,0.5,0.147,2.69,9.41,71.333,-0.08,0.778,0.8448275862068966,0.21428571428571427,0.16071428571428573,0.26785714285714285,0.8245614035087719,0.47368421052631576,0.2413793103448276,0.8103448275862069,0.6206896551724138,0.9473684210526315,0.29310344827586204,10,41,48,42,9,31,45,12,23,4,42
00-0033611,R.Seals-Jones,WAS,WAS,2021,TE,13,37,0.3855,8,8,8,-6.21,2,0.1062,271,30,0.067,0.078,3.7,6.18,65.261,-0.25,0.357,0.109375,0.40350877192982454,0.543859649122807,0.43859649122807015,0.20967741935483872,0.11666666666666667,0.734375,0.484375,0.53125,0.3442622950819672,0.25,58,34,27,33,50,54,18,34,31,41,49
00-0037005,T.Tremble,CAR,CAR,2023,TE,16,37,0.3769,8,8,8,2.11,3,0.0519,194,23,0.75,0.125,3.61,8.99,66.667,3.44,0.444,0.288135593220339,0.6428571428571429,0.21428571428571427,0.23214285714285715,0.9649122807017544,0.3508771929824561,0.5932203389830508,0.9491525423728814,0.288135593220339,0.45614035087719296,0.9830508474576272,43,21,45,44,3,38,25,4,42,32,2
00-0031418,A.Seferian-Jenkins,JAX,JAX,2018,TE,5,37,0.3519,8,8,8,-1.82,1,0.0852,90,11,0.5,0.053,3.6,4.24,60,-1.23,0.625,0.19298245614035087,0.4897959183673469,0.5102040816326531,0.2653061224489796,0.7678571428571429,0,0.8070175438596491,0.07017543859649122,0.14035087719298245,0.8392857142857143,0.017543859649122806,47,26,25,37,12,58,12,54,50,10,57
00-0030216,J.Hill,NO,NO,2016,TE,9,37,0.3193,8,8,8,2.67,1,0.0587,149,15,0.333,0.182,2.36,6.35,70,0.94,0.5,0.23333333333333334,0.2916666666666667,0.16666666666666666,0.16666666666666666,0.6379310344827587,0.6785714285714286,0.18333333333333332,0.23333333333333334,0.6333333333333333,0.5,0.9333333333333333,47,35,41,41,21,19,50,47,23,25,5
00-0037005,T.Tremble,CAR,CAR,2022,TE,17,37,0.2937,8,8,8,-1.67,3,0.0652,174,19,0.286,0.156,4.21,8.69,50,-0.84,0.333,0.2,0.5106382978723404,0.3191489361702128,0.1702127659574468,0.5,0.5737704918032787,0.8307692307692308,0.8461538461538461,0.06153846153846154,0.359375,0.12307692307692308,53,24,33,40,30,27,12,11,59,42,58
00-0030216,J.Hill,NO,NO,2019,TE,16,38,0.4053,8,8,8,8.4,3,0.0581,226,25,0.25,0.143,4.87,6.26,60,2.48,0.667,0.5161290322580645,0.37037037037037035,0.16666666666666666,0.14814814814814814,0.41379310344827586,0.3770491803278688,0.967741935483871,0.3387096774193548,0.25806451612903225,0.9193548387096774,0.967741935483871,31,34,46,47,32,38,3,42,46,6,3
00-0034364,J.Akins,CLE,CLE,2024,TE,17,38,0.3988,8,8,8,10.99,3,0.079,390,40,0.286,0.121,3.81,5.47,69.027,0.19,0.4,0.5,0.5576923076923077,0.34615384615384615,0.34615384615384615,0.6363636363636364,0.37037037037037035,0.5714285714285714,0.35714285714285715,0.23214285714285715,0.4074074074074074,0.35714285714285715,29,23,35,35,21,35,25,37,44,32,37
00-0033080,S.DeValve,CLE,CLE,2017,TE,16,38,0.3953,8,8,8,-3.68,2,0.0931,395,33,0.2,0.172,3.66,10.91,60.891,-0.5,0.3,0.18032786885245902,0.2830188679245283,0.4716981132075472,0.4716981132075472,0.3898305084745763,0.65,0.8524590163934426,0.8524590163934426,0.4098360655737705,0.31666666666666665,0.13114754098360656,51,38,29,29,35,22,10,10,37,41,54
00-0034798,D.Smythe,MIA,MIA,2020,TE,15,38,0.3818,8,8,8,14.02,2,0.0514,208,26,0.333,0.103,2.77,3.03,100,1.72,0.75,0.6379310344827587,0.30357142857142855,0.14285714285714285,0.16071428571428573,0.543859649122807,0.2807017543859649,0.3275862068965517,0.05172413793103448,0.9827586206896551,0.9298245614035088,0.896551724137931,22,38,49,48,27,42,40,56,2,5,7
00-0038115,D.Bellinger,NYG,NYG,2023,TE,17,38,0.374,8,8,8,8.48,0,0.0467,255,25,0,0.179,5.2,5.72,80,0.89,0.091,0.4576271186440678,0,0.19642857142857142,0.3392857142857143,0,0.7719298245614035,0.9830508474576272,0.4067796610169492,0.864406779661017,0.017543859649122806,0.7457627118644068,33,51,46,38,52,14,2,36,6,57,16
00-0033858,J.Smith,NE,NE,2021,TE,16,38,0.3706,8,8,8,-9.74,2,0.084,294,28,0.1,0.178,4.12,5.02,59.815,1.67,0,0.0625,0.2807017543859649,0.40350877192982454,0.2982456140350877,0.24193548387096775,0.7166666666666667,0.84375,0.28125,0.203125,0,0.9375,61,42,35,41,48,18,11,47,52,59,5
00-0030108,R.Griffin,HOU,HOU,2018,TE,14,38,0.3489,8,8,8,0.66,0,0.083,305,24,0,0.093,2.76,9.17,40.413,0.45,0.25,0.2631578947368421,0,0.42857142857142855,0.42857142857142855,0,0.14035087719298245,0.24561403508771928,0.7543859649122807,0,0.17857142857142858,0.5087719298245614,43,47,29,29,46,50,44,15,58,47,29
00-0032139,B.Koyack,JAX,JAX,2016,TE,14,38,0.3143,8,8,8,6.87,1,0.0412,161,19,0.5,0.125,3.12,6.08,100,-0.05,0.75,0.4166666666666667,0.14583333333333334,0.0625,0.10416666666666667,0.8793103448275862,0.3392857142857143,0.7166666666666667,0.18333333333333332,0.9666666666666667,0.9833333333333333,0.75,36,42,46,44,7,37,18,50,1,2,16
00-0036232,H.Bryant,CLE,CLE,2022,TE,17,38,0.2889,8,8,8,2.88,1,0.0741,239,31,0.111,0.023,3.17,6.59,61.905,-1.89,0.333,0.4461538461538462,0.10638297872340426,0.3617021276595745,0.2978723404255319,0.1935483870967742,0,0.3384615384615385,0.46153846153846156,0.3384615384615385,0.359375,0.015384615384615385,37,42,31,34,51,62,44,36,44,39,65
00-0033611,R.Seals-Jones,CLE,CLE,2019,TE,14,39,0.3992,8,8,8,9.77,4,0.0463,229,14,0.429,0.217,2.45,11.23,50,2.18,0.571,0.6129032258064516,0.6296296296296297,0.1111111111111111,0.2222222222222222,0.7931034482758621,0.7540983606557377,0.11290322580645161,0.9354838709677419,0.04838709677419355,0.8709677419354839,0.9193548387096774,25,20,49,43,13,16,56,5,59,9,6
00-0029738,D.Fells,DET,DET,2017,TE,16,39,0.3832,8,8,8,10.06,3,0.0419,177,17,0.25,0.115,4.2,1.06,80,0.75,0.625,0.6557377049180327,0.49056603773584906,0.09433962264150944,0.1320754716981132,0.4915254237288136,0.31666666666666665,0.9344262295081968,0,0.9016393442622951,0.8666666666666667,0.7868852459016393,22,27,49,47,29,42,5,62,7,7,14
00-0030549,T.Eifert,JAX,JAX,2020,TE,15,39,0.3711,8,8,8,-1.25,2,0.0951,349,36,0.182,0.1,2.36,9.09,55.774,0.45,0.474,0.15517241379310345,0.30357142857142855,0.4642857142857143,0.4107142857142857,0.21052631578947367,0.22807017543859648,0.1724137931034483,0.7586206896551724,0.13793103448275862,0.5087719298245614,0.46551724137931033,50,40,31,34,46,45,49,15,51,29,32
00-0035329,D.Parham,LAC,LAC,2021,TE,14,39,0.3693,8,8,8,7.15,3,0.0487,192,20,0.286,0.179,5.53,2.46,80,0.59,0.4,0.578125,0.543859649122807,0.10526315789473684,0.17543859649122806,0.5483870967741935,0.7333333333333333,0.984375,0.03125,0.8125,0.45901639344262296,0.59375,28,27,52,48,29,17,2,63,13,32,27
00-0036244,C.Parkinson,SEA,SEA,2023,TE,17,39,0.3675,8,8,8,8.38,2,0.0556,247,25,0.125,0.206,2.56,6.56,60,0.57,0.333,0.423728813559322,0.39285714285714285,0.25,0.30357142857142855,0.19298245614035087,0.9122807017543859,0.05084745762711865,0.5254237288135594,0.15254237288135594,0.21052631578947367,0.6440677966101694,35,33,43,40,46,6,57,29,46,44,22
00-0037005,T.Tremble,CAR,CAR,2024,TE,12,39,0.3586,8,8,8,4.99,2,0.0731,234,23,0.5,0.156,2.91,5.81,62.5,1.22,0.125,0.30357142857142855,0.5384615384615384,0.3076923076923077,0.3076923076923077,0.9090909090909091,0.6111111111111112,0.07142857142857142,0.4642857142857143,0.10714285714285714,0.05555555555555555,0.8571428571428571,40,25,37,37,5,22,53,31,51,52,9
00-0027675,E.Dickson,SEA,SEA,2018,TE,10,39,0.338,8,8,8,14.45,3,0.0447,143,12,0.6,0.308,3.44,4.86,80,-0.97,0.625,0.631578947368421,0.7551020408163265,0.08163265306122448,0.14285714285714285,0.9285714285714286,0.9649122807017544,0.6666666666666666,0.08771929824561403,0.8771929824561403,0.8392857142857143,0.05263157894736842,22,13,46,43,5,3,20,53,8,9,55
00-0032227,J.Heuerman,DEN,DEN,2016,TE,12,39,0.3132,8,8,8,5.19,0,0.0373,141,9,NA,0.294,3.52,5.7,50,1.06,0.333,0.35,0,0.041666666666666664,0.125,NA,0.9642857142857143,0.85,0.15,0.11666666666666667,0.18333333333333332,0.95,40,47,47,43,60,3,10,52,54,50,4
00-0036423,A.Okwuegbunam,DEN,DEN,2022,TE,8,39,0.2664,8,8,8,-2.29,1,0.059,95,10,0,0.111,3.16,4.8,66.667,0.21,0.125,0.16923076923076924,0.3617021276595745,0.2765957446808511,0.2765957446808511,0,0.19672131147540983,0.3230769230769231,0.15384615384615385,0.5230769230769231,0.09375,0.46153846153846156,55,31,35,35,56,50,45,56,32,59,36
00-0029587,R.Ellison,NYG,NYG,2017,TE,16,40,0.3783,8,8,8,12.43,2,0.0495,235,24,1,0.125,2.57,6.37,73.492,0.7,0.5,0.7540983606557377,0.2830188679245283,0.1509433962264151,0.24528301886792453,1,0.36666666666666664,0.22950819672131148,0.2786885245901639,0.8524590163934426,0.7,0.7213114754098361,16,36,46,41,1,36,48,45,10,16,18
00-0030470,V.McDonald,PIT,PIT,2019,TE,14,40,0.3778,8,8,8,-11.38,3,0.117,273,38,0.333,0.055,3.49,4.48,62.706,0.74,0.235,0,0.5185185185185185,0.5925925925925926,0.3333333333333333,0.6379310344827587,0.04918032786885246,0.6935483870967742,0.08064516129032258,0.3870967741935484,0.22580645161290322,0.5967741935483871,63,27,23,37,20,59,20,58,39,49,26
00-0034766,C.Herndon,NYJ,NYJ,2020,TE,16,40,0.3686,8,8,8,0.77,3,0.085,287,31,0.4,0.109,3.99,5.94,73.095,0.41,0.4,0.20689655172413793,0.42857142857142855,0.39285714285714285,0.30357142857142855,0.7192982456140351,0.3157894736842105,0.8275862068965517,0.15517241379310345,0.7068965517241379,0.3508771929824561,0.4482758620689655,47,33,35,40,17,40,11,50,18,35,33
00-0032141,G.Swaim,TEN,TEN,2021,TE,16,40,0.3669,8,8,8,9.25,3,0.0758,210,31,0.375,0.075,2.79,4.99,80,-1.29,1,0.625,0.49122807017543857,0.3508771929824561,0.15789473684210525,0.7258064516129032,0.08333333333333333,0.125,0.265625,0.8125,0.9836065573770492,0.109375,25,30,38,49,18,55,57,48,10,1,58
00-0034830,H.Hurst,CAR,CAR,2023,TE,9,40,0.3564,8,8,8,-3.78,1,0.0838,184,18,0.2,0.062,2.74,8.11,71.429,-1.07,0.6,0.15254237288135594,0.375,0.5178571428571429,0.44642857142857145,0.3157894736842105,0.05263157894736842,0.0847457627118644,0.847457627118644,0.5084745762711864,0.9298245614035088,0.06779661016949153,51,36,28,32,39,55,55,10,29,4,56
