fantasy_player_id,fantasy_player_name,team,posteam,season,player_position,numGames,myRankNum,myRank,rbTier,tier,totalEPA,totalTD,run_share,YPG,EPA_rank,td_rank,run_rank,YPG_rank,tgt_share,conversion,explosive_rate,third_down_rate,avg_eff,avg_RYOE_perAtt,tgt_rank,third_rank,conversion_rank,explosive_rank,RYOE_rank,eff_rank,EPA_rank_num,td_rank_num,run_rank_num,tgt_rank_num,YPG_rank_num,third_rank_num,conversion_rank_num,explosive_rank_num,RYOE_rank_num,eff_rank_num
00-0035250,D.Singletary,BUF,BUF,2022,RB,16,20,0.5829,5,5,-9.83,6,0.4307,51.2,0.31521739130434784,0.4666666666666667,0.5833333333333334,0.5333333333333333,0.085667215815486,0.114,0.07344632768361582,0.75,3.3259034758754593,0.39875702446093875,0.6166666666666667,0.8791208791208791,0.4090909090909091,0.8354430379746836,0.6304347826086957,0.9130434782608695,64,32,26,24,29,10,53,14,35,9
00-0028064,B.Powell,NYJ,NYJ,2016,RB,16,20,0,5,5,2.07,4,0.3172,44.6,0.7956989247311828,0.3968253968253968,0.4444444444444444,0.6349206349206349,0.1264957264957265,0.095,0.06870229007633588,0.6190476190476191,3.4008304232584674,NA,0.9206349206349206,0.7752808988764045,0.2608695652173913,0.7261904761904762,NA,0.8387096774193549,20,36,36,6,24,21,69,24,24,16
00-0031102,K.Bibbs,WAS,WAS,2017,RB,NA,20,0,5,5,0.86,1,0,0,0.7840909090909091,NA,NA,NA,NA,0,0.047619047619047616,0,4.330212765957446,NA,NA,0,0,0.5679012345679012,NA,0.4772727272727273,20,75,75,75,75,85,86,36,36,47
00-0033553,J.Conner,PIT,PIT,2020,RB,13,21,0.6491,6,6,-2.29,6,0.569,55.5,0.55,0.7244897959183674,0.8469387755102041,0.7142857142857143,0.08082706766917293,0.222,0.05325443786982249,0.6363636363636364,4.490062374872761,0.08943500117501225,0.6632653061224489,0.6086956521739131,0.6324786324786325,0.6442307692307693,0.5166666666666667,0.21666666666666667,55,27,16,34,29,46,43,38,59,95
00-0033699,A.Ekeler,LAC,LAC,2019,RB,16,21,0.6355,6,6,31.18,11,0.36870000000000003,34.8,0.9795918367346939,0.8641975308641975,0.5061728395061729,0.30864197530864196,0.17170111287758347,0.176,0.05303030303030303,0.6153846153846154,4.1235901068060485,-0.06606337108833102,0.9753086419753086,0.7634408602150538,0.5257731958762887,0.5955056179775281,0.3979591836734694,0.5408163265306123,3,12,41,3,57,22,47,37,60,46
00-0035831,J.Robinson,JAX,JAX,2021,RB,14,21,0.6177,6,6,-14.74,8,0.5206,54.8,0.18095238095238095,0.7333333333333333,0.8222222222222222,0.7333333333333333,0.08424908424908426,0.333,0.042682926829268296,0.6,3.6601965075335974,-0.007512203502220771,0.6111111111111112,0.5742574257425742,0.9428571428571428,0.6,0.5333333333333333,0.8666666666666667,87,25,17,36,25,41,5,37,50,15
00-0036251,Z.Moss,IND,IND,2023,RB,14,21,0.6176,6,6,-15.07,7,0.4704,56.7,0.3522727272727273,0.7012987012987013,0.6363636363636364,0.7012987012987013,0.07647058823529412,0.1,0.03825136612021858,0.5789473684210527,3.7078715888829623,0.6756435078791332,0.6103896103896104,0.7325581395348837,0.34523809523809523,0.43243243243243246,0.8863636363636364,0.7727272727272727,58,23,29,31,24,23,56,43,11,21
00-0036139,R.Dowdle,DAL,DAL,2024,RB,16,21,0.6005,6,6,-6.21,5,0.5846,67.4,0.5238095238095238,0.4605263157894737,0.7894736842105263,0.8289473684210527,0.07874015748031496,0.08,0.03829787234042553,0.4166666666666667,3.7058591491639312,0.27672115372697675,0.5789473684210527,0.2857142857142857,0.18072289156626506,0.4246575342465753,0.5833333333333334,0.7738095238095238,41,41,17,33,14,59,69,43,36,20
00-0036223,J.Taylor,IND,IND,2022,RB,11,21,0.5808,6,6,-46.2,4,0.6531,78.3,0,0.45,0.9333333333333333,0.9333333333333333,0.0995260663507109,0.094,0.036458333333333336,0.4782608695652174,3.5148705892502754,0.7099302404603347,0.75,0.43956043956043955,0.3068181818181818,0.27848101265822783,0.8043478260869565,0.7934782608695652,93,34,5,16,5,51,62,58,19,20
00-0031062,J.White,NE,NE,2018,RB,16,21,0.5746,6,6,17.9,12,0.2052,26.6,0.9318181818181818,0.8142857142857143,0.2571428571428571,0.3,0.20707070707070707,0.143,0.06382978723404255,0.4375,4.762948418722328,0.13407705656193586,0.9857142857142858,0.4642857142857143,0.4,0.6447368421052632,0.5909090909090909,0.25,7,10,53,2,50,46,52,28,37,67
00-0031055,Unknown,LAC,LAC,2016,RB,NA,21,0,6,6,2.02,0,0,0,0.7849462365591398,NA,NA,NA,NA,0,NA,NA,3.3882758620689644,NA,NA,NA,0,NA,NA,0.8602150537634409,21,69,69,69,69,94,93,93,93,14
00-0033748,T.Green,DET,DET,2017,RB,NA,21,0,6,6,0.83,2,0,0,0.7727272727272727,NA,NA,NA,NA,0.4,0.023809523809523808,0.6,4.841411764705883,NA,NA,0.632183908045977,0.9885057471264368,0.12345679012345678,NA,0.36363636363636365,21,76,76,76,76,30,2,71,71,57
00-0034845,S.Michel,NE,NE,2020,RB,9,22,0.6481,6,6,13.97,2,0.2862,49.9,0.9333333333333333,0.3469387755102041,0.3673469387755102,0.6530612244897959,0.03515625,0.083,0.0759493670886076,0.6666666666666666,3.34099391310238,1.1188100356984947,0.1836734693877551,0.6260869565217392,0.23931623931623933,0.9134615384615384,0.9333333333333333,0.85,9,63,63,81,35,40,87,10,9,19
00-0035250,D.Singletary,BUF,BUF,2019,RB,12,22,0.6305,6,6,-2.44,4,0.4302,64.6,0.6020408163265306,0.37037037037037035,0.6790123456790124,0.7530864197530864,0.10512820512820513,0.111,0.09271523178807947,0.3333333333333333,3.8628635927698625,0.28402068630083616,0.8271604938271605,0.22580645161290322,0.3711340206185567,0.9662921348314607,0.6428571428571429,0.6836734693877551,40,49,27,15,21,70,62,4,36,32
00-0035700,J.Jacobs,LV,LV,2021,RB,15,22,0.6112,6,6,-38.11,10,0.6272,58.1,0.009523809523809525,0.8333333333333334,0.9222222222222223,0.8111111111111111,0.1097770154373928,0.237,0.03225806451612903,0.5,3.987137726216946,0.1589957021040997,0.8888888888888888,0.3564356435643564,0.8285714285714286,0.32222222222222224,0.6857142857142857,0.5904761904761905,105,16,8,11,18,56,19,62,34,44
00-0036275,D.Swift,PHI,PHI,2023,RB,16,22,0.6005,6,6,-7.02,6,0.4801,65.6,0.5227272727272727,0.6233766233766234,0.6493506493506493,0.8571428571428571,0.08718861209964412,0.132,0.048034934497816595,0.46153846153846156,4.021292689907452,-0.4742169443134882,0.6753246753246753,0.4418604651162791,0.4523809523809524,0.6756756756756757,0.26136363636363635,0.5795454545454546,43,30,28,26,12,49,46,25,66,38
00-0033293,A.Jones,MIN,MIN,2024,RB,17,22,0.5928,6,6,-10.15,7,0.5903,66.9,0.38095238095238093,0.631578947368421,0.8157894736842105,0.8157894736842105,0.10385259631490787,0.093,0.03529411764705882,0.4166666666666667,4.045086782715164,0.21534811096349876,0.8421052631578947,0.2857142857142857,0.21686746987951808,0.3150684931506849,0.5476190476190477,0.5238095238095238,53,29,15,13,15,60,66,51,39,41
00-0030578,C.Patterson,ATL,ATL,2022,RB,13,22,0.5756,6,6,-18.39,8,0.3478,53.5,0.18478260869565216,0.7833333333333333,0.45,0.5666666666666667,0.08683473389355742,0.258,0.06944444444444445,0.6,3.9838868928899953,0.9131871844886127,0.65,0.7142857142857143,0.8522727272727273,0.7721518987341772,0.8152173913043478,0.532608695652174,76,14,34,22,27,26,14,19,18,44
00-0029615,L.Miller,HOU,HOU,2018,RB,14,22,0.5745,6,6,-25.18,6,0.5097,69.5,0.11363636363636363,0.5571428571428572,0.7285714285714285,0.8714285714285714,0.0759493670886076,0.129,0.07142857142857142,0.3333333333333333,4.608562728431351,0.6524017976936678,0.6285714285714286,0.19047619047619047,0.36470588235294116,0.7368421052631579,0.7954545454545454,0.3181818181818182,79,32,20,26,10,61,55,21,19,61
00-0031590,J.Ajayi,MIA,MIA,2016,RB,15,22,0,6,6,0.61,8,0.6842,84.8,0.7741935483870968,0.746031746031746,0.9206349206349206,0.9523809523809523,0.07415254237288135,0.219,0.057692307692307696,0.45454545454545453,4.808160769434722,NA,0.4444444444444444,0.43820224719101125,0.7717391304347826,0.5952380952380952,NA,0.25806451612903225,22,17,6,36,4,49,22,35,35,70
00-0032257,D.Johnson,CLE,CLE,2017,RB,16,22,0,6,6,0.6,3,0.2147,21.8,0.75,0.22535211267605634,0.15492957746478872,0.14084507042253522,0.1492776886035313,0.333,0.04878048780487805,0.8571428571428571,3.3888888888888884,NA,0.9014084507042254,0.896551724137931,0.896551724137931,0.5925925925925926,NA,0.9318181818181818,22,53,60,7,60,9,6,33,33,6
00-0036328,A.Gibson,WAS,WAS,2020,RB,14,23,0.6449,6,6,-1.34,11,0.4971,56.8,0.65,0.9183673469387755,0.7448979591836735,0.7346938775510204,0.0784313725490196,0.31,0.047058823529411764,0.5,4.326469917687129,-0.025632968652182255,0.6428571428571429,0.3652173913043478,0.8461538461538461,0.4807692307692308,0.45,0.25,43,9,26,36,27,64,19,55,67,91
00-0034681,C.Edmonds,ARI,ARI,2021,RB,12,23,0.6082,6,6,7.36,2,0.3382,49.3,0.8857142857142857,0.26666666666666666,0.43333333333333335,0.6444444444444445,0.12045454545454545,0.1,0.05172413793103448,0.8181818181818182,4.094812093108926,-0.1675537317277342,0.9333333333333333,0.9108910891089109,0.2761904761904762,0.7,0.4666666666666667,0.5714285714285714,13,66,52,7,33,10,77,28,57,46
00-0030874,Dam.Williams,KC,KC,2019,RB,11,23,0.6042,6,6,-8.03,8,0.4764,45.3,0.41836734693877553,0.9012345679012346,0.7037037037037037,0.5308641975308642,0.08980582524271845,0.188,0.02702702702702703,0.625,4.383333002989287,1.2534424771792183,0.7654320987654321,0.7849462365591398,0.5876288659793815,0.10112359550561797,0.9489795918367347,0.30612244897959184,58,9,25,20,39,21,40,81,6,69
00-0035261,T.Pollard,DAL,DAL,2023,RB,17,23,0.5923,6,6,-21.21,6,0.566,59.2,0.23863636363636365,0.5844155844155844,0.8181818181818182,0.7532467532467533,0.1019786910197869,0.081,0.043478260869565216,0.65,3.927462407523496,-0.17226560457390844,0.7662337662337663,0.8604651162790697,0.2976190476190476,0.5540540540540541,0.4431818181818182,0.6022727272727273,68,32,15,19,20,13,59,34,50,36
00-0033906,A.Kamara,NO,NO,2024,RB,14,23,0.5916,6,6,-24.32,8,0.5953,67.9,0.14285714285714285,0.7763157894736842,0.8421052631578947,0.8552631578947368,0.1877637130801688,0.171,0.043859649122807015,0.39285714285714285,4.649774389473161,0.007525991187179999,1,0.25,0.6385542168674698,0.5205479452054794,0.42857142857142855,0.2976190476190476,73,18,13,1,12,64,31,36,49,60
00-0025394,A.Peterson,WAS,WAS,2018,RB,16,23,0.5736,6,6,-21.59,8,0.6167,65.1,0.1590909090909091,0.6285714285714286,0.9,0.8,0.04710144927536232,0.161,0.05179282868525897,0.7692307692307693,5.157395012009688,-0.051871923007041125,0.37142857142857144,0.8928571428571429,0.47058823529411764,0.4868421052631579,0.5,0.125,75,26,8,45,15,10,46,40,45,78
00-0036906,K.Herbert,CHI,CHI,2022,RB,13,23,0.5731,6,6,0.31,5,0.3042,56.2,0.6521739130434783,0.5333333333333333,0.35,0.65,0.03592814371257485,0.2,0.05426356589147287,0.375,3.420299905923727,1.0824972403986346,0.23333333333333334,0.26373626373626374,0.6818181818181818,0.6455696202531646,0.8804347826086957,0.8695652173913043,33,29,40,47,22,67,28,29,12,13
00-0030485,E.Lacy,GB,GB,2016,RB,5,23,0,6,6,0.54,0,0.5868,72,0.7634408602150538,0,0.8095238095238095,0.8571428571428571,0.037037037037037035,0,0.056338028169014086,1,4.030845270762587,NA,0.23809523809523808,0.9550561797752809,0,0.5833333333333334,NA,0.6559139784946236,23,56,13,49,10,1,73,36,36,33
00-0032257,D.Johnson,CLE,CLE,2017,RB,16,23,0,6,6,0.6,3,0.2147,21.8,0.75,0.22535211267605634,0.15492957746478872,0.14084507042253522,0.1492776886035313,0.333,0.04878048780487805,0.8571428571428571,3.3888888888888884,NA,0.9014084507042254,0.896551724137931,0.896551724137931,0.5925925925925926,NA,0.9318181818181818,23,54,61,8,61,10,7,34,34,7
00-0034184,G.Edwards,BAL,BAL,2020,RB,16,24,0.6446,6,6,23.75,6,0.2652,45.2,0.975,0.5714285714285714,0.3469387755102041,0.5306122448979592,0.02981651376146789,0.231,0.06944444444444445,0.9090909090909091,3.9335578527188324,0.4918506289801793,0.15306122448979592,0.8869565217391304,0.6495726495726496,0.9038461538461539,0.6666666666666666,0.5083333333333333,4,41,65,84,47,14,41,11,41,60
00-0036875,R.Stevenson,NE,NE,2021,RB,12,24,0.6075,6,6,-0.8,5,0.3604,50.5,0.7047619047619048,0.6444444444444445,0.4666666666666667,0.6777777777777778,0.05042016806722689,0.2,0.03759398496240601,0.5,3.838662337865652,0.42915762651715084,0.34444444444444444,0.3564356435643564,0.7238095238095238,0.4666666666666667,0.8285714285714286,0.7333333333333333,32,33,49,60,30,58,27,48,19,29
00-0034750,R.Penny,SEA,SEA,2019,RB,10,24,0.5989,6,6,8.79,4,0.2203,37,0.8367346938775511,0.49382716049382713,0.24691358024691357,0.345679012345679,0.03216374269005848,0.125,0.07692307692307693,0.6,2.9487883569991595,2.2369547985821567,0.2716049382716049,0.6881720430107527,0.41237113402061853,0.898876404494382,1,0.9387755102040817,17,42,62,60,54,27,58,10,1,7
00-0038120,B.Hall,NYJ,NYJ,2024,RB,16,24,0.587,6,6,-22.35,8,0.6235,55,0.19047619047619047,0.6973684210526315,0.8947368421052632,0.6842105263157895,0.12438625204582651,0.192,0.05188679245283019,0.5833333333333334,5.653058416592116,-0.0379260468544098,0.9605263157894737,0.6190476190476191,0.7228915662650602,0.6712328767123288,0.40476190476190477,0.05952380952380952,69,23,9,4,25,33,24,25,51,80
00-0033925,D.Foreman,CHI,CHI,2023,RB,9,24,0.5823,6,6,-2.94,5,0.3733,47.2,0.6704545454545454,0.7792207792207793,0.5194805194805194,0.5714285714285714,0.05144694533762058,0.235,0.009174311926605505,0.6666666666666666,3.560024228427769,0.37193599287958323,0.4025974025974026,0.872093023255814,0.8452380952380952,0.013513513513513514,0.7045454545454546,0.8522727272727273,30,18,38,47,34,12,14,74,27,14
00-0033856,L.Fournette,JAX,JAX,2018,RB,8,24,0.5711,6,6,-10.64,6,0.5299,54.9,0.32954545454545453,0.8142857142857143,0.7714285714285715,0.6571428571428571,0.09848484848484848,0.227,0.03007518796992481,0.8,4.812397513189224,-0.17612582585955824,0.7428571428571429,0.9285714285714286,0.7647058823529411,0.15789473684210525,0.4090909090909091,0.22727272727272727,60,14,17,19,25,6,21,65,53,69
00-0033893,D.Cook,MIN,MIN,2022,RB,17,24,0.5485,6,6,-42.08,10,0.6701,69,0.021739130434782608,0.7166666666666667,0.9666666666666667,0.8833333333333333,0.07777777777777778,0.143,0.045454545454545456,0.3,4.407665303292969,0.0951413028776516,0.6,0.15384615384615385,0.5113636363636364,0.4430379746835443,0.43478260869565216,0.25,91,18,3,25,8,78,43,43,53,70
00-0031682,T.Ward,ATL,ATL,2016,RB,NA,24,0,6,6,-0.1,0,0,0,0.7526881720430108,NA,NA,NA,NA,0,0.06451612903225806,0.3333333333333333,6.510416666666668,NA,NA,0.2808988764044944,0,0.6666666666666666,NA,0.043010752688172046,24,70,70,70,70,65,84,29,29,90
00-0033594,C.Carson,SEA,SEA,2017,RB,4,24,0,6,6,0.11,1,0.4623,52,0.7386363636363636,0.3380281690140845,0.6901408450704225,0.7323943661971831,0.05228758169934641,0,0.04081632653061224,0.75,4.4359659347610005,NA,0.30985915492957744,0.8505747126436781,0,0.4444444444444444,NA,0.4431818181818182,24,45,23,50,20,13,75,46,46,50
00-0036020,S.Ahmed,MIA,MIA,2020,RB,6,25,0.6342,7,7,-4.91,3,0.4839,53.2,0.4583333333333333,0.7448979591836735,0.7244897959183674,0.6836734693877551,0.06578947368421052,0.143,0.06666666666666667,0.42857142857142855,3.5862050114746626,0.16629077833806455,0.5714285714285714,0.3217391304347826,0.39316239316239315,0.7692307692307693,0.5666666666666667,0.75,66,24,28,43,32,79,72,24,53,31
00-0032257,D.Johnson,MIA,MIA,2021,RB,5,25,0.6049,7,7,0.49,3,0.4438,66,0.7904761904761904,0.7555555555555555,0.5666666666666667,0.9,0.03184713375796178,0.333,0.028169014084507043,0.2857142857142857,3.826551375242964,0.01825771086596976,0.2,0.18811881188118812,0.9428571428571428,0.2111111111111111,0.5523809523809524,0.7619047619047619,23,22,40,73,10,81,7,72,48,26
00-0032975,J.Williams,IND,IND,2019,RB,6,25,0.5834,7,7,8.13,1,0.187,39.2,0.826530612244898,0.2222222222222222,0.14814814814814814,0.48148148148148145,0.01694915254237288,0.125,0.061224489795918366,1,3.163287466843502,2.0644226880130603,0.14814814814814814,0.967741935483871,0.41237113402061853,0.8089887640449438,0.9795918367346939,0.9081632653061225,18,62,70,70,43,1,57,18,3,10
00-0036906,K.Herbert,CHI,CHI,2023,RB,12,25,0.579,7,7,-18.39,4,0.3684,51.1,0.29545454545454547,0.5714285714285714,0.5064935064935064,0.6363636363636364,0.07711442786069651,0.125,0.05263157894736842,0.6666666666666666,3.917573455816581,0.4081778353640922,0.6363636363636364,0.872093023255814,0.38095238095238093,0.7567567567567568,0.7272727272727273,0.6136363636363636,63,34,39,29,29,11,48,19,25,35
00-0037746,B.Robinson,WAS,WAS,2024,RB,14,25,0.5776,7,7,-14.91,8,0.425,57.1,0.2857142857142857,0.7763157894736842,0.5394736842105263,0.7368421052631579,0.05219206680584551,0.167,0.053475935828877004,0.6470588235294118,4.073591719920064,-0.023562688602507098,0.47368421052631576,0.7380952380952381,0.5783132530120482,0.7123287671232876,0.4166666666666667,0.5119047619047619,61,17,36,41,21,22,33,22,50,42
00-0031590,J.Ajayi,PHI,PHI,2018,RB,4,25,0.5586,7,7,-5.3,3,0.5055,46.5,0.48863636363636365,0.8142857142857143,0.7142857142857143,0.5714285714285714,0.033707865168539325,0.25,0.043478260869565216,0.3333333333333333,3.880209677419355,0.019918787019479606,0.2,0.19047619047619047,0.8235294117647058,0.35526315789473684,0.5681818181818182,0.6931818181818182,46,13,21,57,31,64,14,49,39,28
00-0033948,Ja.Williams,DET,DET,2022,RB,16,25,0.5473,7,7,-26.95,17,0.5626,64.4,0.07608695652173914,1,0.8833333333333333,0.8,0.02617801047120419,0.271,0.026615969581749048,0.5,3.7455266319811624,-0.14332388361436976,0.15,0.4725274725274725,0.875,0.10126582278481013,0.31521739130434784,0.6847826086956522,86,1,8,52,13,41,12,72,64,30
00-0023564,D.Sproles,PHI,PHI,2016,RB,15,25,0,7,7,-0.79,4,0.2398,29.2,0.7419354838709677,0.4603174603174603,0.31746031746031744,0.3492063492063492,0.11853088480801335,0.056,0.06382978723404255,0.3333333333333333,4.379935608474036,NA,0.8888888888888888,0.2808988764044944,0.22826086956521738,0.6547619047619048,NA,0.46236559139784944,25,34,44,8,42,62,72,30,30,51
00-0031285,D.Freeman,ATL,ATL,2017,RB,14,25,0,7,7,-0.7,9,0.537,61.8,0.7272727272727273,0.8591549295774648,0.7887323943661971,0.8309859154929577,0.09631147540983606,0.206,0.061224489795918366,0.7777777777777778,5.573253760143958,NA,0.6338028169014085,0.8735632183908046,0.735632183908046,0.8395061728395061,NA,0.125,25,11,16,27,13,11,24,13,13,78
00-0032144,M.Gordon,DEN,DEN,2020,RB,15,26,0.6141,7,7,-35.03,10,0.5429,65.7,0.016666666666666666,0.826530612244898,0.7857142857142857,0.8877551020408163,0.07787610619469026,0.276,0.05581395348837209,0.6153846153846154,3.9718808541794624,0.1351353192439573,0.6326530612244898,0.5478260869565217,0.717948717948718,0.6634615384615384,0.5333333333333333,0.475,119,17,22,37,12,53,34,36,57,64
00-0036360,C.Edwards-Helaire,KC,KC,2021,RB,10,26,0.6003,7,7,-9.66,6,0.476,51.7,0.3619047619047619,0.7555555555555555,0.6444444444444445,0.7,0.06315789473684211,0.286,0.025210084033613446,1,3.759822360125377,-0.15402066480401222,0.4777777777777778,0.9504950495049505,0.9142857142857143,0.16666666666666666,0.49523809523809526,0.819047619047619,68,23,33,48,28,1,8,76,54,20
00-0036973,T.Etienne,JAX,JAX,2023,RB,17,26,0.5761,7,7,-23.07,12,0.6156,59.5,0.20454545454545456,0.8441558441558441,0.8961038961038961,0.7662337662337663,0.10977443609022557,0.171,0.03717472118959108,0.3333333333333333,4.4134114403873745,-0.29574135377364696,0.8311688311688312,0.19767441860465115,0.6547619047619048,0.40540540540540543,0.3522727272727273,0.375,71,13,9,14,19,63,30,45,58,56
00-0039363,I.Guerendo,SF,SF,2024,RB,15,26,0.5748,7,7,11.39,4,0.1944,28,0.8928571428571429,0.40789473684210525,0.23684210526315788,0.34210526315789475,0.030592734225621414,0.286,0.07142857142857142,0.5,3.5131277889637023,2.212255464405529,0.2894736842105263,0.36904761904761907,0.9036144578313253,0.8904109589041096,0.9761904761904762,0.8333333333333334,10,46,59,55,51,50,9,9,3,15
00-0032144,M.Gordon,LAC,LAC,2019,RB,12,26,0.565,7,7,-18.46,9,0.6136,51,0.21428571428571427,0.9135802469135802,0.8518518518518519,0.5925925925925926,0.11677282377919321,0.25,0.043209876543209874,0.6,4.328556544938225,-0.24799402159660747,0.8765432098765432,0.6881720430107527,0.7835051546391752,0.25842696629213485,0.32653061224489793,0.336734693877551,78,8,13,11,34,26,20,67,67,66
00-0027966,M.Ingram,NO,NO,2018,RB,12,26,0.5527,7,7,-14.65,7,0.3855,53.8,0.3068181818181818,0.7285714285714285,0.5142857142857142,0.6285714285714286,0.07277628032345014,0.214,0.050724637681159424,0.3333333333333333,3.7075090624575635,0.595777539372046,0.6142857142857143,0.19047619047619047,0.6941176470588235,0.4605263157894737,0.7727272727272727,0.7727272727272727,62,20,35,28,27,63,26,42,21,21
00-0030513,L.Murray,DEN,DEN,2022,RB,12,26,0.547,7,7,-17.24,5,0.5194,58.8,0.1956521739130435,0.6333333333333333,0.7333333333333333,0.7,0.07606263982102908,0.462,0.040697674418604654,0.5238095238095238,3.43470692273929,0.16723368991436457,0.5666666666666667,0.5824175824175825,0.9772727272727273,0.3291139240506329,0.5217391304347826,0.8369565217391305,75,22,17,27,19,38,2,54,44,15
00-0031057,K.Carey,CHI,CHI,2016,RB,11,26,0,7,7,-1.03,0,0.1185,11.5,0.7311827956989247,0,0.015873015873015872,0,0.016055045871559634,0,0.0625,NA,3.86,NA,0.09523809523809523,NA,0,0.6309523809523809,NA,0.7419354838709677,26,57,63,58,64,93,92,32,32,25
00-0032200,T.Montgomery,GB,GB,2017,RB,8,26,0,7,7,-0.93,4,0.3944,34.1,0.7159090909090909,0.7323943661971831,0.5492957746478874,0.4507042253521127,0.09904153354632587,0.2,0.014084507042253521,0.6,4.8378835978835975,NA,0.647887323943662,0.632183908045977,0.6666666666666666,0.037037037037037035,NA,0.375,26,16,33,26,40,28,26,78,78,56
00-0030288,R.Burkhead,NE,NE,2020,RB,10,27,0.6136,7,7,4.93,6,0.2114,27.4,0.85,0.7959183673469388,0.23469387755102042,0.35714285714285715,0.10443037974683544,0.231,0.04477611940298507,0.6428571428571429,3.5432480158730155,0.7247845289602148,0.8673469387755102,0.6173913043478261,0.6495726495726496,0.46153846153846156,0.8583333333333333,0.7666666666666667,19,20,76,14,64,45,42,57,18,29
00-0033045,E.Elliott,DAL,DAL,2021,RB,17,27,0.6002,7,7,-17.23,12,0.524,59.3,0.1523809523809524,0.8888888888888888,0.8333333333333334,0.8222222222222222,0.0948905109489051,0.244,0.025,0.6666666666666666,3.9446271609964576,-0.1596429351859769,0.7111111111111111,0.6831683168316832,0.8476190476190476,0.14444444444444443,0.47619047619047616,0.6285714285714286,90,11,16,27,17,30,17,78,56,40
00-0038611,C.Rodriguez,WAS,WAS,2024,RB,7,27,0.5726,7,7,9.08,2,0.1306,24.7,0.8571428571428571,0.42105263157894735,0.13157894736842105,0.2894736842105263,0.0031645569620253164,0.182,0.08571428571428572,0.8,2.597401800327332,1.680763510261956,0,0.9047619047619048,0.6746987951807228,0.9726027397260274,0.9166666666666666,0.9761904761904762,13,45,67,77,55,9,27,3,8,3
00-0037228,J.Warren,PIT,PIT,2023,RB,17,27,0.5692,7,7,-17.46,4,0.3197,46.1,0.3181818181818182,0.4155844155844156,0.4675324675324675,0.5584415584415584,0.13653136531365315,0.158,0.08053691275167785,0.2857142857142857,3.6812126774922387,1.5011744404194296,0.948051948051948,0.1511627906976744,0.5833333333333334,0.9459459459459459,0.9545454545454546,0.7840909090909091,61,45,42,5,35,73,36,5,5,20
00-0033856,L.Fournette,JAX,JAX,2019,RB,15,27,0.5562,7,7,-37.44,3,0.7451,76.8,0.04081632653061224,0.30864197530864196,0.9506172839506173,0.8888888888888888,0.16806722689075632,0.064,0.04887218045112782,0.4782608695652174,4.128235691896183,0.2352341818831954,0.9629629629629629,0.41935483870967744,0.18556701030927836,0.47191011235955055,0.5816326530612245,0.5306122448979592,95,57,5,4,10,55,80,48,42,47
00-0033893,D.Cook,MIN,MIN,2018,RB,11,27,0.5447,7,7,-17.17,4,0.5429,55.9,0.25,0.4857142857142857,0.8,0.6857142857142857,0.11448598130841121,0.062,0.06766917293233082,0.375,4.60198316767127,-0.0857624647374916,0.8,0.30952380952380953,0.18823529411764706,0.6973684210526315,0.4772727272727273,0.32954545454545453,67,37,15,15,23,59,70,24,47,60
00-0031687,R.Mostert,MIA,MIA,2022,RB,16,27,0.5398,7,7,0.45,5,0.5142,55.7,0.6630434782608695,0.35,0.7166666666666667,0.6166666666666667,0.07304347826086957,0.095,0.049723756906077346,0.3333333333333333,3.8345684909628823,0.10491076814438906,0.5333333333333333,0.17582417582417584,0.32954545454545453,0.5063291139240507,0.44565217391304346,0.6521739130434783,32,40,18,29,24,73,60,40,52,33
00-0031599,Unknown,CAR,CAR,2016,RB,NA,27,0,7,7,-1.32,2,0,0,0.7204301075268817,NA,NA,NA,NA,0.667,NA,0,3.8935093867334167,NA,NA,0,1,NA,NA,0.7204301075268817,27,71,71,71,71,88,1,86,86,27
00-0033280,C.McCaffrey,CAR,CAR,2017,RB,16,27,0,7,7,-1.49,7,0.2474,27.2,0.7045454545454546,0.6901408450704225,0.30985915492957744,0.30985915492957744,0.21082089552238806,0.133,0.03418803418803419,0.6,4.601238940076798,NA,1,0.632183908045977,0.4482758620689655,0.3950617283950617,NA,0.3977272727272727,27,23,50,1,50,29,49,50,50,54
00-0035700,J.Jacobs,LV,LV,2020,RB,15,28,0.6025,7,7,-32.78,12,0.6439,71,0.03333333333333333,0.9387755102040817,0.9591836734693877,0.9183673469387755,0.08538899430740038,0.169,0.03663003663003663,0.4444444444444444,4.191635237306925,-0.01929125116212805,0.6836734693877551,0.3391304347826087,0.5042735042735043,0.3269230769230769,0.4583333333333333,0.35833333333333334,117,7,5,32,9,76,59,71,66,78
00-0035685,D.Montgomery,CHI,CHI,2021,RB,13,28,0.595,7,7,-16.33,7,0.6657,65.3,0.17142857142857143,0.7111111111111111,0.9444444444444444,0.8888888888888888,0.10602910602910603,0.163,0.03111111111111111,0.47058823529411764,4.129390775887017,-0.29761496420383593,0.8777777777777778,0.3465346534653465,0.6,0.3,0.3904761904761905,0.5523809523809524,88,27,6,12,11,67,43,64,65,48
00-0037256,R.White,TB,TB,2024,RB,16,28,0.5708,7,7,-4.48,9,0.3303,38.3,0.5714285714285714,0.7631578947368421,0.4868421052631579,0.5526315789473685,0.09913043478260869,0.143,0.034722222222222224,0.6470588235294118,4.5107791272098865,0.3427363461394224,0.8026315789473685,0.7380952380952381,0.3855421686746988,0.3013698630136986,0.6309523809523809,0.3333333333333333,37,19,40,16,35,23,46,52,32,57
