fantasy_player_id,fantasy_player_name,team,posteam,season,player_position,numGames,myRankNum,myRank,rbTier,tier,totalEPA,totalTD,run_share,YPG,EPA_rank,td_rank,run_rank,YPG_rank,tgt_share,conversion,explosive_rate,third_down_rate,avg_eff,avg_RYOE_perAtt,tgt_rank,third_rank,conversion_rank,explosive_rank,RYOE_rank,eff_rank,EPA_rank_num,td_rank_num,run_rank_num,tgt_rank_num,YPG_rank_num,third_rank_num,conversion_rank_num,explosive_rank_num,RYOE_rank_num,eff_rank_num
00-0034975,J.Hill,BAL,BAL,2023,RB,16,48,0.4224,8,8,-3.92,4,0.1707,24.2,0.6363636363636364,0.45454545454545453,0.16883116883116883,0.33766233766233766,0.078,0.125,0.047619047619047616,0.5,5.213025523764854,-0.4761979846405888,0.6493506493506493,0.47674418604651164,0.38095238095238093,0.6621621621621622,0.25,0.18181818181818182,33,42,65,28,52,37,50,26,67,73
00-0032782,W.Smallwood,PHI,PHI,2018,RB,16,48,0.4114,8,8,11.93,5,0.2251,22.9,0.875,0.4,0.3142857142857143,0.18571428571428572,0.054945054945054944,0.188,0.011363636363636364,0.5,3.9351967827307726,-0.3385428044958609,0.4714285714285714,0.5476190476190477,0.5411764705882353,0,0.375,0.6818181818181818,12,42,49,38,58,30,39,77,56,29
00-0033923,K.Hunt,CLE,CLE,2022,RB,17,48,0.3393,8,8,-14.03,4,0.237,27.5,0.2391304347826087,0.25,0.23333333333333334,0.2833333333333333,0.07586206896551724,0.08,0.04065040650406504,0.42857142857142855,3.97350024291319,0.26465168803267325,0.55,0.31868131868131866,0.23863636363636365,0.31645569620253167,0.5869565217391305,0.5543478260869565,71,46,47,28,44,63,68,55,39,42
00-0032144,M.Gordon,LAC,LAC,2016,RB,NA,48,0,8,8,-5.55,12,0,0,0.4946236559139785,NA,NA,NA,NA,0.192,0.06299212598425197,0.65,4.440830511011635,NA,NA,0.797752808988764,0.717391304347826,0.6428571428571429,NA,0.41935483870967744,48,76,76,76,76,19,27,31,31,55
00-0030860,O.Darkwa,NYG,NYG,2017,RB,NA,48,0,8,8,-9.32,5,0,0,0.4659090909090909,NA,NA,NA,NA,0.13,0.05813953488372093,0.6,3.754862298732059,NA,NA,0.632183908045977,0.4367816091954023,0.8024691358024691,NA,0.7954545454545454,48,81,81,81,81,31,50,17,17,19
00-0036251,Z.Moss,BUF,BUF,2020,RB,13,49,0.5224,8,8,-7.01,5,0.3511,37,0.35,0.6020408163265306,0.47959183673469385,0.4489795918367347,0.03571428571428571,0.138,0.03571428571428571,0.75,3.5038114208738445,0.7540543941947367,0.20408163265306123,0.7739130434782608,0.37606837606837606,0.28846153846153844,0.8666666666666667,0.7916666666666666,79,39,52,79,55,21,73,74,17,26
00-0036924,Mi.Carter,NYJ,NYJ,2021,RB,14,49,0.5029,8,8,-11.91,4,0.479,45.6,0.2571428571428571,0.4666666666666667,0.6666666666666666,0.5,0.10054844606946983,0.154,0.033783783783783786,0.7142857142857143,4.297024596503698,0.07127268492749758,0.7555555555555555,0.7722772277227723,0.47619047619047616,0.34444444444444444,0.5714285714285714,0.37142857142857144,78,48,26,18,41,19,49,55,41,62
00-0032187,D.Johnson,ARI,ARI,2019,RB,13,49,0.4431,8,8,-13.07,7,0.2814,26.5,0.29591836734693877,0.7283950617283951,0.2962962962962963,0.2222222222222222,0.0951417004048583,0.118,0.05319148936170213,0.6,4.014747251576472,-0.5817891671381682,0.7901234567901234,0.6881720430107527,0.3917525773195876,0.6067415730337079,0.21428571428571427,0.6020408163265306,70,23,58,18,64,28,59,36,78,40
00-0039032,T.Spears,TEN,TEN,2024,RB,12,49,0.4329,8,8,-6.35,5,0.2897,26,0.5119047619047619,0.6447368421052632,0.42105263157894735,0.3157894736842105,0.08641975308641975,0.333,0.023809523809523808,0.5,4.730347478382566,-0.1790611698462173,0.6842105263157895,0.36904761904761907,0.927710843373494,0.1643835616438356,0.35714285714285715,0.25,42,28,45,25,52,51,5,62,55,64
00-0039165,Z.Charbonnet,SEA,SEA,2023,RB,16,49,0.4051,8,8,-11.81,1,0.3158,28.9,0.4431818181818182,0.1038961038961039,0.45454545454545453,0.42857142857142855,0.06825938566552901,0.045,0.046296296296296294,0.6,4.336625495072304,-0.5897584170670731,0.5584415584415584,0.7790697674418605,0.17857142857142858,0.5945945945945946,0.2159090909090909,0.4318181818181818,50,70,43,35,45,16,70,31,70,51
00-0034400,J.Wilkins,IND,IND,2018,RB,13,49,0.3993,8,8,-7.41,1,0.1554,25.8,0.4318181818181818,0.08571428571428572,0.15714285714285714,0.2857142857142857,0.027149321266968326,0.2,0.1,0.6,4.030270491803279,0.31080494781228085,0.14285714285714285,0.7619047619047619,0.6,0.9210526315789473,0.6590909090909091,0.6022727272727273,51,65,60,61,51,20,30,7,31,36
00-0035831,J.Robinson,NYJ,NYJ,2022,RB,4,49,0.3346,8,8,-6.9,1,0.3053,21.2,0.41304347826086957,0.2833333333333333,0.38333333333333336,0.16666666666666666,0.01935483870967742,0.053,0.045454545454545456,0.36363636363636365,3.956648798736666,-0.09213023726994884,0.1,0.23076923076923078,0.1590909090909091,0.4430379746835443,0.33695652173913043,0.5652173913043478,55,44,38,55,51,69,74,44,61,40
00-0024242,D.Williams,PIT,PIT,2016,RB,9,49,0,8,8,-5.8,6,0.4851,38.1,0.4838709677419355,0.8253968253968254,0.6507936507936508,0.5396825396825397,0.07520891364902507,0.4,0.030612244897959183,0.6,5.0526113263367565,NA,0.47619047619047616,0.7191011235955056,0.9565217391304348,0.2619047619047619,NA,0.1935483870967742,49,12,23,34,30,25,3,63,63,76
00-0032764,D.Henry,TEN,TEN,2017,RB,16,49,0,8,8,-9.73,6,0.4093,46.5,0.45454545454545453,0.5492957746478874,0.5915492957746479,0.704225352112676,0.03207547169811321,0.111,0.045454545454545456,0.5,5.160390830169428,NA,0.2112676056338028,0.39080459770114945,0.3563218390804598,0.5308641975308642,NA,0.25,49,31,30,57,22,47,56,39,39,67
00-0031045,C.Hyde,SEA,SEA,2020,RB,10,50,0.5074,8,8,-0.28,4,0.3057,35.6,0.675,0.6224489795918368,0.37755102040816324,0.41836734693877553,0.05361930294906166,0.167,0.09876543209876543,0.4,5.807886445429725,-0.48710038035272185,0.4489795918367347,0.28695652173913044,0.47863247863247865,0.9807692307692307,0.2833333333333333,0.09166666666666666,40,36,62,55,58,81,62,3,87,110
00-0036924,M.Carter,NYJ,NYJ,2021,RB,14,50,0.5029,8,8,-11.91,4,0.479,45.6,0.2571428571428571,0.4666666666666667,0.6666666666666666,0.5,0.10054844606946983,0.154,0.033783783783783786,0.7142857142857143,4.297024596503698,0.07127268492749758,0.7555555555555555,0.7722772277227723,0.47619047619047616,0.34444444444444444,0.5714285714285714,0.37142857142857144,79,49,27,19,42,20,50,56,42,63
00-0035685,D.Montgomery,CHI,CHI,2019,RB,16,50,0.4361,8,8,-43.22,7,0.6221,55.6,0.02040816326530612,0.5679012345679012,0.8641975308641975,0.6666666666666666,0.056179775280898875,0.182,0.02066115702479339,0.4117647058823529,4.496583564989573,-0.3136585877523207,0.49382716049382713,0.3118279569892473,0.5567010309278351,0.0898876404494382,0.30612244897959184,0.25510204081632654,97,36,12,42,28,65,44,82,69,74
00-0038794,J.McLaughlin,DEN,DEN,2024,RB,16,50,0.4256,8,8,-12.25,3,0.2671,31,0.34523809523809523,0.2894736842105263,0.3684210526315789,0.4605263157894737,0.04891304347826087,0.067,0.04424778761061947,0.6666666666666666,4.7749522839116105,0.1575785384286938,0.4342105263157895,0.7738095238095238,0.14457831325301204,0.5342465753424658,0.5238095238095238,0.23809523809523808,56,55,49,44,42,17,71,35,41,65
00-0037263,T.Allgeier,ATL,ATL,2023,RB,17,50,0.4019,8,8,-18.58,5,0.3638,40.2,0.2840909090909091,0.5324675324675324,0.4935064935064935,0.5064935064935064,0.0421792618629174,0.081,0.016042780748663103,0.5789473684210527,4.747074021919295,-0.3438570893123228,0.36363636363636365,0.7325581395348837,0.2976190476190476,0.06756756756756757,0.32954545454545453,0.2727272727272727,64,36,40,50,39,24,60,70,60,65
00-0032450,D.Washington,NO,NO,2018,RB,4,50,0.3908,8,8,-1.21,0,0.0698,38.5,0.6136363636363636,0,0,0.5142857142857142,0,NA,0.18518518518518517,0,3.3981924743892833,0.5897489698871659,0,0,NA,1,0.7613636363636364,0.9090909090909091,35,68,71,71,35,79,87,1,22,9
00-0036370,J.Kelley,LAC,LAC,2022,RB,13,50,0.314,8,8,-3.04,2,0.2285,22.1,0.532608695652174,0.16666666666666666,0.21666666666666667,0.18333333333333332,0.04325259515570934,0.143,0.028985507246376812,0.6666666666666666,4.079149659863945,-0.1806887821986099,0.3333333333333333,0.7692307692307693,0.5113636363636364,0.1518987341772152,0.2717391304347826,0.4673913043478261,44,50,48,41,50,18,41,68,68,50
00-0030547,Unknown,JAX,JAX,2016,RB,6,50,0,8,8,-6.56,0,0.1297,24,0.4731182795698925,0,0.031746031746031744,0.2698412698412698,0.009107468123861567,NA,NA,0.3333333333333333,4.664240445089501,NA,0.031746031746031744,0.2808988764044944,NA,NA,NA,0.3225806451612903,50,63,62,62,47,63,94,94,94,64
00-0033856,L.Fournette,JAX,JAX,2017,RB,13,50,0,8,8,-9.8,10,0.6708,80,0.4431818181818182,0.9295774647887324,0.9014084507042254,0.9295774647887324,0.10457516339869281,0.233,0.02973977695167286,0.5,4.517235772562647,NA,0.676056338028169,0.39080459770114945,0.8045977011494253,0.2345679012345679,NA,0.4318181818181818,50,6,8,24,6,44,18,63,63,51
00-0036919,K.Gainwell,PHI,PHI,2021,RB,16,51,0.4942,8,8,7.16,6,0.1402,18.3,0.8761904761904762,0.5777777777777777,0.12222222222222222,0.17777777777777778,0.1,0.385,0.028985507246376812,0.6923076923076923,4.225147198480532,0.3311467189775094,0.7444444444444445,0.7326732673267327,0.9904761904761905,0.2222222222222222,0.7904761904761904,0.4666666666666667,14,38,80,24,75,28,2,71,23,57
00-0035261,T.Pollard,DAL,DAL,2020,RB,16,51,0.4892,8,8,-7.01,5,0.2354,27.2,0.35833333333333334,0.4897959183673469,0.2857142857142857,0.3469387755102041,0.05865102639296188,0.143,0.04950495049504951,0.6666666666666666,3.9363197997775305,0.90970853898354,0.5204081632653061,0.6260869565217392,0.39316239316239315,0.5769230769230769,0.9166666666666666,0.5,78,50,71,48,65,41,70,45,11,61
00-0034400,J.Wilkins,IND,IND,2019,RB,13,51,0.4361,8,8,4.74,2,0.1288,23.6,0.7959183673469388,0.20987654320987653,0.07407407407407407,0.20987654320987653,0.022494887525562373,0.182,0.0784313725490196,1,4.305531914893617,-0.48251598066453477,0.18518518518518517,0.967741935483871,0.5567010309278351,0.9101123595505618,0.24489795918367346,0.35714285714285715,21,65,76,67,65,2,43,9,75,64
00-0037197,I.Pacheco,KC,KC,2024,RB,7,51,0.4112,8,8,-15.52,1,0.494,44.3,0.27380952380952384,0.21052631578947367,0.6973684210526315,0.5921052631578947,0.05947955390334572,0.1,0.012048192771084338,0.5555555555555556,3.965285511363636,-0.25687185488246966,0.4868421052631579,0.5119047619047619,0.27710843373493976,0.0273972602739726,0.3333333333333333,0.5833333333333334,62,61,24,40,32,39,60,72,57,36
00-0036919,K.Gainwell,PHI,PHI,2023,RB,16,51,0.3929,8,8,-9.08,2,0.1876,22.9,0.48863636363636365,0.2077922077922078,0.24675324675324675,0.2727272727272727,0.0642361111111111,0.08,0.047058823529411764,0.375,3.6400925925925933,-0.17818352595366804,0.4805194805194805,0.32558139534883723,0.27380952380952384,0.6486486486486487,0.4318181818181818,0.8181818181818182,46,60,59,41,57,59,62,27,51,17
00-0029141,A.Morris,SF,SF,2018,RB,12,51,0.3822,8,8,-19.62,2,0.3394,35.7,0.19318181818181818,0.2,0.45714285714285713,0.45714285714285713,0.030660377358490566,0.077,0.036036036036036036,0.7777777777777778,4.0395235033433465,-0.138153377126451,0.18571428571428572,0.9047619047619048,0.21176470588235294,0.2631578947368421,0.4318181818181818,0.5909090909090909,72,56,39,58,39,9,68,57,51,37
00-0036425,D.Dallas,SEA,SEA,2022,RB,14,51,0.3113,8,8,3.2,0,0.0909,13.3,0.75,0,0.05,0.08333333333333333,0.035580524344569285,0,0.08571428571428572,0.5,4.237297297297297,-1.237705034054499,0.21666666666666667,0.4725274725274725,0,0.9240506329113924,0.09782608695652174,0.31521739130434784,24,57,58,48,56,44,82,7,84,64
00-0030668,C.West,KC,KC,2016,RB,NA,51,0,8,8,-7.44,3,0,0,0.46236559139784944,NA,NA,NA,NA,0.067,0.03409090909090909,0.45454545454545453,4.939881959717737,NA,NA,0.43820224719101125,0.2391304347826087,0.35714285714285715,NA,0.21505376344086022,51,77,77,77,77,51,71,55,55,74
00-0026184,M.Forte,NYJ,NYJ,2017,RB,12,51,0,8,8,-10.14,3,0.3131,31.8,0.4318181818181818,0.3380281690140845,0.4647887323943662,0.39436619718309857,0.1125,0.182,0.02912621359223301,0,3.921715059985387,NA,0.7464788732394366,0,0.6206896551724138,0.2222222222222222,NA,0.6477272727272727,51,47,39,19,44,82,34,64,64,32
00-0030513,L.Murray,BAL,BAL,2021,RB,14,52,0.4792,8,8,-7.38,6,0.2847,35.8,0.41904761904761906,0.6555555555555556,0.3333333333333333,0.37777777777777777,0.02443609022556391,0.227,0.03361344537815126,0.6,3.8323740836468647,0.3046524949975758,0.12222222222222222,0.5742574257425742,0.8095238095238095,0.3333333333333333,0.7428571428571429,0.7523809523809524,62,32,61,80,57,42,21,61,28,27
00-0032241,T.Gurley,ATL,ATL,2020,RB,15,52,0.4761,8,8,-18.55,9,0.5285,45.2,0.11666666666666667,0.7959183673469388,0.7653061224489796,0.5408163265306123,0.0554675118858954,0.151,0.02564102564102564,0.5454545454545454,4.909352841871894,-0.18567572489955272,0.5,0.4608695652173913,0.452991452991453,0.15384615384615385,0.4,0.16666666666666666,107,21,24,50,46,62,65,89,73,101
00-0031285,D.Freeman,ATL,ATL,2019,RB,14,52,0.4308,8,8,-46.47,6,0.5974,46.9,0.01020408163265306,0.5185185185185185,0.8148148148148148,0.5555555555555556,0.10920436817472699,0.091,0.02717391304347826,0.8,4.798065012536701,-1.18473562164003,0.8395061728395061,0.8602150537634409,0.23711340206185566,0.11235955056179775,0.05102040816326531,0.15306122448979592,98,40,16,14,37,14,73,80,94,84
00-0037228,J.Warren,PIT,PIT,2024,RB,15,52,0.4052,8,8,-12.54,1,0.2592,34.1,0.3333333333333333,0.13157894736842105,0.35526315789473684,0.5131578947368421,0.09812108559498957,0.059,0.03333333333333333,0.5454545454545454,3.712447695901668,0.089624425146436107,0.7894736842105263,0.5,0.13253012048192772,0.2602739726027397,0.47619047619047616,0.75,57,66,50,17,38,43,73,54,45,22
00-0038597,C.Brown,CIN,CIN,2023,RB,11,52,0.3876,8,8,-2.58,1,0.1654,16.3,0.7045454545454546,0.18181818181818182,0.15584415584415584,0.12987012987012986,0.03184713375796178,0,0.09090909090909091,0,4.807906976744186,0.8956121464101353,0.22077922077922077,0,0,0.972972972972973,0.9204545454545454,0.22727272727272727,27,64,66,61,68,83,81,3,8,69
00-0033295,E.McGuire,NYJ,NYJ,2018,RB,8,52,0.3791,8,8,-30.32,4,0.4946,34.5,0.06818181818181818,0.6285714285714286,0.6857142857142857,0.42857142857142855,0.10580204778156997,0.2,0.021739130434782608,0.4444444444444444,5.887323385345654,-0.6469383118158246,0.7714285714285715,0.4880952380952381,0.6,0.039473684210526314,0.18181818181818182,0.045454545454545456,83,27,23,17,41,44,33,74,73,85
00-0036924,Mi.Carter,NYJ,NYJ,2022,RB,16,52,0.2955,8,8,-26.18,3,0.3081,25.1,0.10869565217391304,0.21666666666666667,0.4,0.26666666666666666,0.08852459016393442,0.15,0.05263157894736842,0.2857142857142857,5.069134475306998,-0.3075490626632973,0.7166666666666667,0.14285714285714285,0.5909090909090909,0.5569620253164557,0.20652173913043478,0.11956521739130435,83,48,37,18,45,79,36,35,74,82
00-0032371,R.Kelley,WAS,WAS,2016,RB,NA,52,0,8,8,-7.8,7,0,0,0.45161290322580644,NA,NA,NA,NA,0.147,0.05357142857142857,0.6666666666666666,4.395236211030231,NA,NA,0.8089887640449438,0.532608695652174,0.5476190476190477,NA,0.45161290322580644,52,78,78,78,78,16,43,39,39,52
00-0032187,Unknown,ARI,ARI,2017,RB,NA,52,0,8,8,-10.73,0,0,0,0.42045454545454547,NA,NA,NA,NA,0,NA,0,8.399565217391304,NA,NA,0,0,NA,NA,0,52,82,82,82,82,88,87,87,87,89
00-0033950,W.Gallman,NYG,NYG,2020,RB,15,53,0.4745,8,8,-1.85,1,0.405,45.5,0.5666666666666667,0.12244897959183673,0.5408163265306123,0.5510204081632653,0.051233396584440226,0.316,0.047619047619047616,0.2,3.204817174727168,0.5658184946130491,0.3673469387755102,0.043478260869565216,0.8547008547008547,0.49038461538461536,0.7583333333333333,0.8833333333333333,50,84,43,60,42,108,15,51,27,12
00-0034845,S.Michel,LA,LA,2021,RB,17,53,0.4738,8,8,-29.71,5,0.5161,49.7,0.06666666666666667,0.5222222222222223,0.8,0.6555555555555556,0.0514820592823713,0.087,0.038461538461538464,0.38095238095238093,4.3313886282737695,-0.16943200832127478,0.35555555555555557,0.2871287128712871,0.22857142857142856,0.4888888888888889,0.45714285714285713,0.3333333333333333,99,44,19,59,32,73,82,47,58,71
00-0035217,B.Snell,PIT,PIT,2019,RB,11,53,0.4267,8,8,-0.86,0,0.3418,38.7,0.6428571428571429,0,0.37037037037037035,0.37037037037037035,0.009569377990430622,0.091,0.046296296296296294,0.8888888888888888,4.181683805154803,0.5982876415626567,0,0.8817204301075269,0.23711340206185566,0.34831460674157305,0.7448979591836735,0.41836734693877553,33,76,49,79,49,9,69,56,23,55
00-0034791,N.Chubb,CLE,CLE,2024,RB,8,53,0.4007,8,8,-36.89,4,0.5604,41.5,0.03571428571428571,0.6973684210526315,0.7763157894736842,0.5789473684210527,0.029023746701846966,0.167,0.0196078431372549,0.1111111111111111,4.827591803946853,-0.13649125685960356,0.27631578947368424,0.07142857142857142,0.5783132530120482,0.136986301369863,0.38095238095238093,0.21428571428571427,82,24,18,56,33,79,36,64,53,67
00-0036328,A.Gibson,WAS,WAS,2023,RB,16,53,0.3868,8,8,-5.87,3,0.1976,16.6,0.5568181818181818,0.35064935064935066,0.2857142857142857,0.14285714285714285,0.09021406727828746,0.111,0.015384615384615385,0.6,4.344285714285714,0.25681326957817563,0.7142857142857143,0.7790697674418605,0.35714285714285715,0.05405405405405406,0.6477272727272727,0.4090909090909091,40,50,56,23,67,18,55,71,32,53
00-0030414,S.Ware,KC,KC,2018,RB,13,53,0.3733,8,8,13.17,2,0.1629,18.9,0.8977272727272727,0.18571428571428572,0.2,0.1,0.04554455445544554,0.167,0.058823529411764705,0.3333333333333333,4.148448226950355,-0.4867669136186137,0.34285714285714286,0.19047619047619047,0.4823529411764706,0.5789473684210527,0.3068181818181818,0.5340909090909091,10,58,57,47,64,69,45,33,62,42
00-0034681,C.Edmonds,DEN,DEN,2022,RB,5,53,0.2429,8,8,-0.09,0,0.1955,25,0.6413043478260869,0,0.18333333333333332,0.25,0.03664921465968586,0.333,0.04411764705882353,0.25,7.268400000000001,-2.890864163165737,0.26666666666666666,0.0989010989010989,0.9318181818181818,0.4177215189873418,0,0.03260869565217391,34,58,50,45,46,81,6,46,92,89
00-0032417,P.Perkins,NYG,NYG,2016,RB,13,53,0,8,8,-8.14,0,0.3404,35.1,0.44086021505376344,0,0.47619047619047616,0.47619047619047616,0.043875685557586835,0,0.026785714285714284,0.5,3.996197548756345,NA,0.30158730158730157,0.48314606741573035,0,0.16666666666666666,NA,0.6666666666666666,53,64,34,45,34,37,79,71,71,32
00-0031375,Unknown,BAL,BAL,2017,RB,5,53,0,8,8,-11.89,2,0.2667,27.6,0.4090909090909091,0.6056338028169014,0.352112676056338,0.323943661971831,0.025,0.333,NA,0.6666666666666666,4.18525,NA,0.1267605633802817,0.7701149425287356,0.896551724137931,NA,NA,0.5454545454545454,53,29,47,63,49,21,8,84,84,41
00-0033950,W.Gallman Jr.,NYG,NYG,2020,RB,15,54,0.4745,8,8,-1.85,1,0.405,45.5,0.5666666666666667,0.12244897959183673,0.5408163265306123,0.5510204081632653,0.051233396584440226,0.316,0.047619047619047616,0.2,3.204817174727168,0.5658184946130491,0.3673469387755102,0.043478260869565216,0.8547008547008547,0.49038461538461536,0.7583333333333333,0.8833333333333333,51,85,44,61,43,109,16,52,28,13
00-0034844,S.Barkley,NYG,NYG,2021,RB,13,54,0.4613,8,8,-24.09,4,0.5094,45.6,0.10476190476190476,0.5333333333333333,0.7888888888888889,0.4888888888888889,0.1192468619246862,0.167,0.030864197530864196,0.4666666666666667,4.369414207130484,-0.32667575996810966,0.9111111111111111,0.33663366336633666,0.6095238095238096,0.28888888888888886,0.37142857142857144,0.3142857142857143,95,43,20,9,47,68,41,65,67,73
00-0035217,B.Snell Jr.,PIT,PIT,2019,RB,11,54,0.4267,8,8,-0.86,0,0.3418,38.7,0.6428571428571429,0,0.37037037037037035,0.37037037037037035,0.009569377990430622,0.091,0.046296296296296294,0.8888888888888888,4.181683805154803,0.5982876415626567,0,0.8817204301075269,0.23711340206185566,0.34831460674157305,0.7448979591836735,0.41836734693877553,34,77,50,80,50,10,70,57,24,56
00-0035250,D.Singletary,NYG,NYG,2024,RB,15,54,0.3882,8,8,-22.39,5,0.3247,29.1,0.17857142857142858,0.4868421052631579,0.47368421052631576,0.35526315789473684,0.042704626334519574,0.364,0.035398230088495575,0.7142857142857143,4.975060613297684,-0.29215916171413636,0.3815789473684211,0.8571428571428571,0.9759036144578314,0.3424657534246575,0.30952380952380953,0.16666666666666666,70,40,41,48,50,13,3,48,59,71
00-0033045,E.Elliott,NE,NE,2023,RB,17,54,0.3866,8,8,-37.39,5,0.4477,37.8,0.09090909090909091,0.5324675324675324,0.6103896103896104,0.4935064935064935,0.10743801652892562,0.136,0.005434782608695652,0.29411764705882354,4.216996987282935,-0.2999893297174545,0.7922077922077922,0.1744186046511628,0.47619047619047616,0,0.3409090909090909,0.48863636363636365,81,37,31,17,40,72,45,75,59,46
00-0034799,K.Ballage,MIA,MIA,2018,RB,11,54,0.3675,8,8,-16.16,2,0.1379,17.4,0.2727272727272727,0.24285714285714285,0.12857142857142856,0.08571428571428572,0.028871391076115485,0,0.05555555555555555,0.5,2.5122677737415673,2.4159919275286654,0.15714285714285714,0.5476190476190477,0,0.5131578947368421,0.9886363636363636,1,65,54,62,60,65,34,75,38,2,1
00-0035806,J.Hasty,JAX,JAX,2022,RB,16,54,0.2247,8,8,-1.43,3,0.105,12.1,0.5978260869565217,0.21666666666666667,0.1,0.05,0.041401273885350316,0.125,0.021739130434782608,0.4,5.585979437229438,-0.8793132864444224,0.3,0.2857142857142857,0.4318181818181818,0.0759493670886076,0.13043478260869565,0.08695652173913043,38,47,55,43,58,65,51,74,81,85
00-0032257,D.Johnson,CLE,CLE,2016,RB,16,54,0,8,8,-8.46,1,0.2098,22.4,0.3978494623655914,0.14285714285714285,0.1111111111111111,0.12698412698412698,0.11653543307086614,0.143,0.0958904109589041,0.2857142857142857,2.7527536231884056,NA,0.7619047619047619,0.14606741573033707,0.3695652173913043,0.8809523809523809,NA,0.9032258064516129,54,52,50,9,49,69,48,4,4,3
00-0033045,E.Elliott,DAL,DAL,2017,RB,10,54,0,8,8,-12.27,10,0.7908,98.3,0.3977272727272727,0.9859154929577465,0.971830985915493,1,0.11176470588235295,0.15,0.03305785123966942,0.5625,4.025393451937704,NA,0.7323943661971831,0.5747126436781609,0.5517241379310345,0.3333333333333333,NA,0.625,54,2,3,20,1,38,39,55,55,34
00-0033950,W.Gallman,NYG,NYG,2020,RB,15,55,0.4745,8,8,-1.85,1,0.405,45.5,0.5666666666666667,0.12244897959183673,0.5408163265306123,0.5510204081632653,0.051233396584440226,0.316,0.047619047619047616,0.2,3.204817174727168,0.5658184946130491,0.3673469387755102,0.043478260869565216,0.8547008547008547,0.49038461538461536,0.7583333333333333,0.8833333333333333,52,86,45,62,44,110,17,53,29,14
00-0036457,T.Williams,BAL,BAL,2021,RB,8,55,0.4587,8,8,0.44,2,0.0871,23.1,0.780952380952381,0.3888888888888889,0.03333333333333333,0.2111111111111111,0.0234375,0.2,0.08571428571428572,0,3.3393506493506493,1.4342932327436595,0.1111111111111111,0,0.7238095238095238,0.9666666666666667,0.9714285714285714,0.9428571428571428,24,50,88,81,72,99,30,4,4,7
00-0035217,B.Snell,PIT,PIT,2019,RB,11,55,0.4267,8,8,-0.86,0,0.3418,38.7,0.6428571428571429,0,0.37037037037037035,0.37037037037037035,0.009569377990430622,0.091,0.046296296296296294,0.8888888888888888,4.181683805154803,0.5982876415626567,0,0.8817204301075269,0.23711340206185566,0.34831460674157305,0.7448979591836735,0.41836734693877553,35,78,51,81,51,11,71,58,25,57
00-0036265,A.Dillon,GB,GB,2023,RB,15,55,0.3773,8,8,-17.72,2,0.4588,40.9,0.3068181818181818,0.2597402597402597,0.6233766233766234,0.5194805194805194,0.05204460966542751,0.056,0.016853932584269662,0.5882352941176471,4.791349181338398,-0.6333852653408081,0.4155844155844156,0.7674418604651163,0.19047619047619047,0.0945945945945946,0.19318181818181818,0.25,62,58,30,46,38,21,69,68,72,67
00-0039794,B.Allen,NYJ,NYJ,2024,RB,17,55,0.3749,8,8,-2.88,3,0.2548,19.6,0.6190476190476191,0.2631578947368421,0.34210526315789475,0.17105263157894737,0.04134762633996937,0.182,0.010869565217391304,0.9166666666666666,4.023945233871579,-0.373317650935198,0.3684210526315789,0.9285714285714286,0.6746987951807228,0.0136986301369863,0.27380952380952384,0.5357142857142857,33,57,51,49,64,7,26,73,62,40
00-0031599,C.Artis-Payne,CAR,CAR,2018,RB,6,55,0.366,8,8,-1.57,1,0.083,11.5,0.6022727272727273,0.2,0.014285714285714285,0.05714285714285714,0.011235955056179775,0.2,0.05263157894736842,1,4.628928571428572,0.3498718072054481,0.02857142857142857,0.9880952380952381,0.6,0.5,0.6818181818181818,0.3068181818181818,36,55,70,69,67,2,28,39,29,62
00-0032975,J.Williams,WAS,WAS,2022,RB,8,55,0.2049,8,8,-10.61,0,0.0956,19,0.29347826086956524,0,0.06666666666666667,0.15,0.02066115702479339,0,0.05405405405405406,0.5,6.3628125,-1.4999123510057213,0.11666666666666667,0.4725274725274725,0,0.6329113924050633,0.06521739130434782,0.05434782608695652,66,59,57,54,52,43,81,30,87,88
00-0032257,D.Johnson Jr.,CLE,CLE,2016,RB,16,55,0,8,8,-8.46,1,0.2098,22.4,0.3978494623655914,0.14285714285714285,0.1111111111111111,0.12698412698412698,0.11653543307086614,0.143,0.0958904109589041,0.2857142857142857,2.7527536231884056,NA,0.7619047619047619,0.14606741573033707,0.3695652173913043,0.8809523809523809,NA,0.9032258064516129,55,53,51,10,50,70,49,5,5,4
00-0030874,D.Williams,MIA,MIA,2017,RB,11,55,0,8,8,-13.36,1,0.1933,16.5,0.38636363636363635,0.11267605633802817,0.09859154929577464,0.028169014084507043,0.06588235294117648,0,0.021739130434782608,0.125,2.485384615384616,NA,0.4507042253521127,0.11494252873563218,0,0.08641975308641975,NA,1,55,64,65,40,70,78,84,75,75,1
00-0033950,W.Gallman Jr.,NYG,NYG,2020,RB,15,56,0.4745,8,8,-1.85,1,0.405,45.5,0.5666666666666667,0.12244897959183673,0.5408163265306123,0.5510204081632653,0.051233396584440226,0.316,0.047619047619047616,0.2,3.204817174727168,0.5658184946130491,0.3673469387755102,0.043478260869565216,0.8547008547008547,0.49038461538461536,0.7583333333333333,0.8833333333333333,53,87,46,63,45,111,18,54,30,15
