"player_id","full_name","position","position_group","team","jersey_number","height","weight","years_exp","status","college","player_display_name.x","games","completions","attempts","passing_yards","passing_tds","interceptions","carries","rushing_yards","rushing_tds","receptions","targets","receiving_yards","receiving_tds","fantasy_points_ppr","passer_player_name","passing_epa_total","passing_epa_per_play","passing_plays","rusher_player_name","rushing_epa_total","rushing_epa_per_play","rushing_plays","receiver_player_name","receiving_epa_total","receiving_epa_per_play","receiving_plays","player_display_name.y","avg_time_to_throw","avg_completed_air_yards","avg_intended_air_yards.x","completion_percentage_above_expectation","aggressiveness","max_completed_air_distance","player_display_name.x.x","efficiency","percent_attempts_gte_eight_defenders","avg_time_to_los","expected_rush_yards","rush_yards_over_expected","rush_pct_over_expected","player_display_name.y.y","avg_cushion","avg_separation","avg_intended_air_yards.y","percent_share_of_intended_air_yards","catch_percentage","avg_yac","avg_expected_yac","avg_yac_above_expectation","fantasy_ppg","pass_ypg","rush_ypg","rec_ypg","total_tds","total_epa","ngs_avg_time_to_throw","ngs_avg_completed_air_yards","ngs_avg_intended_air_yards","ngs_completion_pct_above_expectation","ngs_aggressiveness","ngs_max_completed_air_distance","ngs_efficiency","ngs_pct_attempts_gte_eight_defenders","ngs_avg_time_to_los","ngs_expected_rush_yards","ngs_rush_yards_over_expected","ngs_rush_pct_above_expectation","ngs_avg_cushion","ngs_avg_separation","ngs_rec_avg_intended_air_yards","ngs_pct_share_intended_air_yards","ngs_catch_percentage","ngs_avg_yac","ngs_avg_expected_yac","ngs_avg_yac_above_expectation"
"00-0037005","Tommy Tremble","TE","TE","CAR",82,76,248,3,"ACT","Notre Dame","Tommy Tremble",10,0,0,0,0,0,0,0,0,23,32,234,2,56.4,NA,0,0,0,NA,0,0,0,"T.Tremble",17.31,0.753,23,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,"Tommy Tremble",7.93,2.91289079884424,5.81125,11.6175625359222,62.5,7.712,6.49117064032845,1.22082935967155,5.6,0,0,23.4,2,17.31,0,0,0,0,0,0,0,0,0,0,0,0,7.93,2.91289079884424,5.81125,11.6175625359222,62.5,7.712,6.49117064032845,1.22082935967155
"00-0034365","Ian Thomas","TE","TE","CAR",80,76,260,6,"RES","Indiana","Ian Thomas",3,0,0,0,0,0,0,0,0,3,6,7,0,3.7,NA,0,0,0,NA,0,0,0,"I.Thomas",-0.1,-0.033,3,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1.2,0,0,2.3,0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0036825","Feleipe Franks","TE","TE","CAR",84,78,245,3,"ACT","Arkansas","Feleipe Franks",3,0,0,0,0,0,0,0,0,1,3,12,0,2.2,NA,0,0,0,NA,0,0,0,"F.Franks",1,1.001,1,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0.7,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0031299","Jordan Matthews","TE","TE","CAR",81,75,215,10,"DEV","Vanderbilt","Jordan Matthews",1,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0033387","Jacob Hollister","TE","TE","CAR",87,76,245,7,"CUT","Wyoming",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0035562","Jesper Horsted","TE","TE","CAR",84,75,237,5,"CUT","Princeton",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0036438","Stephen Sullivan","TE","TE","CAR",85,77,242,4,"DEV","Louisiana State","Stephen Sullivan",1,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0036456","Dominique Dafney","TE","TE","CAR",46,74,235,4,"DEV","Indiana State",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0030035","Adam Thielen","WR","WR","CAR",19,74,200,11,"ACT","Minn. State-Mankato","Adam Thielen",10,0,0,0,0,0,0,0,0,48,62,615,5,139.5,NA,0,0,0,NA,0,0,0,"A.Thielen",62.25,1.297,48,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,"Adam Thielen",6.45409785353535,2.87897030983915,11.1321535225527,27.6948607049543,77.5832635106829,2.92948611111111,2.98549993312006,-0.0560138220089487,13.9,0,0,61.5,5,62.25,0,0,0,0,0,0,0,0,0,0,0,0,6.45409785353535,2.87897030983915,11.1321535225527,27.6948607049543,77.5832635106829,2.92948611111111,2.98549993312006,-0.0560138220089487
"00-0039342","Xavier Legette","WR","WR","CAR",17,75,227,0,"ACT","South Carolina","Xavier Legette",15,0,0,0,0,0,6,24,0,49,84,497,4,125.1,NA,0,0,0,"X.Legette",-0.59,-0.098,6,"X.Legette",39.12,0.798,49,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,"Xavier Legette",6.0487849005425,2.4884831588523,12.9008238095238,30.4211983382399,55.6507936507936,2.49295,2.15920555513461,0.333744444865387,8.3,0,1.6,33.1,4,38.53,0,0,0,0,0,0,0,0,0,0,0,0,6.0487849005425,2.4884831588523,12.9008238095238,30.4211983382399,55.6507936507936,2.49295,2.15920555513461,0.333744444865387
"00-0039491","Jalen Coker","WR","WR","CAR",18,75,213,0,"ACT","Holy Cross","Jalen Coker",11,1,1,19,0,0,0,0,0,32,46,478,2,92.56,"J.Coker",1.31,1.311,1,NA,0,0,0,"J.Coker",45.89,1.434,32,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,"Jalen Coker",6.53631746031746,2.54045225998949,10.9273963940649,28.5966437592311,63.3997584541063,5.40748263888889,3.30640231078477,2.10108032810412,8.4,1.7,0,43.5,2,47.2,0,0,0,0,0,0,0,0,0,0,0,0,6.53631746031746,2.54045225998949,10.9273963940649,28.5966437592311,63.3997584541063,5.40748263888889,3.30640231078477,2.10108032810412
"00-0033589","David Moore","WR","WR","CAR",83,72,215,7,"ACT","East Central","David Moore",14,0,0,0,0,0,1,0,0,32,57,351,3,85.1,NA,0,0,0,"D.Moore",-1.35,-1.347,1,"D.Moore",27.91,0.872,32,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,"David Moore",6.11164021164021,2.3090487626409,11.7185157894737,24.2008547322541,58.3391812865497,2.10290833333333,2.29980063449373,-0.196892301160391,6.1,0,0,25.1,3,26.56,0,0,0,0,0,0,0,0,0,0,0,0,6.11164021164021,2.3090487626409,11.7185157894737,24.2008547322541,58.3391812865497,2.10290833333333,2.29980063449373,-0.196892301160391
"00-0035976","Dan Chisena","WR","WR","CAR",88,75,202,4,"ACT","Penn State","Dan Chisena",3,0,0,0,0,0,0,0,0,3,4,37,0,6.7,NA,0,0,0,NA,0,0,0,"D.Chisena",3.22,1.074,3,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,2.2,0,0,12.3,0,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0037487","Deven Thompkins","WR","WR","CAR",13,68,155,2,"INA","Utah State","Deven Thompkins",4,0,0,0,0,0,2,7,0,4,4,20,0,6.7,NA,0,0,0,"D.Thompkins",-0.15,-0.073,2,"D.Thompkins",-0.13,-0.032,4,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1.7,0,1.8,5,0,-0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0034104","Cam Sims","WR","WR","CAR",87,77,214,6,"RES","Alabama",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0035341","Trenton Irwin","WR","WR","CAR",11,74,207,5,"DEV","Stanford",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0036671","Dax Milne","WR","WR","CAR",12,73,190,3,"DEV","Brigham Young",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0038502","T.J. Luther","WR","WR","CAR",15,71,180,1,"DEV","Gardner-Webb",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039255","Tayvion Robinson","WR","WR","CAR",39,71,194,0,"CUT","Kentucky",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039500","Sam Pinckney","WR","WR","CAR",12,76,220,0,"CUT","Coastal Carolina",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039525","Cam Johnson","WR","WR","CAR",14,72,205,0,"DEV","Northwestern",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039914","Praise Olatoke","WR","WR","CAR",86,74,0,0,"DEV","Ohio State",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039928","Devin Carter","WR","WR","CAR",36,75,216,0,"CUT","West Virginia",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039918","Caleb Williams","QB","QB","CHI",18,73,215,0,"ACT","Southern California","Caleb Williams",17,351,562,3541,20,6,81,489,0,0,0,0,0,254.54,"C.Williams",-56.6,-0.089,636,"C.Williams",-7.78,-0.311,25,NA,0,0,0,"Caleb Williams",2.92584944871808,4.52047618969616,7.69353757756157,-1.1984980500693,11.901278783617,57.2950329435284,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,15,208.3,28.8,0,20,-64.38,2.92584944871808,4.52047618969616,7.69353757756157,-1.1984980500693,11.901278783617,57.2950329435284,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039464","Austin Reed","QB","QB","CHI",16,73,220,0,"DEV","Western Kentucky",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0038416","Tyson Bagent","QB","QB","CHI",17,75,210,1,"ACT","Shepherd","Tyson Bagent",4,2,2,11,0,0,6,-7,0,0,0,0,0,-0.26,"T.Bagent",0.32,0.159,2,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,-0.1,2.8,-1.8,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0036275","D'Andre Swift","RB","RB","CHI",4,69,211,4,"ACT","Georgia","D'Andre Swift",17,0,0,0,0,0,253,959,6,42,52,386,0,214.5,NA,0,0,0,"D.Swift",-38.93,-0.154,253,"D.Swift",16.02,0.381,42,NA,0,0,0,0,0,0,"D'Andre Swift",5.32802579611366,22.2518185959252,2.8627517280486,2213.22429348477,-328.224293484766,0.280839650262524,NA,0,0,0,0,0,0,0,0,12.6,0,56.4,22.7,6,-22.91,0,0,0,0,0,0,5.32802579611366,22.2518185959252,2.8627517280486,2213.22429348477,-328.224293484766,0.280839650262524,0,0,0,0,0,0,0,0
"00-0039021","Roschon Johnson","RB","RB","CHI",23,72,222,1,"ACT","Texas","Roschon Johnson",12,0,0,0,0,0,55,150,6,16,20,104,0,77.4,NA,0,0,0,"R.Johnson",-4.45,-0.081,55,"R.Johnson",9.04,0.565,16,NA,0,0,0,0,0,0,"Roschon Johnson",3.79261212121212,45,2.49875,62.0171722597784,-4.0171722597784,0.45,NA,0,0,0,0,0,0,0,0,6.4,0,12.5,8.7,6,4.59,0,0,0,0,0,0,3.79261212121212,45,2.49875,62.0171722597784,-4.0171722597784,0.45,0,0,0,0,0,0,0,0
"00-0035594","Travis Homer","RB","RB","CHI",20,70,202,5,"INA","Miami","Travis Homer",4,0,0,0,0,0,6,23,0,3,3,11,0,6.4,NA,0,0,0,"T.Homer",0.1,0.017,6,"T.Homer",-0.85,-0.284,3,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1.6,0,5.8,2.8,0,-0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0036297","Darrynton Evans","RB","RB","CHI",25,70,200,4,"ACT","Appalachian State","Darrynton Evans",1,0,0,0,0,0,3,3,0,0,0,0,0,0.3,NA,0,0,0,"D.Evans",-1.29,-0.432,3,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0.3,0,3,0,0,-1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039466","Ian Wheeler","RB","RB","CHI",33,71,205,0,"RES","Howard",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0036290","Cole Kmet","TE","TE","CHI",85,78,258,4,"ACT","Notre Dame","Cole Kmet",14,0,0,0,0,0,0,0,0,47,55,474,4,120.4,NA,0,0,0,NA,0,0,0,"C.Kmet",37.61,0.8,47,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,"Cole Kmet",7.2665119047619,4.5069290311905,7.16810909090909,18.0021296614764,85.2727272727273,4.62231762917933,5.09330736717483,-0.470989737995498,8.6,0,0,33.9,4,37.61,0,0,0,0,0,0,0,0,0,0,0,0,7.2665119047619,4.5069290311905,7.16810909090909,18.0021296614764,85.2727272727273,4.62231762917933,5.09330736717483,-0.470989737995498
"00-0033895","Gerald Everett","TE","TE","CHI",14,75,240,7,"ACT","South Alabama","Gerald Everett",9,0,0,0,0,0,0,0,0,8,13,36,0,11.6,NA,0,0,0,NA,0,0,0,"G.Everett",2.37,0.297,8,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1.3,0,0,4,0,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0024243","Marcedes Lewis","TE","TE","CHI",84,78,267,18,"ACT","UCLA","Marcedes Lewis",1,0,0,0,0,0,0,0,0,1,1,2,0,1.2,NA,0,0,0,NA,0,0,0,"M.Lewis",0.06,0.065,1,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1.2,0,0,2,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0035039","Stephen Carlson","TE","TE","CHI",88,76,240,5,"RES","Princeton",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0035308","Tommy Sweeney","TE","TE","CHI",87,77,251,5,"DEV","Boston College",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039023","Joel Wilson","TE","TE","CHI",86,76,250,1,"DEV","Central Michigan",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0034827","DJ Moore","WR","WR","CHI",2,72,215,6,"ACT","Maryland","D.J. Moore",17,0,1,0,0,0,14,75,0,98,140,966,6,238.1,"D.Moore",-0.45,-0.447,1,"D.Moore",1.37,0.098,14,"D.Moore",56.46,0.576,98,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,"D.J. Moore",5.77798449612403,3.4436736229439,7.4205,24.960116479102,70,6.21285714285714,5.48877391173383,0.724083231123308,14,0,4.4,56.8,6,57.38,0,0,0,0,0,0,0,0,0,0,0,0,5.77798449612403,3.4436736229439,7.4205,24.960116479102,70,6.21285714285714,5.48877391173383,0.724083231123308
"00-0034827","DJ Moore","WR","WR","CHI",2,72,215,6,"ACT","Maryland","D.J. Moore",17,0,1,0,0,0,14,75,0,98,140,966,6,238.1,"D.Moore",-0.45,-0.447,1,"D.Moore",1.37,0.098,14,"D.Moore",56.46,0.576,98,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,"DJ Moore",5.91906696428571,3.4966497327165,7.09594357638889,26.2618489329027,71.8402777777778,6.0065248015873,5.52603351840957,0.480491283177731,14,0,4.4,56.8,6,57.38,0,0,0,0,0,0,0,0,0,0,0,0,5.91906696428571,3.4966497327165,7.09594357638889,26.2618489329027,71.8402777777778,6.0065248015873,5.52603351840957,0.480491283177731
"00-0030279","Keenan Allen","WR","WR","CHI",13,74,211,11,"ACT","California","Keenan Allen",15,0,1,0,0,1,0,0,0,70,121,744,7,184.4,"K.Allen",-5.91,-5.911,1,NA,0,0,0,"K.Allen",72.12,1.03,70,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,"Keenan Allen",6.23487384112937,2.905600259216,9.74424029650004,34.5734115959015,57.6074466658882,3.83905328798186,4.08637373674562,-0.247320448763761,12.3,0,0,49.6,7,66.21,0,0,0,0,0,0,0,0,0,0,0,0,6.23487384112937,2.905600259216,9.74424029650004,34.5734115959015,57.6074466658882,3.83905328798186,4.08637373674562,-0.247320448763761
"00-0039919","Rome Odunze","WR","WR","CHI",15,75,215,0,"ACT","Washington","Rome Odunze",17,0,0,0,0,0,3,15,0,54,101,734,3,144.9,NA,0,0,0,"R.Odunze",0.58,0.192,3,"R.Odunze",60.69,1.124,54,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,"Rome Odunze",5.86691956162117,2.89242534039135,13.7019259947973,35.1870566534324,54.7554096068948,5.50175783475784,4.6107669072625,0.890990927495331,8.5,0,0.9,43.2,3,61.27,0,0,0,0,0,0,0,0,0,0,0,0,5.86691956162117,2.89242534039135,13.7019259947973,35.1870566534324,54.7554096068948,5.50175783475784,4.6107669072625,0.890990927495331
"00-0031763","DeAndre Carter","WR","WR","CHI",11,68,190,9,"RES","Sacramento State","DeAndre Carter",5,0,0,0,0,0,0,0,0,9,14,72,0,16.2,NA,0,0,0,NA,0,0,0,"D.Carter",5.03,0.559,9,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,"DeAndre Carter",6.01166666666667,3.33182535893283,10.6166666666667,13.0287163544138,50,6.73666666666667,5.60503851311842,1.13162815354825,3.2,0,0,14.4,0,5.03,0,0,0,0,0,0,0,0,0,0,0,0,6.01166666666667,3.33182535893283,10.6166666666667,13.0287163544138,50,6.73666666666667,5.60503851311842,1.13162815354825
"00-0036254","Collin Johnson","WR","WR","CHI",80,78,215,4,"ACT","Texas","Collin Johnson",2,0,0,0,0,0,0,0,0,1,2,6,0,1.6,NA,0,0,0,NA,0,0,0,"C.Johnson",0.39,0.391,1,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0.8,0,0,3,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0038941","Tyler Scott","WR","WR","CHI",10,71,185,1,"ACT","Cincinnati","Tyler Scott",1,0,0,0,0,0,0,0,0,1,1,5,0,1.5,NA,0,0,0,NA,0,0,0,"T.Scott",-0.07,-0.072,1,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1.5,0,0,5,0,-0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0035621","Nsimba Webster","WR","WR","CHI",83,70,180,5,"RES","Eastern Washington",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0036247","Freddie Swain","WR","WR","CHI",87,72,199,4,"CUT","Florida",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0037098","Samori Toure","WR","WR","CHI",83,73,190,2,"DEV","Nebraska",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039462","Peter LeBlanc","WR","WR","CHI",82,74,189,0,"CUT","Louisiana-Lafayette",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039760","John Jackson","WR","WR","CHI",82,73,215,0,"DEV","Nevada",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0036442","Joe Burrow","QB","QB","CIN",9,76,216,4,"ACT","Louisiana State","Joe Burrow",17,460,652,4918,43,9,42,201,2,0,0,0,0,372.82,"J.Burrow",100.52,0.143,701,"J.Burrow",0.91,0.102,9,NA,0,0,0,"Joe Burrow",2.7049446908189,5.85268278746251,7.36002762479722,4.7788588237221,15.6657002402563,54.1432221058186,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,21.9,289.3,11.8,0,45,101.43,2.7049446908189,5.85268278746251,7.36002762479722,4.7788588237221,15.6657002402563,54.1432221058186,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0034438","Logan Woodside","QB","QB","CIN",11,73,213,6,"DEV","Toledo",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039633","Rocky Lombardi","QB","QB","CIN",4,75,223,0,"CUT","Northern Illinois",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0035100","Jake Browning","QB","QB","CIN",6,74,209,5,"ACT","Washington","Jake Browning",2,0,0,0,0,0,2,-2,0,0,0,0,0,-0.2,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,-0.1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0038597","Chase Brown","RB","RB","CIN",30,70,205,1,"INA","Illinois","Chase Brown",16,0,0,0,0,0,229,990,7,54,65,360,4,255,NA,0,0,0,"C.Brown",-4.81,-0.021,230,"C.Brown",19.04,0.353,54,NA,0,0,0,0,0,0,"Chase Brown",4.02052611138233,19.8009601590388,2.64670357014961,1697.14855679277,112.851443207233,0.368980881092682,NA,0,0,0,0,0,0,0,0,15.9,0,61.9,22.5,11,14.23,0,0,0,0,0,0,4.02052611138233,19.8009601590388,2.64670357014961,1697.14855679277,112.851443207233,0.368980881092682,0,0,0,0,0,0,0,0
