"player_id","full_name","position","position_group","team","jersey_number","height","weight","years_exp","status","college","player_display_name.x","games","completions","attempts","passing_yards","passing_tds","interceptions","carries","rushing_yards","rushing_tds","receptions","targets","receiving_yards","receiving_tds","fantasy_points_ppr","passer_player_name","passing_epa_total","passing_epa_per_play","passing_plays","rusher_player_name","rushing_epa_total","rushing_epa_per_play","rushing_plays","receiver_player_name","receiving_epa_total","receiving_epa_per_play","receiving_plays","player_display_name.y","avg_time_to_throw","avg_completed_air_yards","avg_intended_air_yards.x","completion_percentage_above_expectation","aggressiveness","max_completed_air_distance","player_display_name.x.x","efficiency","percent_attempts_gte_eight_defenders","avg_time_to_los","expected_rush_yards","rush_yards_over_expected","rush_pct_over_expected","player_display_name.y.y","avg_cushion","avg_separation","avg_intended_air_yards.y","percent_share_of_intended_air_yards","catch_percentage","avg_yac","avg_expected_yac","avg_yac_above_expectation","fantasy_ppg","pass_ypg","rush_ypg","rec_ypg","total_tds","total_epa","ngs_avg_time_to_throw","ngs_avg_completed_air_yards","ngs_avg_intended_air_yards","ngs_completion_pct_above_expectation","ngs_aggressiveness","ngs_max_completed_air_distance","ngs_efficiency","ngs_pct_attempts_gte_eight_defenders","ngs_avg_time_to_los","ngs_expected_rush_yards","ngs_rush_yards_over_expected","ngs_rush_pct_above_expectation","ngs_avg_cushion","ngs_avg_separation","ngs_rec_avg_intended_air_yards","ngs_pct_share_intended_air_yards","ngs_catch_percentage","ngs_avg_yac","ngs_avg_expected_yac","ngs_avg_yac_above_expectation"
"00-0039656","Luke Benson","TE","TE","LAC",41,76,233,0,"CUT","Georgia Tech",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039661","Zach Heins","TE","TE","LAC",49,79,260,0,"CUT","South Dakota State",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039915","Ladd McConkey","WR","WR","LAC",15,72,185,0,"ACT","Georgia","Ladd McConkey",17,0,0,0,0,0,0,0,0,91,126,1346,8,275.6,NA,0,0,0,NA,0,0,0,"L.McConkey",94.34,1.15,82,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,"Ladd McConkey",5.89592414397648,3.21587623324683,9.61745132275132,29.7504864007486,74.3015873015873,4.91738988256549,4.14119867375326,0.776191208812232,16.2,0,0,79.2,8,94.34,0,0,0,0,0,0,0,0,0,0,0,0,5.89592414397648,3.21587623324683,9.61745132275132,29.7504864007486,74.3015873015873,4.91738988256549,4.14119867375326,0.776191208812232
"00-0038544","Quentin Johnston","WR","WR","LAC",1,76,201,1,"ACT","Texas Christian","Quentin Johnston",16,0,0,0,0,0,3,6,0,55,96,711,8,174.7,NA,0,0,0,"Q.Johnston",-0.81,-0.271,3,"Q.Johnston",69.16,1.258,55,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,"Quentin Johnston",5.82978235653236,3.06345653257528,11.8688121947497,31.863165834263,54.629884004884,5.29760002119093,4.2247393321793,1.07286068901163,10.9,0,0.4,44.4,8,68.35,0,0,0,0,0,0,0,0,0,0,0,0,5.82978235653236,3.06345653257528,11.8688121947497,31.863165834263,54.629884004884,5.29760002119093,4.2247393321793,1.07286068901163
"00-0036988","Josh Palmer","WR","WR","LAC",5,73,210,3,"INA","Tennessee","Josh Palmer",15,0,0,0,0,0,0,0,0,39,65,584,1,107.4,NA,0,0,0,NA,0,0,0,"J.Palmer",49.22,1.262,39,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,"Josh Palmer",6.687,2.37135418182209,16.5981467236467,36.1534628018823,60.1388888888889,2.10042735042735,2.18496486528963,-0.0845375148622814,7.2,0,0,38.9,1,49.22,0,0,0,0,0,0,0,0,0,0,0,0,6.687,2.37135418182209,16.5981467236467,36.1534628018823,60.1388888888889,2.10042735042735,2.18496486528963,-0.0845375148622814
"00-0038573","Derius Davis","WR","WR","LAC",12,68,175,1,"ACT","Texas Christian","Derius Davis",12,0,0,0,0,0,13,36,0,14,18,116,2,41.2,NA,0,0,0,"D.Davis",-4.04,-0.336,12,"D.Davis",7.97,0.613,13,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,3.4,0,3,9.7,2,3.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0036646","Simi Fehoko","WR","WR","LAC",87,76,227,3,"ACT","Stanford","Simi Fehoko",5,0,0,0,0,0,0,0,0,6,16,106,0,16.6,NA,0,0,0,NA,0,0,0,"S.Fehoko",10.68,1.781,6,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,"Simi Fehoko",5.985,1.74000093023239,12.155,23.1818181818182,50,2.46333333333333,3.48440508641255,-1.02107175307921,3.3,0,0,21.2,0,10.68,0,0,0,0,0,0,0,0,0,0,0,0,5.985,1.74000093023239,12.155,23.1818181818182,50,2.46333333333333,3.48440508641255,-1.02107175307921
"00-0034777","DJ Chark","WR","WR","LAC",9,75,198,6,"ACT","Louisiana State","D.J. Chark",5,0,0,0,0,0,0,0,0,5,14,41,1,15.1,NA,0,0,0,NA,0,0,0,"D.Chark",1.1,0.276,4,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,3,0,0,8.2,1,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0036387","Jalen Reagor","WR","WR","LAC",89,71,195,4,"RES","Texas Christian","Jalen Reagor",7,0,0,0,0,0,3,-3,0,7,12,100,0,14.7,NA,0,0,0,"J.Reagor",-2.34,-0.781,3,"J.Reagor",-3.23,-0.461,7,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,2.1,0,-0.4,14.3,0,-5.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0036268","Laviska Shenault Jr.","WR","WR","LAC",86,73,220,4,"CUT","Colorado",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0036627","Dez Fitzpatrick","WR","WR","LAC",82,74,202,3,"DEV","Louisville",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039415","Brenden Rice","WR","WR","LAC",82,75,210,0,"RES","Southern California",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039664","Jaylen Johnson","WR","WR","LAC",39,74,194,0,"DEV","East Carolina",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039665","Leon Johnson","WR","WR","LAC",35,77,207,0,"CUT","Oklahoma State",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039730","Isaiah Wooden","WR","WR","LAC",83,68,156,0,"CUT","Southern Utah",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0035289","Gardner Minshew","QB","QB","LV",15,73,225,5,"RES","Washington State","Gardner Minshew",10,203,306,2013,9,10,19,58,0,0,0,0,0,96.32,"G.Minshew",-45.68,-0.137,333,"G.Minshew",-11.91,-2.976,4,NA,0,0,0,"Gardner Minshew",2.68462726127871,4.33493840622979,6.34509471953802,0.453497963340619,17.795500162563,51.1849987789391,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,9.6,201.3,5.8,0,9,-57.59,2.68462726127871,4.33493840622979,6.34509471953802,0.453497963340619,17.795500162563,51.1849987789391,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0038579","Aidan O'Connell","QB","QB","LV",12,75,210,1,"ACT","Purdue","Aidan O'Connell",9,154,243,1612,8,4,21,30,1,0,0,0,0,93.48,"A.O'Connell",2.49,0.01,254,"A.O'Connell",-6.78,-0.617,11,NA,0,0,0,"Aidan O'Connell",2.93152719682425,5.7817653528034,7.96908897415323,1.15296689623812,22.5511712969788,50.3868246667718,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,10.4,179.1,3.3,0,9,-4.29,2.93152719682425,5.7817653528034,7.96908897415323,1.15296689623812,22.5511712969788,50.3868246667718,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0038122","Desmond Ridder","QB","QB","LV",10,75,215,2,"ACT","Cincinnati","Desmond Ridder",5,52,85,458,2,2,9,36,0,0,0,0,0,21.92,"D.Ridder",-22.01,-0.234,94,"D.Ridder",0.2,0.067,3,NA,0,0,0,"Desmond Ridder",2.6140105994152,4.60639877031181,7.08388888888889,0.483082781978311,10.4344729344729,34.4861609924909,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,4.4,91.6,7.2,0,2,-21.81,2.6140105994152,4.60639877031181,7.08388888888889,0.483082781978311,10.4344729344729,34.4861609924909,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0036312","Jake Luton","QB","QB","LV",2,78,236,4,"DEV","Oregon State",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039534","Carter Bradley","QB","QB","LV",14,75,216,0,"INA","South Alabama",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0034972","Alexander Mattison","RB","RB","LV",22,71,220,5,"ACT","Boise State","Alexander Mattison",14,0,0,0,0,0,132,420,4,36,48,294,1,137.4,NA,0,0,0,"A.Mattison",-30.79,-0.23,134,"A.Mattison",10.91,0.303,36,NA,0,0,0,0,0,0,"Alexander Mattison",5.64913190349297,19.5504288671991,2.74456114741022,826.762414953105,-169.762414953105,0.253824850098142,NA,0,0,0,0,0,0,0,0,9.8,0,30,21,5,-19.88,0,0,0,0,0,0,5.64913190349297,19.5504288671991,2.74456114741022,826.762414953105,-169.762414953105,0.253824850098142,0,0,0,0,0,0,0,0
"00-0032104","Ameer Abdullah","RB","RB","LV",8,69,203,9,"INA","Nebraska","Ameer Abdullah",13,0,0,0,0,0,66,311,2,40,47,261,3,125.2,NA,0,0,0,"A.Abdullah",-7.58,-0.115,66,"A.Abdullah",16,0.4,40,NA,0,0,0,0,0,0,"Ameer Abdullah",3.19297324414716,15,2.6675,132.24127797588,21.7587220241196,0.542105263157895,NA,0,0,0,0,0,0,0,0,9.6,0,23.9,20.1,5,8.42,0,0,0,0,0,0,3.19297324414716,15,2.6675,132.24127797588,21.7587220241196,0.542105263157895,0,0,0,0,0,0,0,0
"00-0038040","Zamir White","RB","RB","LV",3,72,215,2,"RES","Georgia","Zamir White",8,0,0,0,0,0,65,183,1,6,8,30,0,29.3,NA,0,0,0,"Z.White",-36.29,-0.558,65,"Z.White",-0.89,-0.148,6,NA,0,0,0,0,0,0,"Zamir White",4.6167926916221,13.7254901960784,2.84144444444444,144.834813932952,-22.8348139329519,0.295424836601307,NA,0,0,0,0,0,0,0,0,3.7,0,22.9,3.8,1,-37.18,0,0,0,0,0,0,4.6167926916221,13.7254901960784,2.84144444444444,144.834813932952,-22.8348139329519,0.295424836601307,0,0,0,0,0,0,0,0
"00-0037509","Sincere McCormick","RB","RB","LV",28,69,205,2,"RES","Texas-San Antonio","Sincere McCormick",4,0,0,0,0,0,39,183,0,6,7,29,0,27.2,NA,0,0,0,"S.McCormick",0.45,0.011,39,"S.McCormick",-0.08,-0.014,6,NA,0,0,0,0,0,0,"Sincere McCormick",3.2314202724359,24.1666666666667,2.6603,108.651911226775,33.3480887732246,0.508333333333333,NA,0,0,0,0,0,0,0,0,6.8,0,45.8,7.2,0,0.37,0,0,0,0,0,0,3.2314202724359,24.1666666666667,2.6603,108.651911226775,33.3480887732246,0.508333333333333,0,0,0,0,0,0,0,0
"00-0039244","Chris Collier","RB","RB","LV",33,71,195,0,"ACT","Lock Haven","Chris Collier",2,0,0,0,0,0,5,12,0,1,2,-4,0,1.8,NA,0,0,0,"C.Collier",-3,-0.601,5,"C.Collier",-1.09,-1.088,1,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0.9,0,6,-2,0,-4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0037450","Tyreik McAllister","RB","RB","LV",32,70,174,2,"DEV","Charleston, W. Va.","Tyreik McAllister",1,0,0,0,0,0,2,11,0,0,0,0,0,1.1,NA,0,0,0,"T.McAllister",-0.02,-0.008,2,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1.1,0,11,0,0,-0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0038045","Isaiah Spiller","RB","RB","LV",38,73,215,2,"DEV","Texas A&amp;M",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039407","Dylan Laube","RB","RB","LV",23,70,208,0,"ACT","New Hampshire","Dylan Laube",1,0,0,0,0,0,1,0,0,0,0,0,0,-2,NA,0,0,0,"D.Laube",-4.67,-4.668,1,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,-2,0,0,0,0,-4.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039338","Brock Bowers","TE","TE","LV",89,76,230,0,"ACT","Georgia","Brock Bowers",17,0,0,0,0,0,5,13,0,112,153,1194,5,262.7,NA,0,0,0,"B.Bowers",-0.86,-0.172,5,"B.Bowers",92.21,0.823,112,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,"Brock Bowers",6.45022537643808,3.31773128833665,6.32409500579078,24.9875675117234,73.1585158101702,5.31773131555944,4.39839201919788,0.919339296361563,15.5,0,0.8,70.2,5,91.35,0,0,0,0,0,0,0,0,0,0,0,0,6.45022537643808,3.31773128833665,6.32409500579078,24.9875675117234,73.1585158101702,5.31773131555944,4.39839201919788,0.919339296361563
"00-0039066","Michael Mayer","TE","TE","LV",87,76,265,1,"ACT","Notre Dame","Michael Mayer",11,0,0,0,0,0,0,0,0,21,32,156,0,36.6,NA,0,0,0,NA,0,0,0,"M.Mayer",7.83,0.373,21,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,"Michael Mayer",6.83777777777778,4.69106309922727,7.06888888888889,24.7490858165409,77.7777777777778,3.12714285714286,2.49631064229972,0.630832214843139,3.3,0,0,14.2,0,7.83,0,0,0,0,0,0,0,0,0,0,0,0,6.83777777777778,4.69106309922727,7.06888888888889,24.7490858165409,77.7777777777778,3.12714285714286,2.49631064229972,0.630832214843139
"00-0036232","Harrison Bryant","TE","TE","LV",84,77,240,4,"ACT","Florida Atlantic","Harrison Bryant",5,0,0,0,0,0,0,0,0,9,12,86,0,17.6,NA,0,0,0,NA,0,0,0,"H.Bryant",5.45,0.606,9,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,"Harrison Bryant",5.025,3.92222276866682,3.296,9.94268476621418,60,6.78,4.98813265028639,1.79186734971361,3.5,0,0,17.2,0,5.45,0,0,0,0,0,0,0,0,0,0,0,0,5.025,3.92222276866682,3.296,9.94268476621418,60,6.78,4.98813265028639,1.79186734971361
"00-0038920","John Shenker","TE","TE","LV",86,76,249,1,"ACT","Auburn","John Samuel Shenker",1,0,0,0,0,0,0,0,0,1,1,7,0,1.7,NA,0,0,0,NA,0,0,0,"J.Shenker",0.37,0.374,1,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1.7,0,0,7,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0035222","Zach Gentry","TE","TE","LV",88,80,265,5,"CUT","Michigan",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0035259","Trevon Wesco","TE","TE","LV",88,75,267,5,"CUT","West Virginia",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0037506","Cole Fotheringham","TE","TE","LV",83,76,243,2,"CUT","Utah",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0038590","Justin Shorter","TE","TE","LV",88,76,228,1,"ACT","Florida",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0034960","Jakobi Meyers","WR","WR","LV",16,74,200,5,"ACT","North Carolina State","Jakobi Meyers",15,0,0,0,0,0,2,23,0,87,129,1027,4,218,"J.Meyers",-1.57,-1.568,1,"J.Meyers",1.41,0.706,2,"J.Meyers",77.17,0.887,87,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,"Jakobi Meyers",6.28988622895623,2.7194461416763,9.59584802622012,33.8071143688243,66.6211841560679,3.77251600985222,3.46570990655893,0.306806103293291,14.5,0,1.5,68.5,4,77.01,0,0,0,0,0,0,0,0,0,0,0,0,6.28988622895623,2.7194461416763,9.59584802622012,33.8071143688243,66.6211841560679,3.77251600985222,3.46570990655893,0.306806103293291
"00-0038563","Tre Tucker","WR","WR","LV",11,69,185,1,"ACT","Cincinnati","Tre Tucker",17,0,0,0,0,0,9,44,1,47,81,539,3,129.3,NA,0,0,0,"T.Tucker",2.74,0.304,9,"T.Tucker",39.4,0.838,47,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,"Tre Tucker",6.05535185185185,2.70733371757706,12.6915795610425,30.8158372128029,53.6076817558299,3.26564021164021,3.35175540582471,-0.086115194184497,7.6,0,2.6,31.7,4,42.14,0,0,0,0,0,0,0,0,0,0,0,0,6.05535185185185,2.70733371757706,12.6915795610425,30.8158372128029,53.6076817558299,3.26564021164021,3.35175540582471,-0.086115194184497
"00-0036527","DJ Turner","WR","WR","LV",19,69,205,3,"RES","Pittsburgh","D.J. Turner",10,0,0,0,0,0,5,33,1,16,29,158,1,47.1,NA,0,0,0,"D.Turner",0.92,0.185,5,"D.Turner",8.86,0.554,16,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,"DJ Turner",7.29333333333333,2.01714271112024,8,24.488368025188,28.5714285714286,4.425,3.84615936512819,0.578840634871813,4.7,0,3.3,15.8,2,9.78,0,0,0,0,0,0,0,0,0,0,0,0,7.29333333333333,2.01714271112024,8,24.488368025188,28.5714285714286,4.425,3.84615936512819,0.578840634871813
"00-0036183","Kristian Wilkerson","WR","WR","LV",83,73,214,4,"DEV","Southeast Missouri","Kristian Wilkerson",1,0,0,0,0,0,0,0,0,2,3,18,1,9.8,NA,0,0,0,NA,0,0,0,"K.Wilkerson",4.41,2.205,2,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,9.8,0,0,18,1,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0036955","Terrace Marshall Jr.","WR","WR","LV",80,74,200,3,"ACT","Louisiana State","Terrace Marshall",5,0,0,0,0,0,0,0,0,3,6,41,0,7.1,NA,0,0,0,NA,0,0,0,"T.Marshall",3.09,1.029,3,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1.4,0,0,8.2,0,3.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0035602","Alex Bachman","WR","WR","LV",81,72,190,5,"DEV","Wake Forest","Alex Bachman",1,0,0,0,0,0,0,0,0,3,3,31,0,6.1,NA,0,0,0,NA,0,0,0,"A.Bachman",1.02,0.341,3,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,6.1,0,0,31,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039543","Ramel Keyton","WR","WR","LV",82,74,197,0,"ACT","Tennessee","Ramel Keyton",2,0,0,0,0,0,0,0,0,1,3,7,0,1.7,NA,0,0,0,NA,0,0,0,"R.Keyton",0.8,0.795,1,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0.9,0,0,3.5,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0034764","Michael Gallup","WR","WR","LV",13,73,200,6,"RET","Colorado State",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0035414","Jalen Guyton","WR","WR","LV",4,73,212,5,"DEV","North Texas",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0038860","Terrell Bynum","WR","WR","LV",34,73,190,1,"CUT","Southern California",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0038891","Shedrick Jackson","WR","WR","LV",12,73,202,1,"DEV","Auburn",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039536","Jeff Foreman","WR","WR","LV",80,72,186,0,"RES","Arkansas State",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0036212","Tua Tagovailoa","QB","QB","MIA",1,73,218,4,"INA","Alabama","Tua Tagovailoa",11,291,399,2867,19,7,17,49,0,0,0,0,0,181.58,"T.Tagovailoa",85.62,0.203,421,"T.Tagovailoa",-6.12,-1.53,4,NA,0,0,0,"Tua Tagovailoa",2.42127692023088,3.64646777525343,5.59726944185938,0.965376217994592,12.1726400209433,43.787305237934,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,16.5,260.6,4.5,0,19,79.5,2.42127692023088,3.64646777525343,5.59726944185938,0.965376217994592,12.1726400209433,43.787305237934,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0035993","Tyler Huntley","QB","QB","MIA",18,73,205,4,"ACT","Utah","Tyler Huntley",5,86,133,829,3,3,26,135,2,0,0,0,0,60.66,"T.Huntley",-24.16,-0.162,149,"T.Huntley",-8.32,-0.832,10,NA,0,0,0,"Tyler Huntley",2.61919713754381,5.06498477633478,7.4318572907585,0.819653866058248,11.7315119970509,31.7496535414168,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,12.1,165.8,27,0,5,-32.48,2.61919713754381,5.06498477633478,7.4318572907585,0.819653866058248,11.7315119970509,31.7496535414168,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0037327","Skylar Thompson","QB","QB","MIA",19,74,221,2,"ACT","Kansas State","Skylar Thompson",2,21,33,187,0,0,1,4,0,0,0,0,0,7.88,"S.Thompson",-15.51,-0.398,39,NA,0,0,0,NA,0,0,0,"Skylar Thompson",2.68536842105263,3.97076923076923,5.02722222222222,-3.35271107523066,5.26315789473684,26.8872609240882,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,3.9,93.5,2,0,0,-15.51,2.68536842105263,3.97076923076923,5.02722222222222,-3.35271107523066,5.26315789473684,26.8872609240882,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00-0039482","Gavin Hardison","QB","QB","MIA",16,75,215,0,"ACT","Texas-El Paso",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
