"player_id","player_name","season","games","passing_plays_total","passing_epa_total","passing_epa_avg","rushing_plays_total","rushing_epa_total","rushing_epa_avg","receiving_plays_total","receiving_epa_total","receiving_epa_avg","total_epa"
"00-0039325","C.Steele",2024,12,0,0,NA,56,-11.98,-0.432,11,-0.73,-0.019,-12.71
"00-0039337","M.Nabers",2024,15,1,-0.96,-0.96,5,-0.57,-0.359,172,105.43,0.633,103.9
"00-0039338","B.Bowers",2024,17,0,0,NA,5,-0.86,-0.172,153,92.21,0.601,91.35
"00-0039342","X.Legette",2024,15,0,0,NA,6,-0.59,-0.129,85,39.12,0.445,38.53
"00-0039344","J.Brooks",2024,3,0,0,NA,9,-2.78,-0.506,3,1.46,0.487,-1.32
"00-0039355","L.McCaffrey",2024,12,0,0,NA,0,0,NA,25,15.75,0.63,15.75
"00-0039356","J.Sanders",2024,15,0,0,NA,0,0,NA,43,18.41,0.329,18.41
"00-0039359","C.Stover",2024,13,0,0,NA,0,0,NA,22,8.45,0.532,8.45
"00-0039361","B.Irving",2024,17,0,0,NA,207,20.88,0.037,53,18.95,0.36,39.83
"00-0039363","I.Guerendo",2024,13,0,0,NA,84,4.87,-0.116,16,6.78,0.429,11.65
"00-0039364","S.Vaki",2024,4,0,0,NA,6,-3.17,-0.581,3,4.24,1.97,1.07
"00-0039365","J.Cowing",2024,3,0,0,NA,1,0.38,0.38,6,6.62,0.894,7
"00-0039373","A.Estime",2024,13,0,0,NA,76,-7.42,-0.09,5,-0.76,0.182,-8.18
"00-0039376","S.Rattler",2024,7,250,-84.78,-0.295,3,2.68,0.893,0,0,NA,-82.1
"00-0039379","J.Thrash",2024,6,0,0,NA,0,0,NA,7,1.03,0.143,1.03
"00-0039384","T.Tracy",2024,17,0,0,NA,192,-20.72,-0.178,54,10.1,0.153,-10.62
"00-0039386","B.Means",2024,4,0,0,NA,0,0,NA,15,12.6,1.318,12.6
"00-0039391","K.Vidal",2024,9,0,0,NA,43,-8.41,-0.209,9,4.37,0.464,-4.04
"00-0039392","J.Jackson",2024,2,0,0,NA,1,-1.69,-1.69,3,0.8,0.2,-0.89
"00-0039393","J.McClellan",2024,2,0,0,NA,13,-7.11,-0.52,0,0,NA,-7.11
"00-0039394","Cas.Washington",2024,2,0,0,NA,0,0,NA,2,1.38,0.69,1.38
"00-0039398","J.Milton",2024,1,29,11.79,0.407,5,-3.32,-0.664,0,0,NA,8.47
"00-0039407","D.Laube",2024,1,0,0,NA,1,-4.67,-4.67,0,0,NA,-4.67
"00-0039410","R.Flournoy",2024,7,0,0,NA,0,0,NA,14,-0.45,-0.399,-0.45
"00-0039420","J.Bell",2024,3,0,0,NA,0,0,NA,3,0.66,0.22,0.66
"00-0039424","D.Vele",2024,13,0,0,NA,0,0,NA,55,47.1,0.888,47.1
"00-0039451","I.Williams",2024,1,0,0,NA,0,0,NA,3,-1.68,-0.56,-1.68
"00-0039458","B.Bates",2024,1,0,0,NA,0,0,NA,1,0,0,0
"00-0039491","J.Coker",2024,11,1,1.31,1.31,0,0,NA,46,45.88,0.942,47.19
"00-0039521","X.Weaver",2024,2,0,0,NA,0,0,NA,2,0,0,0
"00-0039530","B.Spann-Ford",2024,6,0,0,NA,0,0,NA,14,6.84,0.285,6.84
"00-0039543","R.Keyton",2024,2,0,0,NA,0,0,NA,3,0.8,0.2,0.8
"00-0039573","B.Watson",2024,1,0,0,NA,4,-0.18,-0.045,2,1.88,0.94,1.7
"00-0039589","K.Johnson",2024,3,0,0,NA,2,0.99,0.495,1,0,0,0.99
"00-0039603","B.Brooks",2024,1,0,0,NA,1,-0.34,-0.34,0,0,NA,-0.34
"00-0039611","M.Hayball",2024,1,0,0,NA,1,2.87,2.87,0,0,NA,2.87
"00-0039613","D.Holker",2024,2,0,0,NA,0,0,NA,4,0.1,0.24,0.1
"00-0039614","J.Jackson",2024,1,0,0,NA,1,-0.88,-0.88,0,0,NA,-0.88
"00-0039617","J.Kibodi",2024,1,0,0,NA,5,-0.74,-0.148,3,0.91,0.303,0.17
"00-0039623","M.Tipton",2024,9,0,0,NA,0,0,NA,26,-0.0700000000000002,0.004,-0.07
"00-0039631","C.Grandy",2024,4,0,0,NA,0,0,NA,5,2.77,0.396,2.77
"00-0039648","D.Martin-Robinson",2024,2,0,0,NA,0,0,NA,2,0.82,0.41,0.82
"00-0039650","B.Oliver",2024,5,0,0,NA,0,0,NA,9,7.7,1.219,7.7
"00-0039692","D.Pettus",2024,1,0,0,NA,1,1.93,1.93,0,0,NA,1.93
"00-0039703","C.Schrader",2024,1,0,0,NA,1,-0.32,-0.32,1,0.4,0.4,0.08
"00-0039731","J.Latham",2024,1,0,0,NA,0,0,NA,1,-1.7,-1.7,-1.7
"00-0039732","B.Nix",2024,17,591,17.64,0.036,28,10.58,0.127,1,3.88,3.88,32.1
"00-0039737","T.Reiman",2024,5,0,0,NA,0,0,NA,7,1.13,0.187,1.13
"00-0039738","B.Corum",2024,14,0,0,NA,58,-9.76,-0.23,8,3.38,0.481,-6.38
"00-0039746","W.Shipley",2024,5,0,0,NA,30,-8.36,-0.422,4,2.3,0.575,-6.06
"00-0039747","A.Smith",2024,3,0,0,NA,2,0.59,0.295,9,3.06,-0.02,3.65
"00-0039751","J.Whittington",2024,6,0,0,NA,2,3.07,1.535,28,21.63,0.861,24.7
"00-0039754","D.Culp",2024,2,0,0,NA,0,0,NA,6,8.76,1.668,8.76
"00-0039757","T.Jennings",2024,2,0,0,NA,13,-3.98,-0.295,1,0,0,-3.98
"00-0039792","D.Walker",2024,2,0,0,NA,0,0,NA,3,2.93,1.465,2.93
"00-0039793","A.Barner",2024,14,0,0,NA,0,0,NA,38,19.79,0.629,19.79
"00-0039794","B.Allen",2024,17,0,0,NA,92,-7.6,-0.122,27,10.51,0.363,2.91
"00-0039796","R.Ali",2024,4,0,0,NA,10,-1.15,-0.579,2,0,0,-1.15
"00-0039798","I.Davis",2024,9,0,0,NA,30,4.42,0.156,12,6.97,0.44,11.39
"00-0039810","J.Burton",2024,4,0,0,NA,0,0,NA,14,9.8,0.847,9.8
"00-0039811","M.Lloyd",2024,1,0,0,NA,6,-1.81,-0.302,1,-0.23,-0.23,-2.04
"00-0039814","E.All",2024,8,0,0,NA,0,0,NA,22,6.99,0.307,6.99
"00-0039816","A.Gould",2024,1,0,0,NA,0,0,NA,1,1.89,1.89,1.89
"00-0039824","J.Wiley",2024,1,0,0,NA,0,0,NA,1,-0.15,-0.15,-0.15
"00-0039825","J.Hicks",2024,1,0,0,NA,1,-2.83,-2.83,0,0,NA,-2.83
"00-0039847","T.Johnson",2024,10,0,0,NA,0,0,NA,43,20.16,0.401,20.16
"00-0039849","M.Harrison",2024,17,0,0,NA,0,0,NA,116,78.1,0.612,78.1
"00-0039851","D.Maye",2024,13,374,-31.37,-0.227,7,-12.47,-2.298,0,0,NA,-43.84
"00-0039853","J.Baker",2024,4,0,0,NA,0,0,NA,4,1.19,0.298,1.19
"00-0039855","J.McMillan",2024,13,0,0,NA,4,4.43,1.107,58,52.81,0.837,57.24
"00-0039868","T.Franklin",2024,16,0,0,NA,2,-0.25,-0.125,53,11.86,0.241,11.61
"00-0039874","J.Wright",2024,13,0,0,NA,68,-20.31,-0.28,6,-1.22,-0.183,-21.53
"00-0039875","R.Davis",2024,16,0,0,NA,113,-5.59,-0.102,19,16.09,0.664,10.5
"00-0039880","M.Washington",2024,12,0,0,NA,5,0.69,0.138,36,15.08,0.275,15.77
"00-0039890","A.Mitchell",2024,17,1,2.45,2.45,4,-8.79,-2.198,55,25.33,0.583,18.99
"00-0039893","B.Thomas",2024,17,0,0,NA,6,2.57,0.618,135,105.33,0.824,107.9
"00-0039894","X.Worthy",2024,16,0,0,NA,20,2.97,0.252,99,55.79,0.595,58.76
"00-0039901","K.Coleman",2024,13,0,0,NA,1,0.78,0.78,58,51.24,1.023,52.02
"00-0039907","J.Polk",2024,13,0,0,NA,1,-0.69,-0.69,34,2.58,0.136,1.89
"00-0039910","J.Daniels",2024,17,528,54.51,0.063,66,17.44,0.17,0,0,NA,71.95
"00-0039912","B.Sinnott",2024,4,0,0,NA,0,0,NA,5,1.45,0.239,1.45
"00-0039915","L.McConkey",2024,16,0,0,NA,0,0,NA,113,94.33,0.919,94.33
"00-0039916","R.Pearsall",2024,10,1,-0.53,-0.53,3,2.2,1.285,47,31.92,0.456,33.59
"00-0039917","M.Penix",2024,5,109,14.56,0.421,1,-0.27,-0.27,0,0,NA,14.29
"00-0039918","C.Williams",2024,17,636,-56.61,-0.08,25,-7.77,-0.377,0,0,NA,-64.38
"00-0039919","R.Odunze",2024,17,0,0,NA,3,0.58,0.003,101,60.68,0.588,61.26
"00-0039920","M.Corley",2024,5,0,0,NA,2,-4.43,-2.215,6,0.92,0.125,-3.51
"00-0039921","T.Benson",2024,12,0,0,NA,63,-4.96,0.017,6,3.11,0.423,-1.85
