"season","week","game_id","player_id","player_name","team","opponent","total_plays","total_epa","epa_per_play","passing_plays","passing_epa_total","passing_epa_per_play","rushing_plays","rushing_epa_total","rushing_epa_per_play","receiving_plays","receiving_epa_total","receiving_epa_per_play","completions","attempts","passing_yards","passing_tds","interceptions","sacks","carries","rushing_yards","rushing_tds","rushing_first_downs","targets","receptions","receiving_yards","receiving_tds","receiving_first_downs"
2024,1,"2024_01_NYJ_SF","00-0023459","A.Rodgers","NYJ","SF",22,-1.69,-0.0768181818181818,22,-1.69,-0.0768181818181818,0,0,0,0,0,0,13,22,167,1,1,1,0,0,0,0,0,0,0,0,0
2024,2,"2024_02_NYJ_TEN","00-0023459","A.Rodgers","NYJ","TEN",32,1.65,0.0515625,32,1.65,0.0515625,0,0,0,0,0,0,18,32,176,2,0,2,0,0,0,0,0,0,0,0,0
2024,3,"2024_03_NE_NYJ","00-0023459","A.Rodgers","NYJ","NE",37,18.2,0.491891891891892,37,18.2,0.491891891891892,0,0,0,0,0,0,27,37,281,2,0,2,0,0,0,0,0,0,0,0,0
2024,4,"2024_04_DEN_NYJ","00-0023459","A.Rodgers","NYJ","DEN",48,-14.47,-0.301458333333333,47,-14.95,-0.318085106382979,1,0.48,0.48,0,0,0,24,47,225,0,0,5,1,8,0,0,0,0,0,0,0
2024,5,"2024_05_NYJ_MIN","00-0023459","A.Rodgers","NYJ","MIN",57,-16.16,-0.283508771929825,57,-16.16,-0.283508771929825,0,0,0,0,0,0,29,57,244,2,3,3,0,0,0,0,0,0,0,0,0
2024,6,"2024_06_BUF_NYJ","00-0023459","A.Rodgers","NYJ","BUF",38,11.16,0.293684210526316,38,11.16,0.293684210526316,0,0,0,0,0,0,23,38,294,2,1,3,0,0,0,0,0,0,0,0,0
2024,7,"2024_07_NYJ_PIT","00-0023459","A.Rodgers","NYJ","PIT",41,0.08,0.00195121951219512,41,0.08,0.00195121951219512,0,0,0,0,0,0,24,41,276,1,2,1,0,0,0,0,0,0,0,0,0
2024,8,"2024_08_NYJ_NE","00-0023459","A.Rodgers","NYJ","NE",30,4.22,0.140666666666667,30,4.22,0.140666666666667,0,0,0,0,0,0,17,30,233,2,0,1,0,0,0,0,0,0,0,0,0
2024,9,"2024_09_HOU_NYJ","00-0023459","A.Rodgers","NYJ","HOU",34,8.61,0.253235294117647,34,8.61,0.253235294117647,0,0,0,0,0,0,22,34,211,3,0,2,0,0,0,0,0,0,0,0,0
2024,10,"2024_10_NYJ_ARI","00-0023459","A.Rodgers","NYJ","ARI",38,-10.89,-0.286578947368421,38,-10.89,-0.286578947368421,0,0,0,0,0,0,22,38,151,0,0,3,0,0,0,0,0,0,0,0,0
2024,11,"2024_11_IND_NYJ","00-0023459","A.Rodgers","NYJ","IND",32,-0.45,-0.0140625,32,-0.45,-0.0140625,0,0,0,0,0,0,22,32,184,2,0,3,0,0,0,0,0,0,0,0,0
2024,13,"2024_13_SEA_NYJ","00-0023459","A.Rodgers","NYJ","SEA",41,-14.04,-0.342439024390244,41,-14.04,-0.342439024390244,0,0,0,0,0,0,21,41,185,2,1,2,0,0,0,0,0,0,0,0,0
2024,14,"2024_14_NYJ_MIA","00-0023459","A.Rodgers","NYJ","MIA",42,14.8,0.352380952380952,42,14.8,0.352380952380952,0,0,0,0,0,0,27,42,339,1,0,3,0,0,0,0,0,0,0,0,0
2024,15,"2024_15_NYJ_JAX","00-0023459","A.Rodgers","NYJ","JAX",32,13.77,0.4303125,32,13.77,0.4303125,0,0,0,0,0,0,16,32,289,3,0,1,0,0,0,0,0,0,0,0,0
2024,16,"2024_16_LA_NYJ","00-0023459","A.Rodgers","NYJ","LA",43,2.76,0.0641860465116279,43,2.76,0.0641860465116279,0,0,0,0,0,0,28,43,256,1,0,1,0,0,0,0,0,0,0,0,0
2024,17,"2024_17_NYJ_BUF","00-0023459","A.Rodgers","NYJ","BUF",22,-20.36,-0.925454545454545,22,-20.36,-0.925454545454545,0,0,0,0,0,0,12,22,112,0,2,4,0,0,0,0,0,0,0,0,0
2024,18,"2024_18_MIA_NYJ","00-0023459","A.Rodgers","NYJ","MIA",39,2.03,0.052051282051282,39,2.03,0.052051282051282,0,0,0,0,0,0,23,39,274,4,1,3,0,0,0,0,0,0,0,0,0
2024,6,"2024_06_JAX_CHI","00-0024243","M.Lewis","CHI","JAX",1,0.06,0.06,0,0,0,0,0,0,1,0.06,0.06,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1
2024,4,"2024_04_PIT_IND","00-0026158","J.Flacco","IND","PIT",28,7.76,0.277142857142857,28,7.76,0.277142857142857,0,0,0,0,0,0,16,28,168,2,0,2,0,0,0,0,0,0,0,0,0
2024,5,"2024_05_IND_JAX","00-0026158","J.Flacco","IND","JAX",49,10.82,0.220816326530612,48,10.4,0.216666666666667,1,0.42,0.42,0,0,0,33,48,359,3,0,4,1,2,0,1,0,0,0,0,0
2024,6,"2024_06_IND_TEN","00-0026158","J.Flacco","IND","TEN",38,1.57,0.0413157894736842,38,1.57,0.0413157894736842,0,0,0,0,0,0,22,38,189,2,1,0,0,0,0,0,0,0,0,0,0
2024,9,"2024_09_IND_MIN","00-0026158","J.Flacco","IND","MIN",31,-14.67,-0.473225806451613,30,-8.78,-0.292666666666667,1,-5.89,-5.89,0,0,0,16,30,179,0,1,3,1,0,0,0,0,0,0,0,0
2024,10,"2024_10_BUF_IND","00-0026158","J.Flacco","IND","BUF",39,-12.45,-0.319230769230769,39,-12.45,-0.319230769230769,0,0,0,0,0,0,26,39,272,2,3,4,0,0,0,0,0,0,0,0,0
2024,17,"2024_17_IND_NYG","00-0026158","J.Flacco","IND","NYG",42,6.83,0.162619047619048,41,7.24,0.176585365853659,1,-0.41,-0.41,0,0,0,26,41,330,2,2,2,1,1,0,0,0,0,0,0,0
2024,18,"2024_18_JAX_IND","00-0026158","J.Flacco","IND","JAX",43,-3.7,-0.086046511627907,43,-3.7,-0.086046511627907,0,0,0,0,0,0,23,43,264,1,0,3,0,0,0,0,0,0,0,0,0
2024,4,"2024_04_BUF_BAL","00-0026300","J.Johnson","BAL","BUF",1,-1.41,-1.41,1,-1.41,-1.41,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2024,9,"2024_09_DEN_BAL","00-0026300","J.Johnson","BAL","DEN",2,0.16,0.08,0,0,0,2,0.16,0.08,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0
2024,15,"2024_15_BAL_NYG","00-0026300","J.Johnson","BAL","NYG",1,-1.18,-1.18,1,-1.18,-1.18,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,17,"2024_17_BAL_HOU","00-0026300","J.Johnson","BAL","HOU",2,0.78,0.39,2,0.78,0.39,0,0,0,0,0,0,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,"2024_01_LA_DET","00-0026498","M.Stafford","LA","DET",51,4.54,0.0890196078431373,51,4.54,0.0890196078431373,0,0,0,0,0,0,34,51,317,1,1,2,0,0,0,0,0,0,0,0,0
2024,2,"2024_02_LA_ARI","00-0026498","M.Stafford","LA","ARI",32,-11.16,-0.34875,32,-11.16,-0.34875,0,0,0,0,0,0,19,32,216,0,0,5,0,0,0,0,0,0,0,0,0
2024,3,"2024_03_SF_LA","00-0026498","M.Stafford","LA","SF",28,3.41,0.121785714285714,28,3.41,0.121785714285714,0,0,0,0,0,0,16,28,221,1,0,3,0,0,0,0,0,0,0,0,0
2024,4,"2024_04_LA_CHI","00-0026498","M.Stafford","LA","CHI",33,-2.29,-0.0693939393939394,33,-2.29,-0.0693939393939394,0,0,0,0,0,0,20,33,224,0,1,3,0,0,0,0,0,0,0,0,0
2024,5,"2024_05_GB_LA","00-0026498","M.Stafford","LA","GB",48,-8.97,-0.186875,48,-8.97,-0.186875,0,0,0,0,0,0,29,48,260,1,1,3,0,0,0,0,0,0,0,0,0
2024,7,"2024_07_LV_LA","00-0026498","M.Stafford","LA","LV",24,-7.25,-0.302083333333333,24,-7.25,-0.302083333333333,0,0,0,0,0,0,14,24,154,0,1,1,0,0,0,0,0,0,0,0,0
2024,8,"2024_08_MIN_LA","00-0026498","M.Stafford","LA","MIN",34,15.89,0.467352941176471,34,15.89,0.467352941176471,0,0,0,0,0,0,25,34,279,4,1,0,0,0,0,0,0,0,0,0,0
2024,9,"2024_09_LA_SEA","00-0026498","M.Stafford","LA","SEA",45,2.9,0.0644444444444445,44,3.87,0.0879545454545455,1,-0.97,-0.97,0,0,0,25,44,298,2,1,0,1,0,0,0,0,0,0,0,0
2024,10,"2024_10_MIA_LA","00-0026498","M.Stafford","LA","MIA",50,-9.49,-0.1898,49,-7.46,-0.152244897959184,1,-2.03,-2.03,0,0,0,32,49,293,0,1,4,1,0,0,0,0,0,0,0,0
2024,11,"2024_11_LA_NE","00-0026498","M.Stafford","LA","NE",28,16.54,0.590714285714286,27,16,0.592592592592593,1,0.54,0.54,0,0,0,18,27,295,4,0,0,1,3,0,1,0,0,0,0,0
2024,12,"2024_12_PHI_LA","00-0026498","M.Stafford","LA","PHI",42,4.15,0.0988095238095238,42,4.15,0.0988095238095238,0,0,0,0,0,0,24,42,243,2,0,5,0,0,0,0,0,0,0,0,0
2024,13,"2024_13_LA_NO","00-0026498","M.Stafford","LA","NO",28,3.08,0.11,26,0.3,0.0115384615384615,2,2.78,1.39,0,0,0,14,26,183,2,0,2,2,6,0,2,0,0,0,0,0
2024,14,"2024_14_BUF_LA","00-0026498","M.Stafford","LA","BUF",30,24.56,0.818666666666667,30,24.56,0.818666666666667,0,0,0,0,0,0,23,30,320,2,0,0,0,0,0,0,0,0,0,0,0
2024,15,"2024_15_LA_SF","00-0026498","M.Stafford","LA","SF",30,-5.03,-0.167666666666667,27,-5.9,-0.218518518518519,3,0.87,0.29,0,0,0,16,27,160,0,0,0,3,7,0,2,0,0,0,0,0
2024,16,"2024_16_LA_NYJ","00-0026498","M.Stafford","LA","NYJ",19,3.19,0.167894736842105,19,3.19,0.167894736842105,0,0,0,0,0,0,14,19,110,1,1,0,0,0,0,0,0,0,0,0,0
2024,17,"2024_17_ARI_LA","00-0026498","M.Stafford","LA","ARI",36,0.46,0.0127777777777778,32,-0.48,-0.015,4,0.94,0.235,0,0,0,17,32,189,0,0,0,4,5,0,2,0,0,0,0,0
2024,1,"2024_01_CAR_NO","00-0027973","A.Dalton","CAR","NO",1,-0.62,-0.62,1,-0.62,-0.62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,3,"2024_03_CAR_LV","00-0027973","A.Dalton","CAR","LV",40,12.35,0.30875,40,12.35,0.30875,0,0,0,0,0,0,26,40,319,3,0,2,0,0,0,0,0,0,0,0,0
2024,4,"2024_04_CIN_CAR","00-0027973","A.Dalton","CAR","CIN",40,3.1,0.0775,40,3.1,0.0775,0,0,0,0,0,0,25,40,220,2,1,0,0,0,0,0,0,0,0,0,0
2024,5,"2024_05_CAR_CHI","00-0027973","A.Dalton","CAR","CHI",31,-18.9,-0.609677419354839,31,-18.9,-0.609677419354839,0,0,0,0,0,0,18,31,136,0,1,3,0,0,0,0,0,0,0,0,0
2024,6,"2024_06_ATL_CAR","00-0027973","A.Dalton","CAR","ATL",39,-5.27,-0.135128205128205,38,-4.91,-0.129210526315789,1,-0.36,-0.36,0,0,0,26,38,221,2,2,0,1,2,0,0,0,0,0,0,0
2024,7,"2024_07_CAR_WAS","00-0027973","A.Dalton","CAR","WAS",18,-16.47,-0.915,18,-16.47,-0.915,0,0,0,0,0,0,11,18,93,0,2,2,0,0,0,0,0,0,0,0,0
2024,1,"2024_01_NYJ_SF","00-0028118","T.Taylor","NYJ","SF",9,2.26,0.251111111111111,9,2.26,0.251111111111111,0,0,0,0,0,0,6,9,36,1,0,0,0,0,0,0,0,0,0,0,0
2024,17,"2024_17_NYJ_BUF","00-0028118","T.Taylor","NYJ","BUF",17,7.17,0.421764705882353,16,8.8,0.55,1,-1.63,-1.63,0,0,0,11,16,83,2,0,0,1,0,0,0,0,0,0,0,0
2024,4,"2024_04_CIN_CAR","00-0028872","J.Hekker","CAR","CIN",1,-3.03,-3.03,1,-3.03,-3.03,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,8,"2024_08_CAR_DEN","00-0028872","J.Hekker","CAR","DEN",1,-2.68,-2.68,1,-2.68,-2.68,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,7,"2024_07_NYJ_PIT","00-0029263","R.Wilson","PIT","NYJ",32,10.63,0.3321875,30,8.76,0.292,2,1.87,0.935,0,0,0,16,30,264,2,0,1,2,2,1,2,0,0,0,0,0
2024,8,"2024_08_NYG_PIT","00-0029263","R.Wilson","PIT","NYG",32,3.64,0.11375,31,3.76,0.121290322580645,1,-0.12,-0.12,0,0,0,20,31,278,1,0,4,1,5,0,0,0,0,0,0,0
2024,10,"2024_10_PIT_WAS","00-0029263","R.Wilson","PIT","WAS",31,7.33,0.236451612903226,31,7.33,0.236451612903226,0,0,0,0,0,0,14,31,195,3,1,3,0,0,0,0,0,0,0,0,0
2024,11,"2024_11_BAL_PIT","00-0029263","R.Wilson","PIT","BAL",41,-13.39,-0.326585365853659,40,-11.59,-0.28975,1,-1.8,-1.8,0,0,0,23,40,205,0,1,4,1,0,0,0,0,0,0,0,0
2024,12,"2024_12_PIT_CLE","00-0029263","R.Wilson","PIT","CLE",35,5.53,0.158,33,7.81,0.236666666666667,2,-2.28,-1.14,0,0,0,21,33,270,1,0,4,2,0,0,0,0,0,0,0,0
2024,13,"2024_13_PIT_CIN","00-0029263","R.Wilson","PIT","CIN",40,15.52,0.388,40,15.52,0.388,0,0,0,0,0,0,29,40,414,3,1,2,0,0,0,0,0,0,0,0,0
2024,14,"2024_14_CLE_PIT","00-0029263","R.Wilson","PIT","CLE",29,0.43,0.0148275862068965,27,-0.56,-0.0207407407407407,2,0.99,0.495,0,0,0,15,27,158,2,0,1,2,7,0,2,0,0,0,0,0
2024,15,"2024_15_PIT_PHI","00-0029263","R.Wilson","PIT","PHI",26,-11,-0.423076923076923,24,-5.86,-0.244166666666667,2,-5.14,-2.57,0,0,0,14,24,128,1,0,2,2,2,0,1,0,0,0,0,0
2024,16,"2024_16_PIT_BAL","00-0029263","R.Wilson","PIT","BAL",36,-6.6,-0.183333333333333,35,-6.57,-0.187714285714286,1,-0.03,-0.03,0,0,0,22,35,217,2,1,3,1,2,0,0,0,0,0,0,0
2024,17,"2024_17_KC_PIT","00-0029263","R.Wilson","PIT","KC",42,-18.12,-0.431428571428571,42,-18.12,-0.431428571428571,0,0,0,0,0,0,23,42,205,0,1,5,0,0,0,0,0,0,0,0,0
2024,18,"2024_18_CIN_PIT","00-0029263","R.Wilson","PIT","CIN",37,-5.65,-0.152702702702703,35,-5.4,-0.154285714285714,2,-0.25,-0.125,0,0,0,17,35,148,1,0,4,2,1,0,1,0,0,0,0,0
2024,1,"2024_01_PIT_ATL","00-0029604","K.Cousins","ATL","PIT",28,-16.97,-0.606071428571428,27,-10.99,-0.407037037037037,1,-5.98,-5.98,0,0,0,16,27,155,1,2,2,1,0,0,0,0,0,0,0,0
2024,2,"2024_02_ATL_PHI","00-0029604","K.Cousins","ATL","PHI",32,8.35,0.2609375,31,9.08,0.292903225806452,1,-0.73,-0.73,0,0,0,20,31,241,2,0,1,1,0,0,0,0,0,0,0,0
2024,3,"2024_03_KC_ATL","00-0029604","K.Cousins","ATL","KC",31,2.8,0.0903225806451613,31,2.8,0.0903225806451613,0,0,0,0,0,0,20,31,230,1,1,2,0,0,0,0,0,0,0,0,0
2024,4,"2024_04_NO_ATL","00-0029604","K.Cousins","ATL","NO",36,-1.07,-0.0297222222222222,36,-1.07,-0.0297222222222222,0,0,0,0,0,0,21,36,238,0,1,1,0,0,0,0,0,0,0,0,0
2024,5,"2024_05_TB_ATL","00-0029604","K.Cousins","ATL","TB",60,22.13,0.368833333333333,60,22.13,0.368833333333333,0,0,0,0,0,0,42,60,509,4,1,4,0,0,0,0,0,0,0,0,0
2024,6,"2024_06_ATL_CAR","00-0029604","K.Cousins","ATL","CAR",30,6.96,0.232,30,6.96,0.232,0,0,0,0,0,0,19,30,225,1,0,0,0,0,0,0,0,0,0,0,0
2024,7,"2024_07_SEA_ATL","00-0029604","K.Cousins","ATL","SEA",38,-9.43,-0.248157894736842,38,-9.43,-0.248157894736842,0,0,0,0,0,0,24,38,232,1,2,3,0,0,0,0,0,0,0,0,0
2024,8,"2024_08_ATL_TB","00-0029604","K.Cousins","ATL","TB",33,15.9,0.481818181818182,31,15.14,0.488387096774194,2,0.76,0.38,0,0,0,23,31,276,4,0,2,2,3,0,1,0,0,0,0,0
2024,9,"2024_09_DAL_ATL","00-0029604","K.Cousins","ATL","DAL",27,7.66,0.283703703703704,26,8.4,0.323076923076923,1,-0.74,-0.74,0,0,0,19,26,222,3,0,2,1,0,0,0,0,0,0,0,0
2024,10,"2024_10_ATL_NO","00-0029604","K.Cousins","ATL","NO",41,-1.25,-0.0304878048780488,41,-1.25,-0.0304878048780488,0,0,0,0,0,0,23,41,306,0,1,3,0,0,0,0,0,0,0,0,0
2024,11,"2024_11_ATL_DEN","00-0029604","K.Cousins","ATL","DEN",30,-8.54,-0.284666666666667,29,-7.12,-0.24551724137931,1,-1.42,-1.42,0,0,0,18,29,173,0,1,3,1,0,0,0,0,0,0,0,0
2024,13,"2024_13_LAC_ATL","00-0029604","K.Cousins","ATL","LAC",41,-11.19,-0.272926829268293,40,-11.63,-0.29075,1,0.44,0.44,0,0,0,24,40,245,0,4,1,1,3,0,1,0,0,0,0,0
2024,14,"2024_14_ATL_MIN","00-0029604","K.Cousins","ATL","MIN",38,0.72,0.0189473684210526,38,0.72,0.0189473684210526,0,0,0,0,0,0,23,38,344,0,2,1,0,0,0,0,0,0,0,0,0
2024,15,"2024_15_ATL_LV","00-0029604","K.Cousins","ATL","LV",22,-9.43,-0.428636363636364,20,-7.51,-0.3755,2,-1.92,-0.96,0,0,0,11,20,112,1,1,3,2,-2,0,0,0,0,0,0,0
2024,9,"2024_09_DAL_ATL","00-0029692","B.Anger","DAL","ATL",1,-2.98,-2.98,1,-2.98,-2.98,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,11,"2024_11_HOU_DAL","00-0029692","B.Anger","DAL","HOU",1,-2.71,-2.71,1,-2.71,-2.71,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,"2024_01_NYJ_SF","00-0029892","K.Juszczyk","SF","NYJ",3,3.01,1.00333333333333,0,0,0,0,0,0,3,3.01,1.00333333333333,0,0,0,0,0,0,0,0,0,0,3,2,40,0,1
2024,2,"2024_02_SF_MIN","00-0029892","K.Juszczyk","SF","MIN",5,0.46,0.092,0,0,0,0,0,0,5,0.46,0.092,0,0,0,0,0,0,0,0,0,0,5,3,19,0,1
2024,3,"2024_03_SF_LA","00-0029892","K.Juszczyk","SF","LA",1,0.26,0.26,0,0,0,0,0,0,1,0.26,0.26,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0
2024,4,"2024_04_NE_SF","00-0029892","K.Juszczyk","SF","NE",1,1.05,1.05,0,0,0,0,0,0,1,1.05,1.05,0,0,0,0,0,0,0,0,0,0,1,1,12,0,1
2024,6,"2024_06_SF_SEA","00-0029892","K.Juszczyk","SF","SEA",5,2.44,0.488,0,0,0,1,2.37,2.37,4,0.07,0.0175,0,0,0,0,0,0,1,6,1,1,4,3,10,0,0
2024,7,"2024_07_KC_SF","00-0029892","K.Juszczyk","SF","KC",4,0.26,0.065,0,0,0,1,0.26,0.26,3,0,0,0,0,0,0,0,0,1,14,0,0,3,0,0,0,0
2024,8,"2024_08_DAL_SF","00-0029892","K.Juszczyk","SF","DAL",2,-1.41,-0.705,0,0,0,1,-0.6,-0.6,1,-0.81,-0.81,0,0,0,0,0,0,1,1,0,0,1,1,6,0,0
2024,11,"2024_11_SEA_SF","00-0029892","K.Juszczyk","SF","SEA",2,0.38,0.19,0,0,0,0,0,0,2,0.38,0.19,0,0,0,0,0,0,0,0,0,0,2,2,12,0,0
2024,12,"2024_12_SF_GB","00-0029892","K.Juszczyk","SF","GB",1,0.99,0.99,0,0,0,0,0,0,1,0.99,0.99,0,0,0,0,0,0,0,0,0,0,1,1,14,0,1
2024,13,"2024_13_SF_BUF","00-0029892","K.Juszczyk","SF","BUF",1,-8.84,-8.84,0,0,0,1,-8.84,-8.84,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0
2024,14,"2024_14_CHI_SF","00-0029892","K.Juszczyk","SF","CHI",2,-0.19,-0.095,0,0,0,0,0,0,2,-0.19,-0.095,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0
2024,16,"2024_16_SF_MIA","00-0029892","K.Juszczyk","SF","MIA",4,0.77,0.1925,0,0,0,1,-0.47,-0.47,3,1.24,0.413333333333333,0,0,0,0,0,0,1,6,0,0,3,1,20,0,1
2024,17,"2024_17_DET_SF","00-0029892","K.Juszczyk","SF","DET",2,1.62,0.81,0,0,0,0,0,0,2,1.62,0.81,0,0,0,0,0,0,0,0,0,0,2,1,9,1,1
2024,18,"2024_18_SF_ARI","00-0029892","K.Juszczyk","SF","ARI",3,4.23,1.41,0,0,0,0,0,0,3,4.23,1.41,0,0,0,0,0,0,0,0,0,0,3,2,49,1,2
2024,1,"2024_01_CAR_NO","00-0030035","A.Thielen","CAR","NO",4,6.22,1.555,0,0,0,0,0,0,4,6.22,1.555,0,0,0,0,0,0,0,0,0,0,4,3,49,0,2
2024,2,"2024_02_LAC_CAR","00-0030035","A.Thielen","CAR","LAC",3,-0.98,-0.326666666666667,0,0,0,0,0,0,3,-0.98,-0.326666666666667,0,0,0,0,0,0,0,0,0,0,3,2,20,0,1
2024,3,"2024_03_CAR_LV","00-0030035","A.Thielen","CAR","LV",5,4.76,0.952,0,0,0,0,0,0,5,4.76,0.952,0,0,0,0,0,0,0,0,0,0,5,3,40,1,2
2024,12,"2024_12_KC_CAR","00-0030035","A.Thielen","CAR","KC",4,5.9,1.475,0,0,0,0,0,0,4,5.9,1.475,0,0,0,0,0,0,0,0,0,0,4,3,57,0,2
2024,13,"2024_13_TB_CAR","00-0030035","A.Thielen","CAR","TB",10,8.16,0.816,0,0,0,0,0,0,10,8.16,0.816,0,0,0,0,0,0,0,0,0,0,10,8,99,1,4
2024,14,"2024_14_CAR_PHI","00-0030035","A.Thielen","CAR","PHI",11,14,1.27272727272727,0,0,0,0,0,0,11,14,1.27272727272727,0,0,0,0,0,0,0,0,0,0,11,9,102,0,7
2024,15,"2024_15_DAL_CAR","00-0030035","A.Thielen","CAR","DAL",7,4.42,0.631428571428571,0,0,0,0,0,0,7,4.42,0.631428571428571,0,0,0,0,0,0,0,0,0,0,7,5,51,0,1
2024,16,"2024_16_ARI_CAR","00-0030035","A.Thielen","CAR","ARI",6,7.43,1.23833333333333,0,0,0,0,0,0,6,7.43,1.23833333333333,0,0,0,0,0,0,0,0,0,0,6,5,43,1,4
2024,17,"2024_17_CAR_TB","00-0030035","A.Thielen","CAR","TB",6,10.05,1.675,0,0,0,0,0,0,6,10.05,1.675,0,0,0,0,0,0,0,0,0,0,6,5,110,2,4
2024,18,"2024_18_CAR_ATL","00-0030035","A.Thielen","CAR","ATL",6,2.31,0.385,0,0,0,0,0,0,6,2.31,0.385,0,0,0,0,0,0,0,0,0,0,6,5,44,0,1
2024,1,"2024_01_WAS_TB","00-0030061","Z.Ertz","WAS","TB",4,1.95,0.4875,0,0,0,0,0,0,4,1.95,0.4875,0,0,0,0,0,0,0,0,0,0,4,3,28,0,1
2024,2,"2024_02_NYG_WAS","00-0030061","Z.Ertz","WAS","NYG",4,5.96,1.49,0,0,0,0,0,0,4,5.96,1.49,0,0,0,0,0,0,0,0,0,0,4,4,62,0,3
2024,3,"2024_03_WAS_CIN","00-0030061","Z.Ertz","WAS","CIN",5,4.71,0.942,0,0,0,0,0,0,5,4.71,0.942,0,0,0,0,0,0,0,0,0,0,5,5,38,0,2
2024,4,"2024_04_WAS_ARI","00-0030061","Z.Ertz","WAS","ARI",4,0.65,0.1625,0,0,0,0,0,0,4,0.65,0.1625,0,0,0,0,0,0,0,0,0,0,4,3,22,0,1
2024,5,"2024_05_CLE_WAS","00-0030061","Z.Ertz","WAS","CLE",8,-1.38,-0.1725,0,0,0,0,0,0,8,-1.38,-0.1725,0,0,0,0,0,0,0,0,0,0,8,2,10,0,0
2024,6,"2024_06_WAS_BAL","00-0030061","Z.Ertz","WAS","BAL",5,7.52,1.504,0,0,0,0,0,0,5,7.52,1.504,0,0,0,0,0,0,0,0,0,0,5,4,68,0,4
2024,7,"2024_07_CAR_WAS","00-0030061","Z.Ertz","WAS","CAR",5,3.27,0.654,0,0,0,0,0,0,5,3.27,0.654,0,0,0,0,0,0,0,0,0,0,5,4,40,1,2
2024,8,"2024_08_CHI_WAS","00-0030061","Z.Ertz","WAS","CHI",11,4.96,0.450909090909091,0,0,0,0,0,0,11,4.96,0.450909090909091,0,0,0,0,0,0,0,0,0,0,11,7,77,0,6
2024,9,"2024_09_WAS_NYG","00-0030061","Z.Ertz","WAS","NYG",1,-0.14,-0.14,0,0,0,0,0,0,1,-0.14,-0.14,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0
2024,10,"2024_10_PIT_WAS","00-0030061","Z.Ertz","WAS","PIT",8,-0.66,-0.0825,0,0,0,0,0,0,8,-0.66,-0.0825,0,0,0,0,0,0,0,0,0,0,8,4,31,0,0
2024,11,"2024_11_WAS_PHI","00-0030061","Z.Ertz","WAS","PHI",8,8.14,1.0175,0,0,0,0,0,0,8,8.14,1.0175,0,0,0,0,0,0,0,0,0,0,8,6,47,1,5
2024,12,"2024_12_DAL_WAS","00-0030061","Z.Ertz","WAS","DAL",8,2.37,0.29625,0,0,0,0,0,0,8,2.37,0.29625,0,0,0,0,0,0,0,0,0,0,8,6,38,1,3
2024,13,"2024_13_TEN_WAS","00-0030061","Z.Ertz","WAS","TEN",6,4.03,0.671666666666667,0,0,0,0,0,0,6,4.03,0.671666666666667,0,0,0,0,0,0,0,0,0,0,6,3,35,1,2
2024,15,"2024_15_WAS_NO","00-0030061","Z.Ertz","WAS","NO",2,2.45,1.225,0,0,0,0,0,0,2,2.45,1.225,0,0,0,0,0,0,0,0,0,0,2,2,25,0,1
2024,16,"2024_16_PHI_WAS","00-0030061","Z.Ertz","WAS","PHI",2,1.06,0.53,0,0,0,0,0,0,2,1.06,0.53,0,0,0,0,0,0,0,0,0,0,2,1,12,0,1
2024,17,"2024_17_ATL_WAS","00-0030061","Z.Ertz","WAS","ATL",7,9.86,1.40857142857143,0,0,0,0,0,0,7,9.86,1.40857142857143,0,0,0,0,0,0,0,0,0,0,7,6,72,2,4
2024,18,"2024_18_WAS_DAL","00-0030061","Z.Ertz","WAS","DAL",5,2.79,0.558,0,0,0,0,0,0,5,2.79,0.558,0,0,0,0,0,0,0,0,0,0,5,5,44,1,3
2024,1,"2024_01_TEN_CHI","00-0030279","K.Allen","CHI","TEN",11,4.9,0.445454545454545,0,0,0,0,0,0,11,4.9,0.445454545454545,0,0,0,0,0,0,0,0,0,0,11,4,29,0,2
2024,4,"2024_04_LA_CHI","00-0030279","K.Allen","CHI","LA",3,1.06,0.353333333333333,0,0,0,0,0,0,3,1.06,0.353333333333333,0,0,0,0,0,0,0,0,0,0,3,3,19,0,1
2024,5,"2024_05_CAR_CHI","00-0030279","K.Allen","CHI","CAR",7,0.85,0.121428571428571,0,0,0,0,0,0,7,0.85,0.121428571428571,0,0,0,0,0,0,0,0,0,0,7,3,33,0,1
