"player_id","player_name","position","team","week","completions","attempts","passing_yards","passing_tds","interceptions","carries","rushing_yards","rushing_tds","receptions","targets","receiving_yards","receiving_tds","fantasy_points_ppr"
"00-0036877","J.Darden","WR","CLE",6,0,0,0,0,0,0,0,0,1,1,6,0,1.6
"00-0036887","L.Farrell","TE","JAX",18,0,0,0,0,0,0,0,0,1,1,4,0,1.4
"00-0036893","N.Harris","RB","PIT",18,0,0,0,0,0,12,36,1,4,5,20,0,15.6
"00-0036894","P.Freiermuth","TE","PIT",18,0,0,0,0,0,0,0,0,8,11,85,1,22.5
"00-0036898","D.Mills","QB","HOU",18,12,22,128,0,0,3,11,0,0,0,0,0,6.22
"00-0036900","J.Chase","WR","CIN",18,0,0,0,0,0,0,0,0,10,14,96,1,25.6
"00-0036906","K.Herbert","RB","CIN",18,0,0,0,0,0,20,69,0,7,8,14,0,15.3
"00-0036912","D.Smith","WR","PHI",17,0,0,0,0,0,0,0,0,6,7,120,2,30
"00-0036913","K.Toney","WR","CLE",13,0,0,0,0,0,1,3,0,0,1,0,0,0.3
"00-0036919","K.Gainwell","RB","PHI",18,0,0,0,0,0,11,14,0,2,4,9,0,4.3
"00-0036924","M.Carter","RB","ARI",18,0,0,0,0,0,17,43,1,4,4,16,0,15.9
"00-0036928","K.Trask","QB","TB",17,0,0,0,0,0,3,-2,0,0,0,0,0,-0.2
"00-0036945","J.Fields","QB","PIT",15,0,0,0,0,0,1,8,0,0,0,0,0,0.8
"00-0036955","T.Marshall","WR","LV",17,0,0,0,0,0,0,0,0,1,2,28,0,3.8
"00-0036963","A.St. Brown","WR","DET",18,0,0,0,0,0,0,0,0,6,7,77,0,13.7
"00-0036970","K.Pitts","TE","ATL",18,0,0,0,0,0,0,0,0,2,3,15,0,3.5
"00-0036971","T.Lawrence","QB","JAX",13,4,10,41,0,1,1,6,0,0,0,0,0,0.24
"00-0036972","M.Jones","QB","JAX",18,20,32,225,1,1,5,17,0,0,0,0,0,12.7
"00-0036973","T.Etienne","RB","JAX",18,0,0,0,0,0,13,31,0,3,5,29,0,9
"00-0036980","E.Moore","WR","CLE",18,0,0,0,0,0,0,0,0,3,5,36,0,6.6
"00-0036984","T.Sermon","RB","IND",18,0,0,0,0,0,0,0,0,1,3,5,0,1.5
"00-0036988","J.Palmer","WR","LAC",17,0,0,0,0,0,0,0,0,4,6,41,0,8.1
"00-0036997","J.Williams","RB","DEN",18,0,0,0,0,0,5,28,0,3,4,50,0,10.8
"00-0037004","H.Long","TE","LA",15,0,0,0,0,0,0,0,0,2,2,17,0,3.7
"00-0037005","T.Tremble","TE","CAR",18,0,0,0,0,0,0,0,0,2,3,30,1,11
"00-0037012","T.Lance","QB","DAL",18,20,34,244,0,0,6,26,0,0,0,0,0,12.36
"00-0037077","S.Howell","QB","SEA",15,5,14,24,0,1,1,2,0,0,0,0,0,-0.84
"00-0037085","T.Badie","RB","DEN",4,0,0,0,0,0,1,0,0,2,2,-4,0,-0.4
"00-0037086","G.Calcaterra","TE","PHI",18,0,0,0,0,0,0,0,0,2,4,10,0,3
"00-0037091","B.Melton","WR","GB",18,0,0,0,0,0,1,1,0,0,0,0,0,0.1
"00-0037093","D.Young","WR","SEA",1,0,0,0,0,0,0,0,0,0,1,0,0,0
"00-0037120","T.Goodson","RB","IND",18,0,0,0,0,0,0,0,0,1,2,5,0,1.5
"00-0037132","B.Covey","WR","PHI",13,0,0,0,0,0,0,0,0,0,1,0,0,0
"00-0037156","I.Charles","WR","NYJ",7,0,0,0,0,0,0,0,0,0,1,0,0,0
"00-0037197","I.Pacheco","RB","KC",17,0,0,0,0,0,6,18,0,0,0,0,0,1.8
"00-0037216","J.Ross","WR","KC",10,0,0,0,0,0,0,0,0,0,1,0,0,0
"00-0037228","J.Warren","RB","PIT",18,0,0,0,0,0,6,21,0,0,1,0,0,2.1
"00-0037231","K.Austin","WR","NO",18,0,0,0,0,0,0,0,0,1,1,13,0,2.3
"00-0037238","D.London","WR","ATL",18,0,0,0,0,0,0,0,0,10,18,187,2,40.7
"00-0037239","C.Olave","WR","NO",9,0,0,0,0,0,0,0,0,1,1,13,0,2.3
"00-0037240","J.Williams","WR","DET",18,0,0,0,0,0,0,0,0,6,8,34,0,9.4
"00-0037247","G.Pickens","WR","PIT",18,0,0,0,0,0,0,0,0,1,6,0,0,1
"00-0037248","J.Cook","RB","BUF",18,0,0,0,0,0,10,28,1,0,0,0,0,8.8
"00-0037252","G.Dulcich","TE","DEN",4,0,0,0,0,0,0,0,0,0,1,0,0,0
"00-0037256","R.White","RB","TB",17,0,0,0,0,0,6,30,0,1,1,4,0,4.4
"00-0037257","D.Bell","WR","CLE",2,0,0,0,0,0,0,0,0,3,3,27,0,5.7
"00-0037258","D.Pierce","RB","HOU",18,0,0,0,0,0,19,176,1,0,2,0,0,23.6
"00-0037261","K.Shakir","WR","BUF",17,0,0,0,0,0,0,0,0,3,6,25,0,5.5
"00-0037263","T.Allgeier","RB","ATL",18,0,0,0,0,0,9,52,0,2,2,17,0,8.9
"00-0037267","J.Ford","RB","CLE",17,0,0,0,0,0,6,22,0,0,0,0,0,2.2
"00-0037276","T.Chandler","RB","MIN",17,0,0,0,0,0,5,7,0,0,0,0,0,0.7
"00-0037291","J.Nailor","WR","MIN",18,0,0,0,0,0,0,0,0,3,4,53,0,8.3
"00-0037292","A.Ogletree","TE","IND",18,0,0,0,0,0,0,0,0,1,1,21,0,3.1
"00-0037300","M.Woods","WR","CLE",17,0,0,0,0,0,0,0,0,1,3,3,0,1.3
"00-0037304","C.Heyward","TE","PIT",17,0,0,0,0,0,0,0,0,1,1,8,0,1.8
"00-0037306","J.FitzPatrick","TE","GB",12,0,0,0,0,0,0,0,0,1,1,2,0,1.2
"00-0037324","C.Oladokun","QB","KC",18,0,0,0,0,0,1,5,0,0,0,0,0,0.5
"00-0037327","S.Thompson","QB","MIA",3,13,19,107,0,0,0,0,0,0,0,0,0,4.28
"00-0037348","T.Conner","WR","MIA",4,0,0,0,0,0,0,0,0,2,2,15,0,3.5
"00-0037382","B.Johnson","WR","PIT",5,0,0,0,0,0,0,0,0,1,1,9,0,1.9
"00-0037422","K.Pryor","WR","CIN",9,0,0,0,0,0,0,0,0,1,1,9,0,1.9
"00-0037429","R.Blackshear","RB","CAR",18,0,0,0,0,0,4,47,0,0,0,0,0,4.7
"00-0037450","T.McAllister","RB","LV",4,0,0,0,0,0,2,11,0,0,0,0,0,1.1
"00-0037475","S.Smartt","TE","LAC",17,0,0,0,0,0,0,0,0,2,2,23,0,4.3
"00-0037487","D.Thompkins","WR","CAR",16,0,0,0,0,0,1,9,0,0,0,0,0,0.9
"00-0037509","S.McCormick","RB","LV",15,0,0,0,0,0,7,8,0,2,2,17,0,4.5
"00-0037524","T.Martin","WR","TEN",18,0,0,0,0,0,0,0,0,1,2,49,1,11.9
"00-0037525","J.Mason","RB","SF",13,0,0,0,0,0,13,78,0,0,0,0,0,7.8
"00-0037539","L.Krull","TE","DEN",17,0,0,0,0,0,0,0,0,1,1,3,0,1.3
"00-0037545","R.Shaheed","WR","NO",6,0,0,0,0,0,1,2,0,1,7,11,0,8.3
"00-0037557","R.Rivers","RB","LA",18,0,0,0,0,0,12,48,0,4,5,34,0,12.2
"00-0037569","P.Hendershot","TE","KC",18,0,0,0,0,0,0,0,0,2,2,25,0,4.5
"00-0037594","J.Chestnut","RB","TEN",18,0,0,0,0,0,2,11,0,0,0,0,0,1.1
"00-0037609","A.Shampklin","RB","PIT",6,0,0,0,0,0,1,-2,0,0,0,0,0,-0.2
"00-0037614","J.Metchie","WR","HOU",18,0,0,0,0,0,0,0,0,2,4,24,0,4.4
"00-0037617","H.Haskins","RB","LAC",18,0,0,0,0,0,12,33,1,0,0,0,0,9.3
"00-0037654","T.Fisk","TE","LAC",17,0,0,0,0,0,0,0,0,1,1,8,0,1.8
"00-0037664","A.Pierce","WR","IND",18,0,0,0,0,0,0,0,0,2,2,57,1,13.7
"00-0037666","J.Tolbert","WR","DAL",18,0,0,0,0,0,0,0,0,4,6,98,0,13.8
"00-0037740","G.Wilson","WR","NYJ",18,0,0,0,0,0,1,0,0,4,5,51,0,9.1
"00-0037741","J.Dotson","WR","PHI",18,0,0,0,0,0,0,0,0,7,11,94,0,16.4
"00-0037742","T.Burks","WR","TEN",6,0,0,0,0,0,0,0,0,1,1,10,0,2
"00-0037744","T.McBride","TE","ARI",18,0,0,0,0,0,0,0,0,7,11,65,1,19.5
"00-0037745","V.Jones","RB","CAR",17,0,0,0,0,0,1,0,0,0,0,0,0,0
"00-0037746","B.Robinson","RB","WAS",18,0,0,0,0,0,5,10,0,1,1,6,0,2.6
"00-0037801","K.Turpin","WR","DAL",18,0,0,0,0,0,1,5,0,3,5,53,0,8.8
"00-0037805","J.Ruckert","TE","NYJ",18,0,0,0,0,0,0,0,0,1,2,5,0,1.5
"00-0037809","C.Okonkwo","TE","TEN",17,0,0,0,0,0,1,17,0,5,7,42,0,10.9
"00-0037816","R.Doubs","WR","GB",17,0,0,0,0,0,0,0,0,7,11,58,0,14.8
"00-0037827","T.Davis-Price","RB","PHI",17,0,0,0,0,0,3,7,0,0,0,0,0,0.7
"00-0037834","B.Purdy","QB","SF",17,27,35,377,3,2,3,12,1,0,0,0,0,30.28
"00-0037837","C.Austin","WR","PIT",18,0,0,0,0,0,0,0,0,0,1,0,0,0
"00-0037838","I.Likely","TE","BAL",18,0,0,0,0,0,0,0,0,3,5,38,0,6.8
"00-0037840","K.Williams","RB","LA",17,0,0,0,0,0,13,56,1,3,3,16,0,16.2
"00-0038040","Z.White","RB","LV",11,0,0,0,0,0,5,9,0,0,0,0,0,0.9
"00-0038041","J.Ferguson","TE","DAL",18,0,0,0,0,0,0,0,0,2,4,12,0,3.2
"00-0038046","C.Kolar","TE","BAL",12,0,0,0,0,0,0,0,0,1,1,6,0,1.6
"00-0038090","S.Moore","WR","KC",7,0,0,0,0,0,0,0,0,0,1,0,0,0
"00-0038092","E.Ezukanma","WR","MIA",3,0,0,0,0,0,0,0,0,0,2,0,0,0
"00-0038098","P.Strong","RB","CLE",17,0,0,0,0,0,5,33,0,3,5,15,0,7.8
"00-0038102","K.Pickett","QB","PHI",17,10,15,143,1,0,3,3,1,0,0,0,0,16.02
"00-0038104","T.Thornton","WR","NE",8,0,0,0,0,0,0,0,0,2,3,20,0,4
"00-0038108","B.Zappe","QB","CLE",18,16,31,170,1,2,2,2,0,0,0,0,0,7
"00-0038115","D.Bellinger","TE","NYG",18,0,0,0,0,0,0,0,0,2,2,9,0,2.9
"00-0038117","W.Robinson","WR","NYG",18,0,0,0,0,0,0,0,0,10,11,43,0,14.3
"00-0038120","B.Hall","RB","NYJ",18,0,0,0,0,0,12,57,0,3,5,15,1,18.2
"00-0038122","D.Ridder","QB","LV",18,1,2,11,0,0,0,0,0,0,0,0,0,0.44
"00-0038124","C.Watson","WR","GB",18,0,0,0,0,0,0,0,0,0,1,0,0,0
"00-0038128","M.Willis","QB","GB",18,10,13,136,0,0,1,3,0,0,0,0,0,3.74
"00-0038129","C.Otton","TE","TB",15,0,0,0,0,0,0,0,0,2,3,24,0,4.4
"00-0038134","K.Walker","RB","SEA",16,0,0,0,0,0,8,31,0,8,8,28,0,13.9
"00-0038359","X.Smith","WR","LA",18,0,0,0,0,0,2,6,0,0,0,0,0,0.6
"00-0038393","D.Wicks","WR","GB",18,0,0,0,0,0,0,0,0,5,6,49,0,9.9
"00-0038394","W.Mallory","TE","IND",15,0,0,0,0,0,0,0,0,0,1,0,0,0
"00-0038396","E.Gray","RB","NYG",18,0,0,0,0,0,1,6,0,1,1,4,0,2
"00-0038400","T.McKee","QB","PHI",18,27,41,269,2,0,3,1,0,0,0,0,0,18.86
"00-0038416","T.Bagent","QB","CHI",15,1,1,5,0,0,0,0,0,0,0,0,0,0.2
"00-0038454","K.Mitchell","RB","BAL",18,0,0,0,0,0,4,10,0,0,0,0,0,1
"00-0038465","M.Heath","WR","GB",18,0,0,0,0,0,0,0,0,3,5,53,0,8.3
"00-0038476","T.DeVito","QB","NYG",15,10,13,68,0,0,1,0,0,0,0,0,0,2.72
"00-0038477","B.Ford-Wheaton","WR","NYG",5,0,0,0,0,0,0,0,0,0,0,0,0,6
"00-0038496","X.Gipson","WR","NYJ",18,0,0,0,0,0,1,5,0,0,0,0,0,0.5
"00-0038498","E.Jenkins","TE","PHI",18,0,0,0,0,0,0,0,0,1,1,7,1,7.7
"00-0038507","G.DuBose","WR","MIA",15,0,0,0,0,0,0,0,0,1,1,-2,0,0.8
"00-0038519","N.Remigio","WR","KC",18,0,0,0,0,0,0,0,0,2,6,48,0,6.8
"00-0038542","B.Robinson","RB","ATL",18,0,0,0,0,0,28,170,2,2,5,3,0,31.3
"00-0038543","J.Smith-Njigba","WR","SEA",18,0,0,0,0,0,1,4,0,4,5,9,0,5.3
"00-0038544","Q.Johnston","WR","LAC",18,0,0,0,0,0,0,0,0,13,14,186,0,31.6
"00-0038547","L.Schoonmaker","TE","DAL",18,0,0,0,0,0,0,0,0,2,2,16,0,3.6
"00-0038550","H.Hooker","QB","DET",11,3,4,37,0,0,4,3,0,0,0,0,0,1.78
"00-0038551","K.Miller","RB","NO",17,0,0,0,0,0,3,3,0,1,1,16,0,2.9
"00-0038555","T.Bigsby","RB","JAX",18,0,0,0,0,0,14,39,1,1,1,3,0,11.2
"00-0038558","D.Washington","TE","PIT",17,0,0,0,0,0,0,0,0,1,1,8,0,1.8
"00-0038559","M.Wilson","WR","ARI",17,0,0,0,0,0,1,7,0,4,6,22,0,6.9
"00-0038563","T.Tucker","WR","LV",18,0,0,0,0,0,0,0,0,3,4,24,0,5.4
"00-0038573","D.Davis","WR","LAC",18,0,0,0,0,0,1,-1,0,1,1,5,0,1.4
"00-0038576","C.Jones","WR","CIN",7,0,0,0,0,0,0,0,0,0,0,0,0,6
"00-0038579","A.O'Connell","QB","LV",18,24,34,214,2,1,4,13,0,0,0,0,0,15.86
"00-0038582","C.Tune","QB","ARI",18,0,0,0,0,0,1,2,0,0,0,0,0,0.2
"00-0038583","D.Thompson-Robinson","QB","CLE",18,2,3,13,0,0,2,3,0,0,0,0,0,0.82
"00-0038589","J.Whyle","TE","TEN",18,0,0,0,0,0,0,0,0,5,7,29,0,9.9
"00-0038597","C.Brown","RB","CIN",17,0,0,0,0,0,20,67,0,4,4,24,0,13.1
"00-0038606","P.Washington","WR","JAX",18,0,0,0,0,0,0,0,0,2,4,15,1,9.5
"00-0038608","K.Boutte","WR","NE",18,0,0,0,0,0,0,0,0,7,7,117,1,24.7
"00-0038611","C.Rodriguez","RB","WAS",17,0,0,0,0,0,5,16,1,1,1,12,0,9.8
"00-0038618","X.Hutchinson","WR","HOU",18,0,0,0,0,0,0,0,0,1,2,5,0,1.5
"00-0038619","A.Iosivas","WR","CIN",18,0,0,0,0,0,0,0,0,2,3,12,0,3.2
"00-0038621","D.Douglas","WR","NE",18,0,0,0,0,0,0,0,0,3,4,34,0,6.4
"00-0038622","D.Vaughn","RB","DAL",18,0,0,0,0,0,6,37,0,0,0,0,0,3.7
"00-0038636","K.McIntosh","RB","SEA",18,0,0,0,0,0,7,49,0,0,1,0,0,4.9
"00-0038640","J.Brooks","WR","DAL",17,0,0,0,0,0,0,0,0,1,1,12,0,2.2
"00-0038643","B.Willis","TE","SF",18,0,0,0,0,0,0,0,0,0,2,0,0,0
"00-0038647","R.Bell","WR","SF",8,0,0,0,0,0,0,0,0,0,1,0,0,0
"00-0038678","J.Mims","RB","NO",18,0,0,0,0,0,2,12,0,3,3,13,0,5.5
"00-0038679","T.Shavers","WR","BUF",17,0,0,0,0,0,0,0,0,1,1,69,1,13.9
"00-0038685","C.Brooks","RB","GB",18,0,0,0,0,0,8,59,0,0,1,0,0,5.9
"00-0038705","E.Demercado","RB","ARI",14,0,0,0,0,0,0,0,0,4,4,15,0,5.5
"00-0038710","B.Whiteheart","TE","CLE",18,0,0,0,0,0,0,0,0,1,1,1,0,1.1
"00-0038720","J.Hill","TE","MIA",18,0,0,0,0,0,0,0,0,0,1,0,0,0
"00-0038752","J.Bobo","WR","SEA",18,0,0,0,0,0,0,0,0,1,1,4,1,7.4
"00-0038783","N.Adkins","TE","DEN",18,0,0,0,0,0,0,0,0,3,3,25,0,5.5
"00-0038794","J.McLaughlin","RB","DEN",18,0,0,0,0,0,16,39,0,2,2,9,0,6.8
"00-0038797","E.Wilson","RB","GB",18,0,0,0,0,0,14,73,1,1,1,-2,0,14.1
"00-0038809","B.Sims","TE","GB",14,0,0,0,0,0,0,0,0,1,1,2,0,1.2
"00-0038821","R.Jarrett","WR","TB",17,0,0,0,0,0,0,0,0,1,1,11,0,2.1
"00-0038824","R.Miller","WR","TB",17,0,0,0,0,0,0,0,0,2,4,26,0,4.6
"00-0038840","B.Tremayne","WR","WAS",5,0,0,0,0,0,0,0,0,1,1,-2,0,0.8
"00-0038920","J.Shenker","TE","LV",8,0,0,0,0,0,0,0,0,1,1,7,0,1.7
"00-0038933","D.Kincaid","TE","BUF",17,0,0,0,0,0,0,0,0,2,2,24,0,4.4
"00-0038935","B.Strange","TE","JAX",18,0,0,0,0,0,0,0,0,4,4,60,0,10
"00-0038938","J.Hyatt","WR","NYG",18,0,0,0,0,0,0,0,0,0,1,0,0,0
"00-0038941","T.Scott","WR","CHI",15,0,0,0,0,0,0,0,0,1,1,5,0,1.5
"00-0038951","S.Tucker","RB","TB",18,0,0,0,0,0,2,16,0,0,0,0,0,1.6
"00-0038976","M.Mims","WR","DEN",18,0,0,0,0,0,0,0,0,5,5,51,2,22.1
"00-0038977","T.Dell","WR","HOU",16,0,0,0,0,0,0,0,0,6,7,98,1,21.8
"00-0038979","C.Tillman","WR","CLE",12,0,0,0,0,0,0,0,0,2,4,28,0,2.8
"00-0038994","J.Addison","WR","MIN",18,0,0,0,0,0,0,0,0,1,6,0,0,1
"00-0038996","T.Kraft","TE","GB",18,0,0,0,0,0,0,0,0,4,7,36,0,7.6
"00-0038997","J.Downs","WR","IND",18,0,0,0,0,0,0,0,0,10,13,94,0,19.4
"00-0038998","J.Haener","QB","NO",15,4,10,49,0,1,1,7,0,0,0,0,0,0.66
"00-0039021","R.Johnson","RB","CHI",18,0,0,0,0,0,2,3,0,5,5,16,0,6.9
"00-0039032","T.Spears","RB","TEN",17,0,0,0,0,0,20,95,0,3,4,8,0,13.3
"00-0039040","D.Achane","RB","MIA",18,0,0,0,0,0,11,121,1,0,0,0,0,18.1
"00-0039041","E.Higgins","TE","ARI",17,0,0,0,0,0,0,0,0,2,3,23,0,4.3
"00-0039050","P.Durham","TE","TB",18,0,0,0,0,0,0,0,0,2,2,16,1,9.6
"00-0039052","T.Palmer","WR","TB",16,0,0,0,0,0,0,0,0,2,4,31,0,5.1
"00-0039062","J.Mingo","WR","DAL",18,0,0,0,0,0,0,0,0,2,2,24,0,4.4
"00-0039064","Z.Flowers","WR","BAL",18,0,0,0,0,0,1,9,0,1,2,12,0,3.1
"00-0039065","S.LaPorta","TE","DET",18,0,0,0,0,0,0,0,0,7,7,63,0,13.3
"00-0039066","M.Mayer","TE","LV",18,0,0,0,0,0,0,0,0,4,4,21,0,6.1
"00-0039067","R.Rice","WR","KC",3,0,0,0,0,0,1,1,0,12,14,110,1,29.1
"00-0039074","D.Allen","TE","LA",17,0,0,0,0,0,0,0,0,0,1,0,0,0
"00-0039075","P.Nacua","WR","LA",17,0,0,0,0,0,0,0,0,10,14,129,0,22.9
"00-0039139","J.Gibbs","RB","DET",18,0,0,0,0,0,23,139,3,5,5,31,1,46
"00-0039144","L.Musgrave","TE","GB",18,0,0,0,0,0,0,0,0,1,1,19,0,2.9
"00-0039146","J.Reed","WR","GB",18,0,0,0,0,0,3,3,0,2,2,48,0,5.1
"00-0039150","B.Young","QB","CAR",18,25,34,251,3,0,5,24,2,0,0,0,0,36.44
"00-0039152","W.Levis","QB","TEN",18,9,17,175,1,0,4,8,0,0,0,0,0,11.8
"00-0039163","C.Stroud","QB","HOU",18,6,6,50,1,0,0,0,0,0,0,0,0,6
"00-0039164","A.Richardson","QB","IND",16,7,11,131,1,1,9,70,1,0,0,0,0,20.24
"00-0039165","Z.Charbonnet","RB","SEA",18,0,0,0,0,0,14,59,0,0,0,0,0,5.9
"00-0039236","J.Wilson","WR","PHI",18,0,0,0,0,0,0,0,0,3,5,24,0,5.4
"00-0039244","C.Collier","RB","LV",18,0,0,0,0,0,2,6,0,1,2,-4,0,1.2
"00-0039299","G.Holani","RB","SEA",15,0,0,0,0,0,3,10,0,0,0,0,0,1
"00-0039316","B.Cupp","TE","KC",14,0,0,0,0,0,0,0,0,0,1,0,0,0
"00-0039325","C.Steele","RB","KC",18,0,0,0,0,0,8,25,0,2,2,2,0,4.7
"00-0039337","M.Nabers","WR","NYG",18,0,0,0,0,0,0,0,0,5,8,64,1,17.4
"00-0039338","B.Bowers","TE","LV",18,0,0,0,0,0,0,0,0,4,9,50,1,15
"00-0039342","X.Legette","WR","CAR",18,0,0,0,0,0,0,0,0,3,5,30,0,6
"00-0039344","J.Brooks","RB","CAR",14,0,0,0,0,0,1,-3,0,0,0,0,0,-0.3
"00-0039355","L.McCaffrey","WR","WAS",16,0,0,0,0,0,0,0,0,1,3,13,0,2.3
"00-0039356","J.Sanders","TE","CAR",18,0,0,0,0,0,0,0,0,3,5,35,0,6.5
"00-0039359","C.Stover","TE","HOU",18,0,0,0,0,0,0,0,0,0,1,0,0,0
"00-0039361","B.Irving","RB","TB",18,0,0,0,0,0,19,89,1,2,5,-5,0,16.4
"00-0039363","I.Guerendo","RB","SF",18,0,0,0,0,0,2,5,0,0,0,0,0,0.5
"00-0039364","S.Vaki","RB","DET",16,0,0,0,0,0,0,0,0,2,2,20,0,4
"00-0039365","J.Cowing","WR","SF",18,0,0,0,0,0,1,7,0,2,2,30,0,5.7
"00-0039373","A.Estime","RB","DEN",18,0,0,0,0,0,12,34,1,0,0,0,0,9.4
"00-0039376","S.Rattler","QB","NO",18,26,42,240,1,0,1,11,0,0,0,0,0,14.7
"00-0039379","J.Thrash","WR","CLE",18,0,0,0,0,0,0,0,0,0,1,0,0,0
"00-0039384","T.Tracy","RB","NYG",18,0,0,0,0,0,14,59,0,2,2,7,0,8.6
"00-0039386","B.Means","WR","NO",8,0,0,0,0,0,0,0,0,1,1,36,0,4.6
"00-0039391","K.Vidal","RB","LAC",17,0,0,0,0,0,5,24,0,0,2,0,0,2.4
"00-0039392","J.Jackson","WR","TEN",9,0,0,0,0,0,1,-5,0,1,2,8,0,1.3
"00-0039393","J.McClellan","RB","ATL",11,0,0,0,0,0,8,15,0,0,0,0,0,1.5
"00-0039394","C.Washington","WR","ATL",11,0,0,0,0,0,0,0,0,0,1,0,0,0
"00-0039398","J.Milton","QB","NE",18,22,29,241,1,0,10,16,1,0,0,0,0,19.24
"00-0039407","D.Laube","RB","LV",6,0,0,0,0,0,1,0,0,0,0,0,0,-2
"00-0039410","R.Flournoy","WR","DAL",18,0,0,0,0,0,0,0,0,2,2,14,0,3.4
"00-0039420","J.Bell","TE","NE",18,0,0,0,0,0,0,0,0,1,1,19,0,2.9
"00-0039424","D.Vele","WR","DEN",18,0,0,0,0,0,0,0,0,4,4,50,1,15
"00-0039451","I.Williams","WR","DET",8,0,0,0,0,0,0,0,0,2,3,6,0,2.6
"00-0039458","B.Bates","TE","CLE",18,0,0,0,0,0,0,0,0,0,1,0,0,0
"00-0039491","J.Coker","WR","CAR",18,1,1,19,0,0,0,0,0,7,7,62,0,13.96
"00-0039521","X.Weaver","WR","ARI",18,0,0,0,0,0,0,0,0,0,1,0,0,0
"00-0039530","B.Spann-Ford","TE","DAL",15,0,0,0,0,0,0,0,0,1,1,2,0,1.2
"00-0039543","R.Keyton","WR","LV",11,0,0,0,0,0,0,0,0,0,1,0,0,0
"00-0039573","B.Watson","RB","DEN",16,0,0,0,0,0,4,10,0,1,2,13,0,3.3
"00-0039589","K.Johnson","WR","TB",17,0,0,0,0,0,1,11,0,0,0,0,0,1.1
"00-0039603","B.Brooks","RB","HOU",3,0,0,0,0,0,1,2,0,0,0,0,0,0.2
"00-0039613","D.Holker","TE","NO",18,0,0,0,0,0,0,0,0,2,3,11,0,3.1
"00-0039614","J.Jackson","WR","NO",9,0,0,0,0,0,1,-1,0,0,0,0,0,-0.1
"00-0039617","J.Kibodi","RB","CLE",18,0,0,0,0,0,5,24,0,1,3,15,0,4.9
"00-0039623","M.Tipton","WR","NO",16,0,0,0,0,0,0,0,0,0,1,0,0,0
"00-0039631","C.Grandy","TE","CIN",18,0,0,0,0,0,0,0,0,1,1,9,0,1.9
"00-0039648","D.Martin-Robinson","TE","TEN",16,0,0,0,0,0,0,0,0,1,1,6,0,1.6
"00-0039650","B.Oliver","WR","TEN",18,0,0,0,0,0,0,0,0,1,3,15,0,2.5
"00-0039703","C.Schrader","RB","LA",18,0,0,0,0,0,1,3,0,1,1,6,0,1.9
"00-0039732","B.Nix","QB","DEN",18,26,29,321,4,0,7,47,0,0,0,0,0,33.54
"00-0039737","T.Reiman","TE","ARI",15,0,0,0,0,0,0,0,0,2,3,8,0,2.8
"00-0039738","B.Corum","RB","LA",18,0,0,0,0,0,2,10,0,1,1,12,0,3.2
"00-0039746","W.Shipley","RB","PHI",18,0,0,0,0,0,10,32,0,4,4,35,0,10.7
"00-0039747","A.Smith","WR","PHI",18,0,0,0,0,0,1,4,0,4,6,35,1,13.9
"00-0039751","J.Whittington","WR","LA",18,0,0,0,0,0,2,12,0,3,4,86,0,12.8
"00-0039754","D.Culp","TE","TB",18,0,0,0,0,0,0,0,0,2,2,36,0,5.6
"00-0039757","T.Jennings","RB","NE",18,0,0,0,0,0,8,20,0,0,1,0,0,2
"00-0039792","D.Walker","WR","BAL",17,0,0,0,0,0,0,0,0,0,2,0,0,0
"00-0039793","A.Barner","TE","SEA",18,0,0,0,0,0,0,0,0,5,5,34,1,14.4
"00-0039794","B.Allen","RB","NYJ",18,0,0,0,0,0,4,15,0,2,3,8,0,4.3
"00-0039796","R.Ali","RB","BAL",18,0,0,0,0,0,0,0,0,0,2,0,0,0
"00-0039798","I.Davis","RB","NYJ",18,0,0,0,0,0,4,41,0,0,0,0,0,4.1
"00-0039810","J.Burton","WR","CIN",11,0,0,0,0,0,0,0,0,1,4,8,0,1.8
"00-0039811","M.Lloyd","RB","GB",2,0,0,0,0,0,6,15,0,1,1,3,0,2.8
"00-0039814","E.All","TE","CIN",9,0,0,0,0,0,0,0,0,2,2,24,0,4.4
"00-0039816","A.Gould","WR","IND",15,0,0,0,0,0,0,0,0,1,1,23,0,3.3
"00-0039824","J.Wiley","TE","KC",2,0,0,0,0,0,0,0,0,1,1,7,0,1.7
"00-0039847","T.Johnson","TE","NYG",13,0,0,0,0,0,0,0,0,5,5,54,0,10.4
"00-0039849","M.Harrison","WR","ARI",18,0,0,0,0,0,0,0,0,5,6,63,1,17.3
"00-0039851","D.Maye","QB","NE",18,0,1,0,0,0,0,0,0,0,0,0,0,0
"00-0039853","J.Baker","WR","NE",18,0,0,0,0,0,0,0,0,1,1,12,0,2.2
"00-0039855","J.McMillan","WR","TB",18,0,0,0,0,0,1,6,0,5,6,74,1,19
"00-0039868","T.Franklin","WR","DEN",18,0,0,0,0,0,0,0,0,2,2,12,0,3.2
"00-0039874","J.Wright","RB","MIA",18,0,0,0,0,0,6,-4,0,0,0,0,0,-0.4
"00-0039875","R.Davis","RB","BUF",18,0,0,0,0,0,15,64,0,2,3,1,1,14.5
"00-0039880","M.Washington","WR","MIA",18,0,0,0,0,0,0,0,0,4,5,48,0,8.8
"00-0039890","A.Mitchell","WR","IND",18,0,0,0,0,0,0,0,0,0,1,0,0,0
